j	Jesus	NP00000	jesus
M	Maria	NP00000	maria
j	José	NP00000	josé
	.	Fp	.
Mto	Muito	RQ	muito
Rdo	reverendo	AQ0MS0	reverendo
Pe	padre	NP00000	padre
e	e	CC	e
Snr	senhor	NP00000	senhor
	,	Fc	,
agora	agora	RG	agora
me	me	PP1CS000	me
emtregarão	entregaram	VMIS3P0	entregar
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
e	e	CC	e
vejo	vejo	VMIP1S0	ver
nela	nela	SPS00+PP3FS000	em+ele
q	que	CS	que
o	o	DA0MS0	o
remedio	remédio	NCMS000	remédio
q	que	PR0CN000	que
Vmce	VM	NP00000	VM
me	me	PP1CS000	me
aplica	aplica	VMIP3S0	aplicar
he	é	VSIP3S0	ser
tão	tão	RC	tão
emcoveniente	inconveniente	AQ0CS0	inconveniente
como	como	CS	como
final	final	AQ0CS0	final
perdição	perdição	NCFS000	perdição
	.	Fp	.
e	E	CC	e
ademirome	admiro-me	VMIP1S0+PP1CS000	admirar+me
de	de	SPS00	de
Vmce	VM	NP00000	VM
tal	tal	RC	tal
me	me	PP1CS000	me
aplicar	aplicar	VMN0000	aplicar
quando	quando	PA000000	quando
pode	pode	VMIP3S0	poder
saber	saber	VMN0000	saber
q	que	CS	que
	,	Fc	,
so	só	RG	só
estar	estar	VMN0000	estar
neste	neste	SPS00+DD0MS0	em+este
comvto	convento	NCMS000	convento
a	há	VMIP3S0	haver
tempos	tempos	NCMP000	tempo
	,	Fc	,
me	me	PP1CS000	me
tem	tem	VAIP3S0	ter
nasido	nascido	VMP00SM	nascer
toda	toda	DI0FS0	todo
a	a	DA0FS0	o
minha	minha	DP1FSS	meu
perdição	perdição	NCFS000	perdição
	,	Fc	,
donde	onde	PA000000	onde
agora	agora	RG	agora
acabo	acabo	VMIP1S0	acabar
de	de	SPS00	de
comfirmar	confirmar	VMN0000	confirmar
tenho	tenho	VMIP1S0	ter
pa	para	SPS00	para
sempre	sempre	RG	sempre
alma	alma	NCFS000	alma
perdida	perdida	VMP00SF	perder
	.	Fp	.
pois	Pois	CS	pois
saiba	saiba	VMSP0S0	saber
	,	Fc	,
padre	padre	NCMS000	padre
	,	Fc	,
i	e	CC	e
creiame	creia-me	VMSP0S0+PP1CS000	crer+me
q	que	CS	que
nele	nele	SPS00+PP3MS000	em+ele
me	me	PP1CS000	me
não	não	RN	não
ei	hei	VMIP1S0	haver
de	de	SPS00	de
salvar	salvar	VMN0000	salvar
	,	Fc	,
e	e	CC	e
o	ao	SPS00+DA0MS0	a+o
mais	mais	RC	mais
	,	Fc	,
de	de	SPS00	de
trabalhar	trabalhar	VMN0000	trabalhar
debalde	debalde	RG	debalde
e	e	CC	e
andar	andar	VMN0000	andar
gastando	gastando	VMG0000	gastar
tempo	tempo	NCMS000	tempo
	,	Fc	,
athe	até	SPS00	até
q	que	CS	que
se	se	P00CN000	se
complete	complete	VMSP0S0	completar
a	a	DA0FS0	o
minha	minha	DP1FSS	meu
final	final	AQ0CS0	final
roina	ruína	NCFS000	ruína
	.	Fp	.
se	Se	CS	se
Vmce	VM	NP00000	VM
dele	dele	SPS00+PP3MS000	de+ele
me	me	PP1CS000	me
pode	pode	VMIP3S0	poder
tirar	tirar	VMN0000	tirar
por	por	SPS00	por
algum	algum	DI0MS0	algum
modo	modo	NCMS000	modo
	,	Fc	,
inda	ainda	RG	ainda
q	que	CS	que
seja	seja	VSSP0S0	ser
fazendome	fazendo-me	VMG0000+PP1CS000	fazer+me
mal	mal	RG	mal
ao	ao	SPS00+DA0MS0	a+o
corpo	corpo	NCMS000	corpo
,	,	Fc	,
o	o	DA0MS0	o
ponto	ponto	NCMS000	ponto
he	é	VSIP3S0	ser
alma	alma	NCFS000	alma
	,	Fc	,
seja	seja	VSSP0S0	ser
logo	logo	RG	logo
logo	logo	RG	logo
,	,	Fc	,
pois	pois	CS	pois
pa	para	SPS00	para
o	o	DA0MS0	o
q	que	PR0CN000	que
sabe	sabe	VMIP3S0	saber
ja	já	RG	já
não	não	RN	não
faltão	faltam	VMIP3P0	faltar
mais	mais	RC	mais
q	que	CS	que
catorze	catorze	Z	catorze
dias	dias	NCMP000	dia
	.	Fp	.
e	E	CC	e
	,	Fc	,
findados	findados	VMP00PM	findar
eles	eles	SPS00+PP3MP000	de+ele
	,	Fc	,
chega	chega	VMIP3S0	chegar
aqui	aqui	RG	aqui
o	o	DA0MS0	o
meu	meu	DP1MSS	meu
porvensial	provincial	NCMS000	provincial
,	,	Fc	,
agora	agora	RG	agora
veja	veja	VMSP0S0	ver
como	como	CS	como
isto	isto	PD0NN000	isto
a	há	VMIP3S0	haver
de	de	SPS00	de
ser	ser	VSN0000	ser
,	.	Fp	.
pesolhe	Peço-lhe	VMIP1S0+PP3CSD00	pedir+lhe
	,	Fc	,
pelas	pelas	SPS00+DA0FP0	por+o
chagas	chagas	NCFP000	chaga
de	de	SPS00	de
christo	Cristo	NP00000	cristo
	,	Fc	,
logo	logo	RG	logo
logo	logo	RG	logo
sem	sem	SPS00	sem
demora	demora	NCFS000	demora
me	me	PP1CS000	me
busque	busque	VMSP0S0	buscar
o	o	DA0MS0	o
remedio	remédio	NCMS000	remédio
comveniente	conveniente	AQ0CS0	conveniente
	,	Fc	,
q	que	CS	que
so	só	RG	só
la	lá	RG	lá
ir	ir	VMN0000	ir
eu	eu	PP1CSN00	eu
	,	Fc	,
seja	seja	VSSP0S0	ser
Ermo	ermo	NCMS000	ermo
for	for	VSSF0S0	ser
fora	fora	RG	fora
desta	desta	SPS00+DD0FS0	de+este
clauzura	clausura	NCFS000	clausura
	,	Fc	,
pa	para	SPS00	para
donde	onde	PA000000	onde
me	me	PP1CS000	me
posão	possam	VMSP3P0	poder
transferir	transferir	VMN0000	transferir
pa	para	SPS00	para
outra	outra	PI0FS000	outro
	,	Fc	,
mas	mas	CC	mais
q	que	CS	que
seja	seja	VSSP0S0	ser
por	por	SPS00	por
criada	criada	NCFS000	criado
das	das	SPS00+DA0FP0	de+o
senhoras	senhoras	NCFP000	senhor
q	que	PR0CN000	que
la	lá	RG	lá
estiverem	estiverem	VMSF3P0	estar
	.	Fp	.
agora	Agora	RG	agora
veja	veja	VMSP0S0	ver
como	como	CS	como
isto	isto	PD0NN000	isto
a	há	VMIP3S0	haver
	de	SPS00	de
ser	ser	VSN0000	ser
	,	Fc	,
e	e	CC	e
seje	seje	VSSP0S0	ser
pelo	pelo	SPS00+DA0MS0	por+o
amor	amor	NCMS000	amor
de	de	SPS00	de
Ds	Deus	NP00000	deus
logo	logo	RG	logo
logo	logo	RG	logo
	,	Fc	,
q	que	CS	que
istou	estou	VMIP1S0	estar
de	de	SPS00	de
sorte	sorte	NCFS000	sorte
q	que	CS	que
quando	quando	CS	quando
vi	vi	VMIS1S0	ver
ou	ou	CC	ou
li	li	VMIS1S0	ler
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
ja	já	RG	já
foi	foi	VSIS3S0	ser
blasfamando	blasfemando	VMG0000	blasfemar
	.	Fp	.
pois	Pois	CS	pois
lhe	lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
q	que	CS	que
antes	antes	RG	antes
no	no	SPS00+DA0MS0	em+o
