Meu	Meu	DP1MSS	meu
compe	Compadre	NCMS000	compadre
e	e	CC	e
sor	Senhor	NP00000	senhor
	,	Fc	,
Rendolhe	rendo-lhe	VMG0000	rer
a	a	SPS00	a
VM	VM	NP00000	VM
as	as	DA0FP0	o
gra-ças	graças	NCFP000	graça
por	por	SPS00	por
me	me	PP1CS000	me
haver	haver	VMN0000	haver
restetuido	restituído	VMP00SM	restituir
ao	ao	SPS00+DA0MS0	a+o
favor	favor	NCMS000	favor
de	de	SPS00	de
boas	boas	AQ0FP0	bom
novas	novas	NCFP000	nova
suas	suas	DP3FP0	seu
,	,	Fc	,
porq	porque	CS	porque
me	me	PP1CS000	me
tinha	tinha	VMII0S0	ter
com	com	SPS00	com
cuydado	cuidado	VMP00SM	cuidar
a	a	DA0FS0	o
falta	falta	NCFS000	falta
dellas	delas	SPS00+PP3FP000	de+ele
	,	Fc	,
e	e	CC	e
me	me	PP1CS000	me
alegro	alegro	VMIP1S0	alegrar
mto	muito	RQ	muito
com	com	SPS00	com
saber	saber	VMN0000	saber
logra	logra	VMIP3S0	lograr
VM	VM	NP00000	VM
a	a	SPS00	a
prefeita	perfeita	AQ0FS0	perfeito
saude	saúde	NCFS000	saúde
q	que	CS	que
sempre	sempre	RG	sempre
lhe	lhe	PP3CSD00	lhe
dezejo	desejo	VMIP1S0	desejar
.	.	Fp	.
Crueis	Cruéis	AQ0CP0	cruel
sam	são	VSIP3P0	ser
os	os	DA0MP0	o
requerimtos	requerimentos	NCMP000	requerimento
no	no	SPS00+DA0MS0	em+o
conso	Conselho	NP00000	conselho
de	de	SPS00	de
guerra	Guerra	NP00000	guerra
	,	Fc	,
pellos	pelos	SPS00+DA0MP0	por+o
poucos	poucos	DI0MP0	pouco
dias	dias	NCMP000	dia
que	que	PR0CN000	que
tem	tem	VMIP3S0	ter
este	este	DD0MS0	este
Tribunal	tribunal	NCMS000	tribunal
pa	para	SPS00	para
a	a	DA0FS0	o
expedicão	expedicão	NCFS000	expedicão
dos	dos	SPS00+DA0MP0	de+o
negocios	negócios	NCMP000	negócio
q	que	PR0CN000	que
a	a	SPS00	a
elle	ele	PP3MS000	ele
pertencem	pertencem	VMIP3P0	pertencer
,	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
eu	eu	PP1CSN00	eu
lhe	lhe	PP3CSD00	lhe
perdoarey	perdoarei	VMIF1S0	perdoar
este	este	DD0MS0	este
discomodo	descómodo	NCMS000	descómodo
,	,	Fc	,
se	se	CS	se
o	o	DA0MS0	o
despacho	despacho	NCMS000	despacho
de	de	SPS00	de
VM	VM	NP00000	VM
for	for	VMSF0S0	ir
o	o	DA0MS0	o
q	que	PR0CN000	que
dize-jo	desejo	VMIP1S0	desejar
;	.	Fp	.
o	O	DA0MS0	o
Me	Mestre	NP00000	mestre
de	de	SPS00	de
Campo	Campo	NP00000	campo
Jozeph	José	NP00000	josé
Passanha	Pessanha	NP00000	pessanha
se	se	CS	se
acha	acha	VMIP3S0	achar
na	na	SPS00+DA0FS0	em+o
recondução	recondução	NCFS000	recondução
do	do	SPS00+DA0MS0	de+o
seu	seu	DP3MS0	seu
3o	terço	NCMS000	terço
	,	Fc	,
com	com	SPS00	com
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
posso	posso	VMIP1S0	poder
partecipar	participar	VMN0000	participar
nada	nada	PI0NN00N	nada
do	do	SPS00+DA0MS0	de+o
q	que	PR0CN000	que
VM	VM	NP00000	VM
me	me	PP1CS000	me
diz	diz	VMIP3S0	dizer
,	.	Fp	.
porem	Porém	RG	porém
	,	Fc	,
será	será	VSIF3S0	ser
chasco	chasco	NCMS000	chasco
inseportavel	insuportável	AQ0CS0	insuportável
o	o	DA0MS0	o
da	da	SPS00+DA0FS0	de+o
jornada	jornada	NCFS000	jornada
do	do	SPS00+DA0MS0	de+o
Algarve	Algarve	NP00000	algarve
,	,	Fc	,
de	de	SPS00	de
q	que	CS	que
ainda	ainda	RG	ainda
não	não	RN	não
há	há	VMIP3S0	haver
desta	desta	SPS00+DD0FS0	de+este
parte	parte	NCFS000	parte
noticia	notícia	NCFS000	notícia
alguma	alguma	DI0FS0	algum
.	.	Fp	.
Aqui	Aqui	RG	aqui
me	me	PP1CS000	me
tem	tem	VMIP3S0	ter
ja	já	RG	já
cheyo	cheio	AQ0MS0	cheio
de	de	SPS00	de
alvorossos	alvoroços	VMN0000	alvoroços
sa-ber	saber	VMN0000	saber
que	que	CS	que
ja	já	RG	já
VM	VM	NP00000	VM
tem	tem	VMIP3S0	ter
desta	desta	SPS00+DD0FS0	de+este
parte	parte	NCFS000	parte
algum	algum	DI0MS0	algum
fato	facto	NCMS000	facto
seu	seu	DP3MS0	seu
,	,	Fc	,
esperando	esperando	VMG0000	esperar
q	que	CS	que
VM	VM	NP00000	VM
o	o	PP3MSA00	o
siga	siga	VMSP0S0	seguir
com	com	SPS00	com
a	a	DA0FS0	o
brevi-dade	brevidade	NCFS000	brevidade
q	que	CS	que
eu	eu	PP1CSN00	eu
dezejo	desejo	VMIP1S0	desejar
.	.	Fp	.
