Meu	Meu	DP1MSS	meu
Amigo	amigo	NCMS000	amigo
e	e	CC	e
meu	meu	DP1MSS	meu
Sor	senhor	NCMS000	senhor
	,	Fc	,
suposto	suposto	VMP00SM	supor
q	que	CS	que
Hontem	ontem	RG	ontem
escrevi	escrevi	VMIS1S0	escrever
a	a	SPS00	a
Vm	VM	NP00000	VM
por	por	SPS00	por
via	via	NCFS000	via
do	do	SPS00+DA0MS0	de+o
sor	senhor	NP00000	senhor
Pai	pai	NCMS000	pai
agora	,	Fc	,
o	o	PP3MSA00	o
faco	faço	VMIP1S0	fazer
com	com	SPS00	com
Resulução	resolução	NCFS000	resolução
milhor	melhor	RC	melhor
porcoanto	porquanto	CS	porquanto
o	o	DA0MS0	o
sor	senhor	NP00000	senhor
Anto	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
fraga	Fraga	NP00000	Fraga
se	se	CS	se
resolve	resolve	VMIP3S0	resolver
a	a	SPS00	a
dar	dar	VMN0000	dar
logo	logo	RG	logo
duzentos	duzentos	Z	duzentos
mil	mil	Z	mil
reis	réis	NCMP000	réis
e	e	CC	e
q	que	CS	que
Vm	VM	NP00000	VM
percure	procure	VMSP0S0	procurar
coatrocentos	quatrocentos	Z	quatrocentos
q	que	CS	que
juntos	juntos	AQ0MP0	junto
	.	Fp	.
e	E	CC	e
com	com	SPS00	com
este	este	DD0MS0	este
dinheiro	dinheiro	NCMS000	dinheiro
q	que	PR0CN000	que
está	está	VMIP3S0	estar
junto	junto	RG	junto
lhe	lhe	PP3CSD00	lhe
fique	fique	VMSP0S0	ficar
a	a	SPS00	a
Vm	VM	NP00000	VM
mais	mais	RC	mais
fácil	fácil	AQ0CS0	fácil
o	o	DA0MS0	o
poder	poder	NCMS000	poder
achar	achar	VMN0000	achar
amigos	amigos	NCMP000	amigo
q	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
facão	façam	VMSP3P0	fazer
a	a	DA0FS0	o
fianca	fiança	NCFS000	fiança
e	e	CC	e
abonacão	abonação	NCFS000	abonação
a	a	SPS00	a
favor	favor	NCMS000	favor
do	do	SPS00+DA0MS0	de+o
sor	senhor	NP00000	senhor
Pai	pai	NCMS000	pai
	,	Fc	,
a	a	SPS00	a
fim	fim	NCMS000	fim
da	da	SPS00+DA0FS0	de+o
sua	sua	DP3FS0	seu
soltura	soltura	NCFS000	soltura
	,	Fc	,
q	que	CS	que
esta	esta	DD0FS0	este
he	é	VSIP3S0	ser
a	a	SPS00	a
principal	principal	AQ0CS0	principal
diligencia	diligência	NCFS000	diligência
em	em	SPS00	em
q	que	PR0CN000	que
se	se	P00CN000	se
deve	deve	VMIP3S0	dever
cuidar	cuidar	VMN0000	cuidar
pois	pois	CS	pois
he	é	VSIP3S0	ser
certo	certo	AQ0MS0	certo
q	que	CS	que
prezo	preso	NCMS000	preso
lhe	lhe	PP3CSD00	lhe
não	não	RN	não
serve	serve	VMIP3S0	servir
de	de	SPS00	de
otelidade	utilidade	NCFS000	utilidade
pa	para	SPS00	para
ademenistracão	administração	NCFS000	administração
dos	dos	SPS00+DA0MP0	de+o
seus	seus	DP3MP0	seu
particulares	particulares	NCMP000	particular
e	e	CC	e
caza	casa	NCFS000	casa
;	.	Fp	.
adevertindo	Advertindo	VMG0000	advertir
a	a	SPS00	a
Vm	VM	NP00000	VM
q	que	CS	que
está	esta	DD0FS0	este
Resulucão	resolução	NCFS000	resolução
de	de	SPS00	de
Anto	António	NP00000	antónio
da	da	SPS00+DA0FS0	de+o
fraga	Fraga	NP00000	Fraga
he	é	VSIP3S0	ser
nacida	nascida	VMP00SF	nascer
de	de	SPS00	de
dezejo	desejo	NCMS000	desejo
de	de	SPS00	de
servir	servir	VMN0000	servir
ao	ao	SPS00+DA0MS0	a+o
sor	senhor	NP00000	senhor
Pai	pai	NCMS000	pai
,	,	Fc	,
