J	Jesus	NP00000	jesus
	,	Fc	,
M	Maria	NP00000	maria
	,	Fc	,
J	José	NP00000	josé
	.	Fp	.
Mto	Muito	RQ	muito
Ado	adorado	VMP00SM	adorar
Sr	Senhor	NP00000	senhor
Pe	padre	NCMS000	padre
confesor	confessor	NCMS000	confessor
	,	Fc	,
como	como	CS	como
a	a	DA0FS0	o
ma	minha	DP1FSS	meu
emfilisidade	infelicidade	NCFS000	infelicidade
me	me	PP1CS000	me
chegou	chegou	VMIS3S0	chegar
a	a	SPS00	a
este	este	DD0MS0	este
estado	estado	NCMS000	estado
	,	Fc	,
não	não	RN	não
quero	quero	VMIP1S0	querer
deichar	deixar	VMN0000	deixar
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
dar	dar	VMN0000	dar
o	o	DA0MS0	o
ultimo	último	AO0MS0	último
aDs	adeus	NCMS000	adeus
,	,	Fc	,
mas	mas	CC	mais
	,	Fc	,
como	como	CS	como
vm	VM	NP00000	VM
ja	já	RG	já
o	o	PP3MSA00	o
vi	vi	VMIS1S0	ver
mto	muito	RQ	muito
tempo	tempo	NCMS000	tempo
se	se	P00CN000	se
tinha	tinha	VAII0S0	ter
despidido	despedido	VMP0000	despedir
de	de	SPS00	de
mim	mim	PP1CSO00	mim
	,	Fc	,
ate	até	SPS00	até
o	ao	SPS00+DA0MS0	a+o
dia	dia	NCMS000	dia
do	do	SPS00+DA0MS0	de+o
juizo	juízo	NCMS000	juízo
não	não	RN	não
esperaria	esperaria	VMIC0S0	esperar
pelas	pelas	SPS00+DA0FP0	por+o
mas	minhas	DP1FPS	meu
despididas	despedidas	NCFP000	despedida
,	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
em-fim	enfim	RG	enfim
	,	Fc	,
como	como	CS	como
resibi	recebi	VMIS1S0	receber
a	a	DA0FS0	o
sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
tão	tão	RC	tão
cheia	cheia	AQ0FS0	cheio
de	de	SPS00	de
sin-timto	sentimento	NCMS000	sentimento
	,	Fc	,
não	não	RN	não
quero	quero	VMIP1S0	querer
deichar	deixar	VMN0000	deixar
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
perpor	propor	VMN0000	propor
o	o	DA0MS0	o
dito	dito	VMP00SM	dizer
cazo	caso	NCMS000	caso
em	em	SPS00	em
mais	mais	RC	mais
esplicassão	explicação	NCFS000	explicação
	,	Fc	,
pois	pois	CS	pois
o	ao	SPS00+DA0MS0	a+o
mal	mal	NCMS000	mal
q	que	PR0CN000	que
a	a	SPS00	a
Vm	VM	NP00000	VM
lhe	lhe	PP3CSD00	lhe
fis	fiz	VMIS1S0	fazer
e	e	CC	e
mais	mais	RC	mais
de	de	SPS00	de
quem	quem	PR0CN000	quem
se	se	P00CN000	se
queicha	queixa	VMIP3S0	queixar
não	não	RN	não
deite	deite	VMSP0S0	deitar
sentidos	sentidos	NCMP000	sentido
	,	Fc	,
q	que	CS	que
todos	todos	PI0MP000	todo
são	são	VSIP3P0	ser
ira-dos	irados	AQ0MP0	irado
	,	Fc	,
porq	porque	CS	porque
nem	nem	CC	nem
eu	eu	PP1CSN00	eu
disi	disse	VMIS3S0	dizer
q	que	CS	que
Vm	VM	NP00000	VM
o	o	PP3MSA00	o
fizera	fizera	VMIM0S0	fazer
com	com	SPS00	com
malisia	malícia	NCFS000	malícia
	,	Fc	,
antes	antes	RG	antes
hera	era	VSII0S0	ser
pa	para	SPS00	para
me	me	PP1CS000	me
comsolar	consolar	VMN0000	consolar
e	e	CC	e
por	por	SPS00	por
caridade	caridade	NCFS000	caridade
e	e	CC	e
por	por	SPS00	por
outros	outros	DI0MP0	outro
fims	fins	NCMP000	fim
bons	bons	AQ0MP0	bom
	,	Fc	,
nem	nem	CC	nem
quem	quem	PR0CN000	quem
me	me	PP1CS000	me
acomsilhou	aconselhou	VMIS3S0	aconselhar
	,	Fc	,
como	como	CS	como
Vm	VM	NP00000	VM
dis	diz	VMIP3S0	dizer
na	na	SPS00+DA0FS0	em+o
sua	sua	PX3FS000	seu
	,	Fc	,
o	ou	CC	ou
tomou	tomou	VMIS3S0	tomar
por	por	SPS00	por
outro	outro	DI0MS0	outro
motivo	motivo	NCMS000	motivo
	,	Fc	,
q	que	CS	que
	,	Fc	,
se	se	CS	se
eu	eu	PP1CSN00	eu
o	ou	CC	ou
ele	ele	PP3MS000	ele
o	o	PP3MSA00	o
tomasemos	tomássemos	VMSI2P0	tomar
	,	Fc	,
antao	então	RG	então
o	o	PP3MSA00	o
faria	faria	VMIC0S0	fazer
de	de	SPS00	de
outra	outra	DI0FS0	outro
parte	parte	NCFS000	parte
	.	Fp	.
mas	Mas	CC	mas
	,	Fc	,
emfim	enfim	RG	enfim
