Illmo	Ilustríssimo	AQSMS0	ilustre
e	e	CC	e
Exmo	Excelentíssimo	AQSMS0	excelente
Snr	Senhor	NP00000	senhor
D	Dom	NP00000	dom
João	João	NP00000	joão
de	de	SPS00	de
Almeida	Almeida	NP00000	almeida
Mello	Melo	NP00000	melo
e	e	CC	e
Castro	Castro	NP00000	castro
Lisboa	Lisboa	NP00000	lisboa
20	20	Z	20
de	de	SPS00	de
Fevereiro	fevereiro	NCMS000	fevereiro
de	de	SPS00	de
1796	1796	Z	1796
Muito	Muito	RQ	muito
meo	meu	DP1MSS	meu
Snr	Senhor	NP00000	senhor
	,	Fc	,
despois	depois	RG	depois
de	de	SPS00	de
tantos	tantos	DI0MP0	tanto
trabalhos	trabalhos	NCMP000	trabalho
e	e	CC	e
de	de	SPS00	de
huma	uma	DI0FS0	um
estada	estada	NCFS000	estada
de	de	SPS00	de
sette	sete	Z	sete
semanas	semanas	NCFP000	semana
em	em	SPS00	em
Falmut	Falmouth	NP00000	falmouth
que	que	PR0CN000	que
me	me	PP1CS000	me
custou	custou	VMIS3S0	custar
mt	muito	DI0MS0	muito
dinheiro	dinheiro	NCMS000	dinheiro
	,	Fc	,
pare-cendome	parecendo-me	VMG0000+PP1CS000	parecer+me
ao	ao	SPS00+DA0MS0	a+o
mesmo	mesmo	AQ0MS0	mesmo
tempo	tempo	NCMS000	tempo
de	de	SPS00	de
estar	estar	VMN0000	estar
prezo	preso	AQ0MSP	preso
em	em	SPS00	em
huma	uma	DI0FS0	um
emxovia	enxovia	NCFS000	enxovia
	,	Fc	,
parti	parti	VMIS1S0	partir
pela	pela	SPS00+DA0FS0	por+o
graça	graça	NCFS000	graça
de	de	SPS00	de
Deus	Deus	NP00000	deus
pa	para	SPS00	para
Lisboa	Lisboa	NP00000	lisboa
,	.	Fp	.
e	E	CC	e
trazendo	trazendo	VMG0000	trazer
nove	nove	Z	nove
dias	dias	NCMP000	dia
de	de	SPS00	de
Viagem	viagem	NCFS000	viagem
	,	Fc	,
cheguamos	chegámos	VMIS1P0	chegar
a	a	SPS00	a
esta	esta	DD0FS0	este
Barra	barra	NCFS000	barra
de	de	SPS00	de
Lisboa	Lisboa	NP00000	lisboa
em	em	SPS00	em
compa	companhia	NCFS000	companhia
de	de	SPS00	de
outro	outro	DI0MS0	outro
Paquete	paquete	NCMS000	paquete
q	que	PR0CN000	que
tambem	também	RG	também
vinha	vinha	VMII0S0	vir
pa	para	SPS00	para
esta	esta	PD0FS000	este
,	.	Fp	.
este	Este	PD0MS000	este
era	era	VSII0S0	ser
o	o	DA0MS0	o
segundo	segundo	AO0MS0	segundo
paquete	paquete	NCMS000	paquete
	.	Fp	.
mas	Mas	CC	mas
o	o	DA0MS0	o
meo	meu	PX1MS0S0	meu
	,	Fc	,
que	que	PR0CN000	que
deveria	deveria	VMIC0S0	dever
ser	ser	VSN0000	ser
o	o	DA0MS0	o
primeiro	primeiro	AO0MS0	primeiro
pa	para	SPS00	para
entrar	entrar	VMN0000	entrar
	,	Fc	,
por	por	SPS00	por
imfelicidade	infelicidade	NCFS000	infelicidade
ficou	ficou	VMIS3S0	ficar
fora	fora	RG	fora
da	da	SPS00+DA0FS0	de+o
Barra	barra	NCFS000	barra
tres	três	Z	três
legoas	léguas	NCFP000	légua
	,	Fc	,
sem	sem	SPS00	sem
poder	poder	VMN0000	poder
entrar	entrar	VMN0000	entrar
por	por	SPS00	por
cauza	causa	NCFS000	causa
da	da	SPS00+DA0FS0	de+o
corrente	corrente	NCFS000	corrente
	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
outro	outro	PI0MS000	outro
foi	foi	VSIS3S0	ser
mais	mais	RC	mais
bem	bem	RG	bem
sucedido	sucedido	VMP00SM	suceder
	,	Fc	,
q	que	CS	que
entrou	entrou	VMIS3S0	entrar
logo	logo	RG	logo
	.	Fp	.
nestas	Nestas	SPS00+DD0FP0	em+este
circunstancias	circunstâncias	NCFP000	circunstância
	,	Fc	,
vendome	vendo-me	VMG0000+PP1CS000	ver+me
eu	eu	PP1CSN00	eu
afflito	aflito	AQ0MS0	aflito
q	que	CS	que
não	não	RN	não
podia	podia	VMII0S0	poder
entrar	entrar	VMN0000	entrar
e	e	CC	e
o	o	DA0MS0	o
outro	outro	PI0MS000	outro
entrar	entrar	VMN0000	entrar
primeiro	primeiro	RG	primeiro
	,	Fc	,
fui	fui	VSIS1S0	ser
obrigado	obrigado	VMP00SM	obrigar
(	(	Fc	(
pa	para	SPS00	para
querer	querer	VMN0000	querer
dar	dar	VMN0000	dar
cumprimento	cumprimento	NCMS000	cumprimento
a	à	SPS00+DA0FS0	a+o
sua	sua	DP3FS0	seu
comissão	comissão	NCFS000	comissão
antes	antes	RG	antes
q	que	CS	que
se	se	P00CN000	se
