Minha	Minha	DP1FSS	meu
Rica	rica	AQ0FS0	rico
e	e	CC	e
adorada	adorada	AQ0FS0	adorado
prenda	prenda	NCFS000	prenda
E	e	CC	e
Senhora	Senhora	NCFS000	senhor
Reçebi	Recebi	VMIS1S0	receber
a	a	DA0FS0	o
Sua	sua	DP3FS0	seu
carta	carta	NCFS000	carta
	,	Fc	,
a	a	DA0FS0	o
qual	qual	PR0CS000	qual
estimei	estimei	VMIS1S0	estimar
tanto	tanto	RC	tanto
que	que	CS	que
bem	bem	RG	bem
posso	posso	VMIP1S0	poder
dizer	dizer	VMN0000	dizer
não	não	RN	não
teve	tive	VMIS1S0	ter
outro	outro	DI0MS0	outro
alivio	alívio	NCMS000	alívio
depois	depois	RG	depois
Que	que	CS	que
me	me	PP1CS000	me
apartei	apartei	VMIS1S0	apartar
de	de	SPS00	de
Vm	VM	NP00000	VM
senão	senão	CC	senão
qdo	quando	CS	quando
vi	vi	VMIS1S0	ver
as	as	DA0FP0	o
suas	suas	DP3FP0	seu
letras	letras	NCFP000	letra
pa	para	SPS00	para
mim	mim	PP1CSO00	mim
tão	tão	RC	tão
dezejadas	desejadas	VMP00PF	desejar
como	como	CC	como
apeteçidas	apetecidas	VMP00PF	apetecer
	.	Fp	.
e	E	CC	e
sóo	só	RG	só
ellas	elas	PP3FP000	ele
me	me	PP1CS000	me
servirão	serviram	VMIS3P0	servir
de	de	SPS00	de
tanto	tanto	DI0MS0	tanto
gosto	gosto	NCMS000	gosto
quando	quando	CS	quando
me	me	PP1CS000	me
achava	achava	VMII0S0	achar
com	com	SPS00	com
a	a	DA0FS0	o
maior	maior	AQ0CS0	maior
tristeza	tristeza	NCFS000	tristeza
por	por	SPS00	por
me	me	PP1CS000	me
conçiderar	considerar	VMN0000	considerar
auzente	ausente	AQ0CS0	ausente
de	de	SPS00	de
qm	quem	PR0CN000	quem
tanto	tanto	RC	tanto
adoro	adoro	VMIP1S0	adorar
	.	Fp	.
e	E	CC	e
a	a	DA0FS0	o
maior	maior	AQ0CS0	maior
pena	pena	NCFS000	pena
me	me	PP1CS000	me
cauza	causa	VMIP3S0	causar
O	o	DA0MS0	o
não	não	RN	não
poder	poder	VMN0000	poder
ter	ter	VMN0000	ter
prezte	presente	AQ0CS0	presente
a	a	SPS00	a
qm	quem	PR0CN000	quem
tanto	tanto	RC	tanto
