Illmo	Ilustríssimo	AQSMS0	ilustre
Snro	Senhor	NP00000	senhor
Joze	José	NP00000	josé
Antonio	António	NP00000	antónio
de	de	SPS00	de
Campos	Campos	NP00000	campos
Andrada	Andrada	NP00000	andrada
Acaba	Acaba	VMIP3S0	acabar
de	de	SPS00	de
chegar	chegar	VMN0000	chegar
as	às	SPS00+DA0FP0	a+o
minhas	minhas	DP1FPS	meu
maos	mãos	NCFP000	mão
huma	uma	DI0FS0	um
Lista	lista	NCFS000	lista
em	em	SPS00	em
que	que	PR0CN000	que
vem	vem	VMIP3S0	vir
nella	nela	SPS00+PP3FS000	em+ele
os	os	DA0MP0	o
nomes	nomes	NCMP000	nome
de	de	SPS00	de
12	12	Z	12
enpregados	empregados	NCMP000	empregado
da	da	SPS00+DA0FS0	de+o
Alfandiga	Alfândega	NP00000	alfândega
	.	Fp	.
entre	Entre	SPS00	entre
os	os	DA0MP0	o
nomes	nomes	NCMP000	nome
destes	destes	SPS00+PD0MP000	de+este
	,	Fc	,
vem	vem	VMIP3S0	vir
o	o	DA0MS0	o
seu	seu	DP3MS0	seu
nome	nome	NCMS000	nome
para	para	SPS00	para
serem	serem	VSN03P0	ser
prezos	presos	VMP00PM	prender
pelo	pelo	SPS00+DA0MS0	por+o
rediculo	ridículo	AQ0MS0	ridículo
carather	caráter	NCMS000	caráter
Consticionaes	constitucionais	NCMP000	constitucional
	.	Fp	.
e	E	CC	e
com	com	SPS00	com
a	a	DA0FS0	o
mesma	mesma	AQ0FS0	mesmo
Lista	lista	NCFS000	lista
me	me	PP1CS000	me
foi	foi	VSIS3S0	ser
remedidaremetida	remetida	VMP00SF	remeter
huma	uma	DI0FS0	um
copia	cópia	NCFS000	cópia
de	de	SPS00	de
suas	suas	DP3FP0	seu
Convercas	conversas	NCFP000	conversa
Contra	contra	SPS00	contra
o	o	DA0MS0	o
nosso	nosso	DP1MSP	nosso
Ligitimo	legítimo	AQ0MS0	legítimo
Subrano	soberano	NCMS000	soberano
Com	com	SPS00	com
os	os	DA0MP0	o
nomes	nomes	NCMP000	nome
das	das	SPS00+DA0FP0	de+o
mesmas	mesmas	AQ0FP0	mesmo
pessoas	pessoas	NCFP000	pessoa
.	.	Fp	.
Esta	Está	VMIP3S0	estar
na	na	SPS00+DA0FS0	em+o
minha	minha	DP1FSS	meu
mão	mão	NCFS000	mão
o	o	DA0MS0	o
por	pôr	VMN0000	pôr
em	em	SPS00	em
ezicusão	execução	NCFS000	execução
esta	esta	DD0FS0	este
Lista	lista	NCFS000	lista
	,	Fc	,
da	da	SPS00+DA0FS0	de+o
qual	qual	PR0CS000	qual
riscarei	riscarei	VMIS1S0	riscarar
seu	seu	DP3MS0	seu
nome	nome	NCMS000	nome
Logo	logo	RG	logo
que	que	CS	que
Vsa	VSa	NP00000	VSa
me	me	PP1CS000	me
remeta	remeta	VMSP0S0	remeter
30	30	Z	30
mil	mil	Z	mil
reis	réis	NCMP000	réis
em	em	SPS00	em
papel	papel	NCMS000	papel
dentro	dentro	RG	dentro
de	de	SPS00	de
huma	uma	DI0FS0	um
o	ou	CC	ou
duas	duas	Z	duas
Cartas	cartas	NCFP000	carta
	,	Fc	,
o	o	DA0MS0	o
milhor	melhor	RC	melhor
aContecionado	acondicionado	VMP00SM	acondicionar
pocivel	possível	AQ0CS0	possível
	,	Fc	,
com	com	SPS00	com
o	o	DA0MS0	o
sobreescrito	sobrescrito	NCMS000	sobrescrito
para	para	SPS00	para
Lisboa	Lisboa	NP00000	lisboa
de	de	SPS00	de
baxo	baixo	RG	baixo
do	do	SPS00+DA0MS0	de+o
nome	nome	NCMS000	nome
de	de	SPS00	de
Joze	José	NP00000	josé
Miguel	Miguel	NP00000	miguel
Fermino	Firmino	NP00000	firmino
,	.	Fp	.
não	Não	RN	não
tendo	tendo	VAG0000	ter
Comprido	cumprido	VMP0000	cumprir
Com	com	SPS00	com
o	o	DA0MS0	o
que	que	PR0CN000	que
lhe	lhe	PP3CSD00	lhe
digo	digo	VMIP1S0	dizer
	,	Fc	,
pode	pode	VMIP3S0	poder
desde	desde	SPS00	desde
ja	já	RG	já
ter	ter	VMN0000	ter
a	a	DA0FS0	o
serteza	certeza	NCFS000	certeza
que	que	PR0CN000	que
pure	porei	VMIF1S0	pôr
em	em	SPS00	em
ezicusão	execução	NCFS000	execução
o	o	DA0MS0	o
Vsa	VSa	NP00000	VSa
ser	ser	VSN0000	ser
prezo	preso	VMP00SM	prender
