3	3	Z	3
de	de	SPS00	de
nobro	novembro	NCMS000	novembro
de	de	SPS00	de
1824	1824	Z	1824
Chaves	Chaves	NP00000	chaves
Illlmo	Ilustríssimo	AQSMS0	ilustre
Snr	senhor	NP00000	senhor
Rebremdo	reverendo	NP00000	reverendo
ABe	abade	NP00000	abade
Eu	Eu	PP1CSN00	eu
estimo	estimo	VMIP1S0	estimar
q	que	CS	que
VSa	VSa	NP00000	VSa
tenha	tenha	VMSP0S0	ter
saude	saúde	NCFS000	saúde
em	em	SPS00	em
Compa	companhia	NCFS000	companhia
do	do	SPS00+DA0MS0	de+o
Çeu	seu	DP3MS0	seu
dezejo	desejo	NCMS000	desejo
	,	Fc	,
pois	pois	CS	pois
Eu	eu	PP1CSN00	eu
fico	fico	VMIP1S0	ficar
pronto	pronto	AQ0MS0	pronto
mais	mais	CC	mais
os	os	DA0MP0	o
meus	meus	DP1MPS	meu
Camaradas	camaradas	NCMP000	camarada
pa	para	SPS00	para
tudo	tudo	PI0NN000	tudo
q	que	PR0CN000	que
VSa	VSa	NP00000	VSa
detreminar	determinar	VMN0000	determinar
	.	Fp	.
Illlmo	Ilustríssimo	AQSMS0	ilustre
Snr	Senhor	NP00000	senhor
	,	Fc	,
lhe	lhe	PP3CSD00	lhe
parteçipo	participo	VMIP1S0	participar
a	a	SPS00	a
VSa	VSa	NP00000	VSa
q	que	CS	que
cheguei	cheguei	VMIS1S0	chegar
as	às	SPS00+DA0FP0	a+o
alturas	alturas	NCFP000	altura
de	de	SPS00	de
chaves	Chaves	NP00000	chaves
	,	Fc	,
aReÇebi	recebi	VMIS1S0	receber
huma	uma	DI0FS0	um
Carta	carta	NCFS000	carta
de	de	SPS00	de
hum	um	DI0MS0	um
primo	primo	NCMS000	primo
meu	meu	DP1MSS	meu
Chamado	chamado	VMP00SM	chamar
Franco	Francisco	NP00000	francisco
Joze	José	NP00000	josé
Coelho	Coelho	NP00000	coelho
Carapuça	Carapuça	NCFS000	carapuça
	,	Fc	,
aonde	onde	PA000000	onde
