YHus	Yhesús	NP00000	yhesús
	.	Fp	.
en	En	SPS00	en
bilvao	Bilbao	NP00000	bilbao
	,	Fc	,
los	los	DA0MP0	el
22	22	Z	22
de	de	SPS00	de
otubre	octubre	NCMS000	octubre
de	de	SPS00	de
1537	1537	Z	1537
Muy	Muy	RQ	muy
birtuoso	virtuoso	AQ0MS0	virtuoso
señor	señor	NP00000	señor
.	.	Fp	.
en	En	SPS00	en
esta	esta	DD0FS0	este
fa	feria	NCFS000	feria
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
rescibi	recibí	VMIS1S0	recibir
dos	dos	Z	2
cartas	cartas	NCFP000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
de	de	SPS00	de
27	27	Z	27
de	de	SPS00	de
julio	julio	NCMS000	julio
y	y	CC	y
de	de	SPS00	de
dos	dos	Z	2
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
	,	Fc	,
a	a	SPS00	a
las	las	DA0FP0	el
quales	cuales	PR0CP000	cual
rres-pondere	responderé	VMIF1S0	responder
brebe	breve	RG	breve
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
haze	hace	VMIP3S0	hacer
el	el	DA0MS0	el
caso	caso	NCMS000	caso
.	.	Fp	.
las	Las	DA0FP0	el
mercaderyas	mercaderías	NCFP000	mercadería
d	de	SPS00	de
esta	esta	DD0FS0	este
cargazon	cargazón	NCFS000	cargazón
los	los	PP3MPA00	lo
acabe	acabé	VMIS1S0	acabar
de	de	SPS00	de
tomar	tomar	VMN0000	tomar
este	este	DD0MS0	este
dia	día	NCMS000	día
por	por	SPS00	por
cuenta	cuenta	NCFS000	cuenta
y	y	CC	y
lo	lo	DA0NS0	el
que	que	PR0CN000	que
ay	hay	VMIP3S0	haber
de	de	SPS00	de
mas	más	RC	más
y	y	CC	y
de	de	SPS00	de
menos	menos	RC	menos
en	en	SPS00	en
la	la	DA0FS0	el
partida	partida	NCFS000	partida
	.	Fp	.
donde	Donde	PA000000	donde
dize	dice	VMIP3S0	decir
diezynuebe	diecinueve	Z	19
dozenas	docenas	NCFP000	docena
de	de	SPS00	de
aguja	aguja	NCFS000	aguja
canelada	canelada	SPS00	canelada
no	no	RN	no
he	he	VAIP1S0	haber
allado	hallado	VMP0000	hallar
mas	más	RC	más
de	de	SPS00	de
nuebe	nueve	Z	9
