somos	Somos	VSIP1P0	ser
contentos	en	SPS00	en
nuebe	nueve	Z	9
de	de	SPS00	de
heno	enero	NCMS000	enero
	.	Fp	.
hast	Hasta	SPS00	hasta
qui	aquí	RG	aquí
es	es	VSIP3S0	ser
copia	copia	NCFS000	copia
de	de	SPS00	de
otra	otra	PI0FS000	otro
que	que	PR0CN000	que
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
escrito	escrito	VMP00SM	escribir
con	con	SPS00	con
univaso	Univaso	NP00000	univaso
	.	Fp	.
lo	Lo	DA0NS0	el
que	que	PR0CN000	que
mas	más	RC	más
ay	hay	VMIP3S0	haber
que	que	CS	que
dezr	decir	VMN0000	decir
a	a	SPS00	a
vramd	VM	NP00000	VM
es	es	VSIP3S0	ser
de	de	SPS00	de
la	la	DA0FS0	el
malisima	malísima	AQSFS0	malo
feria	feria	NCFS000	feria
que	que	CS	que
hemos	hemos	VAIP1P0	haber
huvido	habido	VMP0000	haber
esta	ésta	PD0FS000	este
	,	Fc	,
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
ha	ha	VAIP3S0	haber
vendido	vendido	VMP0000	vender
de	de	SPS00	de
qo	contado	NCMS000	contado
casi	casi	RG	casi
nada	nada	PI0NN00N	nada
	,	Fc	,
sino	sino	CC	sino
todo	todo	DI0MS0	todo
fiado	fiado	VMP00SM	fiar
	,	Fc	,
con	con	SPS00	con
aventaja	ventaja	NCFS000	ventaja
de	de	SPS00	de
una	una	DI0FS0	uno
fa	feria	NCFS000	feria
mas	más	RC	más
que	que	CS	que
de	de	SPS00	de
otras	otras	DI0FP0	otro
ferias	ferias	NCFP000	feria
	,	Fc	,
donde	donde	PA000000	donde
a	a	SPS00	a
mas	más	RC	más
no	no	RN	no
poder	poder	VMN0000	poder
me	me	PP1CS000	me
he	he	VAIP1S0	haber
vallido	valido	VMP0000	valer
sobre	sobre	SPS00	sobre
vramd	VM	NP00000	VM
de	de	SPS00	de
2550	2550	Z	2550
e	escudos	NCMP000	escudo
	.	Fp	.
y	Y	CC	y
he	he	VAIP1S0	haber
dado	dado	VMP0000	dar
letas	letras	NCFP000	letra
	:	Fd	:
de	de	SPS00	de
symon	Simón	NP00000	simón
y	y	CC	y
po	Pedro	NP00000	pedro
coadrado	Cuadrado	NP00000	cuadrado
600	600	Z	600
coronas	coronas	NCFP000	corona
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
ellos	ellos	PP3MP000	ellos
mismos	mismos	AQ0MP0	mismo
	,	Fc	,
de	de	SPS00	de
francisco	Francisco	NP00000	francisco
de	de	SPS00	de
alça	Alza	NP00000	alza
600	600	Z	600
coronas	coronas	NCFP000	corona
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
fernando	Fernando	NP00000	fernando
de	de	SPS00	de
orozco	Orozco	NP00000	orozco
	,	Fc	,
del	del	SPS00+DA0MS0	de+el
señor	señor	NP00000	señor
tesorero	tesorero	NCMS000	tesorero
franco	Francisco	NP00000	francisco
de	de	SPS00	de
Recalde	Recalde	NP00000	recalde
1350	1350	Z	1350
e	escudos	NCMP000	escudo
a	a	SPS00	a
pagar	pagar	VMN0000	pagar
a	a	SPS00	a
vramd	VM	NP00000	VM
mismo	mismo	AQ0MS0	mismo
	.	Fp	.
suplico	Suplico	VMIP1S0	suplicar
a	a	SPS00	a
vramd	VM	NP00000	VM
las	las	PP3FPA00	lo
mande	mande	VMSP0S0	mandar
açetar	aceptar	VMN0000	aceptar
y	y	CC	y
pagar	pagar	VMN0000	pagar
en	en	SPS00	en
su	su	DP3CS0	su
tienpo	tiempo	NCMS000	tiempo
con	con	SPS00	con
onor	honor	NCMS000	honor
	.	Fp	.
vien	Bien	RG	bien
creo	creo	VMIP1S0	creer
tendra	tendrá	VMIF3S0	tener
mucha	mucha	DI0FS0	mucho
pena	pena	NCFS000	pena
	,	Fc	,
mas	mas	CC	mas
con	con	SPS00	con
que	que	CS	que
ha	ha	VMIP3S0	haber
de	de	SPS00	de
tener	tener	VMN0000	tener
por	por	SPS00	por
çierto	cierto	AQ0MS0	cierto
que	que	CS	que
mas	más	RC	más
letas	letras	NCFP000	letra
no	no	RN	no
le	le	PP3CSD00	le
yran	irán	VMIF3P0	ir
por	por	SPS00	por
mi	mí	PP1CSO00	mí
que	que	CS	que
pague	pague	VMSP0S0	pagar
fuera	fuera	RG	fuera
d	de	SPS00	de
esta	esta	DD0FS0	este
villalon	Villalón	NP00000	villalón
	.	Fp	.
si	Si	CS	si
algua	alguna	DI0FS0	alguno
poquedad	poquedad	NCFS000	poquedad
me	me	PP1CS000	me
faltase	faltase	VMSI0S0	faltar
a	a	SPS00	a
causa	causa	NCFS000	causa
que	que	CS	que
no	no	RN	no
hazemos	hacemos	VMIP1P0	hacer
sino	sino	CC	sino
muy	muy	RQ	muy
pocos	pocos	DI0MP0	poco
reçibos	recibos	NCMP000	recibo
pa	para	SPS00	para
alla	allá	RG	allá
	,	Fc	,
e	es	VSIP3S0	ser
porque	porque	CS	porque
no	no	RN	no
me	me	PP1CS000	me
puedo	puedo	VMIP1S0	poder
valer	valer	VMN0000	valer
de	de	SPS00	de
un	un	DI0MS0	uno
rreal	real	NCMS000	real
de	de	SPS00	de
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
estoy	estoy	VMIP1S0	estar
enbaraçado	embarazado	VMP00SM	embarazar
hasta	hasta	SPS00	hasta
mayo	mayo	NCMS000	mayo
	.	Fp	.
e	He	VAIP1S0	haber
visto	visto	VMP0000	ver
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
que	que	PR0CN000	que
me	me	PP1CS000	me
tiene	tiene	VMIP3S0	tener
escrito	escrito	VMP00SM	escribir
con	con	SPS00	con
tanta	tanta	DI0FS0	tanto
polbora	pólvora	NCFS000	pólvora
que	que	PR0CN000	que
a	ha	VMIP3S0	haber
de	de	SPS00	de
pensar	pensar	VMN0000	pensar
que	que	CS	que
	,	Fc	,
como	como	CS	como
por	por	SPS00	por
esta	esta	DD0FS0	este
otra	otra	DI0FS0	otro
parte	parte	NCFS000	parte
le	le	PP3CSD00	le
digo	digo	VMIP1S0	decir
	,	Fc	,
que	que	CS	que
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
dar	dar	VMN0000	dar
quando	cuanto	PA000000	cuanto
fuego	fuego	NCMS000	fuego
pudiere	pudiere	VMSF0S0	poder
de	de	SPS00	de
me	me	PP1CS000	me
recoger	recoger	VMN0000	recoger
	,	Fc	,
asi	así	RG	así
de	de	SPS00	de
quitarme	quitarme	VMN0000+PP1CS000	quitar+me
de	de	SPS00	de
tratos	tratos	NCMP000	trato
de	de	SPS00	de
françia	Francia	NP00000	francia
como	como	CS	como
de	de	SPS00	de
cobrar	cobrar	VMN0000	cobrar
d	de	SPS00	de
esta	esta	DD0FS0	este
gente	gente	NCFS000	gente
de	de	SPS00	de
nabarra	Navarra	NP00000	navarra
	,	Fc	,
que	que	CS	que
mas	más	RC	más
quiero	quiero	VMIP1S0	querer
dos	dos	Z	2
mrs	maravedís	NCMP000	maravedí
de	de	SPS00	de
ynteres	interés	NCMS000	interés
que	que	CS	que
diez	diez	Z	10
con	con	SPS00	con
trabajo	trabajo	NCMS000	trabajo
	.	Fp	.
en	En	SPS00	en
esta	esta	DD0FS0	este
fa	feria	NCFS000	feria
he	he	VAIP1S0	haber
despachado	despachado	VMP0000	despachar
500M	500000	Z	500000
de	de	SPS00	de
peines	peines	NCMP000	peine
fiado	fiado	VMP00SM	fiar
de	de	SPS00	de
aqui	aquí	RG	aquí
a	a	SPS00	a
un	un	DI0MS0	uno
año	año	NCMS000	año
	.	Fp	.
quedanseme	Quédanseme	VMIP3P0+P00CN000+PP1CS000	quedar+se+me
obra	obra	NCFS000	obra
de	de	SPS00	de
dos	dos	Z	2
mill	mil	Z	1000
ducados	ducados	NCMP000	ducado
por	por	SPS00	por
vender	vender	VMN0000	vender
	,	Fc	,
que	que	CS	que
esta	ésta	PD0FS000	este
de	de	SPS00	de
villalon	Villalón	NP00000	villalón
los	los	PP3MPA00	lo
despachare	despacharé	VMIF1S0	despachar
	,	Fc	,
que	que	CS	que
no	no	RN	no
se	se	P00CN000	se
me	me	PP1CS000	me
quede	quede	VMSP0S0	quedar
pua	púa	NCFS000	púa
de	de	SPS00	de
vender	vender	VMN0000	vender
	,	Fc	,
donde	donde	PA000000	donde
les	les	PP3CPA00	le
echare	echaré	VMIF1S0	echar
la	la	DA0FS0	el
vendiçion	bendición	NCFS000	bendición
	.	Fp	.
y	Y	CC	y
tanbien	también	RG	también
de	de	SPS00	de
mi	mi	DP1CSS	mi
honbre	hombre	NCMS000	hombre
de	de	SPS00	de
roan	Ruan	NP00000	ruan
tengo	tengo	VMIP1S0	tener
cartas	cartas	NCFP000	carta
que	que	CS	que
d	de	SPS00	de
esta	esta	DD0FS0	este
bez	vez	NCFS000	vez
vendra	vendrá	VMIF3S0	venir
con	con	SPS00	con
todo	todo	DI0MS0	todo
el	el	DA0MS0	el
fin	fin	NCMS000	fin
de	de	SPS00	de
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
de	de	SPS00	de
Roan	Ruan	NP00000	ruan
y	y	CC	y
me	me	PP1CS000	me
traera	traerá	VMIF3S0	traer
en	en	SPS00	en
roanes	roanés	NP00000	roané
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
deve	debe	VMIP3S0	deber
	,	Fc	,
de	de	SPS00	de
manera	manera	NCFS000	manera
que	que	CS	que
con	con	SPS00	con
