YHus	Yhesús	NP00000	yhesús
	.	Fp	.
en	En	SPS00	en
medina	Medina	NP00000	medina
del	del	SPS00+DA0MS0	de+el
canpo	Campo	NP00000	campo
los	los	DA0MP0	el
23	23	Z	23
de	de	SPS00	de
nobienbre	noviembre	NCMS000	noviembre
de	de	SPS00	de
1537	1537	Z	1537
Muy	Muy	RQ	muy
virtuoso	virtuoso	AQ0MS0	virtuoso
señor	señor	NP00000	señor
	.	Fp	.
a	A	SPS00	a
la	la	DA0FS0	el
hora	hora	NCFS000	hora
he	he	VAIP1S0	haber
rrescevido	recibido	VMP0000	recibir
una	una	DI0FS0	uno
de	de	SPS00	de
vm	VM	NP00000	VM
çerrada	cerrada	VMP00SF	cerrar
de	de	SPS00	de
6	6	Z	6
de	de	SPS00	de
otue	octubre	NCMS000	octubre
	,	Fc	,
a	a	SPS00	a
la	la	PP3FSA00	lo
qual	cual	CC	cual
hare	haré	VMIF1S0	hacer
breve	breve	AQ0CS0	breve
rrespuesta	respuesta	NCFS000	respuesta
a	a	SPS00	a
lo	lo	DA0NS0	el
que	que	PR0CN000	que
haze	hace	VMIP3S0	hacer
al	al	SPS00+DA0MS0	a+el
caso	caso	NCMS000	caso
	.	Fp	.
veo	Veo	VMIP1S0	ver
por	por	SPS00	por
toda	toda	DI0FS0	todo
esta	esta	DD0FS0	este
su	su	DP3CS0	su
carta	carta	NCFS000	carta
no	no	RN	no
se	se	P00CN000	se
cansa	cansa	VMIP3S0	cansar
de	de	SPS00	de
hazerme	hacerme	VMN0000+PP1CS000	hacer+me
mrds	mercedes	NCFP000	merced
	,	Fc	,
como	como	CS	como
si	si	CS	si
yo	yo	PP1CSN00	yo
tubiese	tuviese	VMSI0S0	tener
deudo	deudo	NCMS000	deudo
con	con	SPS00	con
vm	VM	NP00000	VM
mas	más	RC	más
que	que	CS	que
de	de	SPS00	de
hermano	hermano	NCMS000	hermano
	,	Fc	,
que	que	CS	que
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
vramrd	VM	NP00000	VM
dize	dice	VMIP3S0	decir
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
ro	recibo	VMIP1S0	recibir
como	como	CS	como
de	de	SPS00	de
oro	oro	NCMS000	oro
	,	Fc	,
aunque	aunque	CS	aunque
en	en	SPS00	en
parte	parte	NCFS000	parte
