Sor	Señor	NP00000	señor
tio	tío	NP00000	tío
	.	Fp	.
la	La	DA0FS0	el
presente	presente	AQ0CS0	presente
es	es	VSIP3S0	ser
para	para	SPS00	para
azer	hacer	VMN0000	hacer
saber	saber	VMN0000	saber
a	a	SPS00	a
vamd	VM	NP00000	VM
como	como	CS	como
yo	yo	PP1CSN00	yo
estoy	estoy	VMIP1S0	estar
y	y	CC	y
quedo	quedo	VMIP1S0	quedar
preso	preso	AQ0MS0	preso
en	en	SPS00	en
esta	esta	DD0FS0	este
villa	villa	NCFS000	villa
d	de	SPS00	de
ocaña	Ocaña	NP00000	ocaña
por	por	SPS00	por
ziertas	ciertas	DI0FP0	cierto
acusaziones	acusaciones	NCFP000	acusación
que	que	PR0CN000	que
me	me	PP1CS000	me
an	han	VAIP3P0	haber
puesto	puesto	VMP0000	poner
	.	Fp	.
y	Y	CC	y
para	para	SPS00	para
poderme	poderme	VMN0000+PP1CS000	poder+me
librar	librar	VMN0000	librar
d	de	SPS00	de
ellas	ellas	PP3FP000	ellos
eme	heme	VAIP1S0+PP1CS000	haber+me
llamado	llamado	VMP0000	llamar
a	a	SPS00	a
la	la	DA0FS0	el
corona	Corona	NP00000	corona
y	y	CC	y
esta	está	VMIP3S0	estar
ya	ya	RG	ya
para	para	SPS00	para
dar	dar	VMN0000	dar
sentenzia	sentencia	NCFS000	sentencia
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
lo	lo	DA0NS0	el
que	que	PR0CN000	que
dios	Dios	NP00000	dios
ara	hará	VMIF3S0	hacer
de	de	SPS00	de
mi	mí	PP1CSO00	mí
	,	Fc	,
si	si	CS	si
me	me	PP1CS000	me
Remitiran	remitirán	VMIF3P0	remitir
a	a	SPS00	a
la	la	DA0FS0	el
corona	Corona	NP00000	corona
o	o	CC	o
me	me	PP1CS000	me
llevaran	llevarán	VMIF3P0	llevar
a	a	SPS00	a
valladolid	Valladolid	NP00000	valladolid
por	por	SPS00	por
causa	causa	NCFS000	causa
de	de	SPS00	de
una	una	DI0FS0	uno
provision	provisión	NCFS000	provisión
que	que	PR0CN000	que
an	han	VAIP3P0	haber
traydo	traído	VMP0000	traer
las	las	DA0FP0	el
partes	partes	NCFP000	parte
contrarias	contrarias	AQ0FP0	contrario
para	para	SPS00	para
que	que	CS	que
me	me	PP1CS000	me
Remitan	remitan	VMSP3P0	remitir
alla	allá	RG	allá
	.	Fp	.
mas	Mas	CC	mas
lo	lo	DA0NS0	el
mas	más	RC	más
zierto	cierto	AQ0MS0	cierto
sera	será	VSIF3S0	ser
a	a	SPS00	a
la	la	DA0FS0	el
corona	Corona	NP00000	corona
	.	Fp	.
y	Y	CC	y
me	me	PP1CS000	me
an	han	VMIP3P0	haber
de	de	SPS00	de
llevar	llevar	VMN0000	llevar
d	de	SPS00	de
esta	esta	DD0FS0	este
villa	villa	NCFS000	villa
a	a	SPS00	a
toledo	Toledo	NP00000	toledo
	,	Fc	,
porque	porque	CS	porque
este	este	DD0MS0	este
vicario	vicario	NCMS000	vicario
puede	puede	VMIP3S0	poder
prender	prender	VMN0000	prender
y	y	CC	y
no	no	RN	no
soltar	soltar	VMN0000	soltar
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
toledo	Toledo	NP00000	toledo
me	me	PP1CS000	me
an	han	VMIP3P0	haber
de	de	SPS00	de
sentenziar	sentenciar	VMN0000	sentenciar
	.	Fp	.
para	Para	SPS00	para
todo	todo	DI0MS0	todo
esto	esto	PD0NN000	esto
soplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
vamd	VM	NP00000	VM
que	que	CS	que
	,	Fc	,
vista	vista	VMP00SF	ver
la	la	DA0FS0	el
presente	presente	AQ0CS0	presente
	,	Fc	,
vamd	VM	NP00000	VM
venga	venga	VMSP0S0	venir
luego	luego	RG	luego
	,	Fc	,
porq	porque	CS	porque
es	es	VSIP3S0	ser
mui	muy	RQ	muy
mucho	mucho	DI0MS0	mucho
menester	menester	NCMS000	menester
para	para	SPS00	para
mis	mis	DP1CPS	mi
negozios	negocios	NCMP000	negocio
	.	Fp	.
que	Que	CS	que
me	me	PP1CS000	me
toquan	tocan	VMIP3P0	tocar
en	en	SPS00	en
la	la	DA0FS0	el
onRa	honra	NCFS000	honra
y	y	CC	y
mas	más	RC	más
adelante	adelante	RG	adelante
	,	Fc	,
como	como	PA000000	como
vamd	VM	NP00000	VM
sabra	sabrá	VMIF3S0	saber
en	en	SPS00	en
biniendo	viniendo	VMG0000	venir
que	que	CS	que
venga	venga	VMSP0S0	venir
a	a	SPS00	a
verme	verme	VMN0000+PP1CS000	ver+me
	.	Fp	.
y	Y	CC	y
la	la	DA0FS0	el
venida	venida	NCFS000	venida
a	ha	VMIP3S0	haber
de	de	SPS00	de
ser	ser	VSN0000	ser
por	por	SPS00	por
toledo	Toledo	NP00000	toledo
	,	Fc	,
porque	porque	CS	porque
pienso	pienso	VMIP1S0	pensar
que	que	CS	que
vamd	VM	NP00000	VM
me	me	PP1CS000	me
allara	hallará	VMIF3S0	hallar
en	en	SPS00	en
las	las	DA0FP0	el
casas	casas	NCFP000	casa
azovispales	arzobispales	AQ0CP0	arzobispal
	.	Fp	.
y	Y	CC	y
si	si	CS	si
alli	allí	RG	allí
no	no	RN	no
me	me	PP1CS000	me
allare	hallare	VMSF0S0	hallar
	,	Fc	,
vamd	VM	NP00000	VM
venga	venga	VMSP0S0	venir
a	a	SPS00	a
ocaña	Ocaña	NP00000	ocaña
	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
carzel	cárcel	NCFS000	cárcel
	,	Fc	,
derecho	derecho	AQ0MS0	derecho
a	a	SPS00	a
verme	verme	VMN0000+PP1CS000	ver+me
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
no	no	RN	no
lo	lo	PP3CNA00	lo
eche	eche	VMSP0S0	echar
vamd	VM	NP00000	VM
en	en	SPS00	en
olvido	olvido	NCMS000	olvido
	,	Fc	,
porque	porque	CS	porque
va	va	VMIP3S0	ir
mui	muy	RQ	muy
mucho	mucho	RQ	mucho
en	en	SPS00	en
la	la	DA0FS0	el
venida	venida	NCFS000	venida
de	de	SPS00	de
vamd	VM	NP00000	VM
	,	Fc	,
como	como	PA000000	como
mi	mi	DP1CSS	mi
ermano	hermano	NCMS000	hermano
lo	lo	PP3CNA00	lo
contara	contará	VMIF3S0	contar
a	a	SPS00	a
vamd	VM	NP00000	VM
	.	Fp	.
porque	Porque	CS	porque
le	le	PP3CSD00	le
e	he	VAIP1S0	haber
scrito	escrito	VMP0000	escribir
sobre	sobre	SPS00	sobre
ello	ello	PD0NN000	ello
y	y	CC	y
no	no	RN	no
escrevi	escribí	VMIS1S0	escribir
a	a	SPS00	a
vramd	VM	NP00000	VM
por	por	SPS00	por
no	no	RN	no
le	le	PP3CSD00	le
dar	dar	VMN0000	dar
enojo	enojo	NCMS000	enojo
ni	ni	CCN	ni
pena	pena	NCFS000	pena
ni	ni	CCN	ni
le	le	PP3CSD00	le
azer	hacer	VMN0000	hacer
poner	poner	VMN0000	poner
en	en	SPS00	en
camino	camino	NCMS000	camino
	.	Fp	.
mas	Mas	CC	mas
pues	pues	CS	pues
que	que	CS	que
dios	Dios	NP00000	dios
lo	lo	PP3CNA00	lo
quiere	quiere	VMIP3S0	querer
ansi	así	RG	así
	,	Fc	,
vamd	VM	NP00000	VM
venga	venga	VMSP0S0	venir
luego	luego	RG	luego
	,	Fc	,
porque	porque	CS	porque
no	no	RN	no
a	ha	VMIP3S0	haber
de	de	SPS00	de
azer	hacer	VMN0000	hacer
sino	sino	CC	sino
venir	venir	VMN0000	venir
y	y	CC	y
tornarse	tornarse	VMN0000+P00CN000	tornar+se
luego	luego	RG	luego
	,	Fc	,
porque	porque	CS	porque
es	es	VSIP3S0	ser
menester	menester	NCMS000	menester
parara	para	SPS00	para
mis	mis	DP1CPS	mi
negozios	negocios	NCMP000	negocio
	,	Fc	,
porque	porque	CS	porque
no	no	RN	no
a	ha	VMIP3S0	haber
quien	quien	PR0CS000	quien
los	los	PP3MPA00	lo
acabe	acabe	VMSP0S0	acabar
mijor	mejor	RC	mejor
qu	que	CS	que
es	es	VSIP3S0	ser
vamd	VM	NP00000	VM
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
su	su	DP3CS0	su
venida	venida	NCFS000	venida
luego	luego	RG	luego
soy	soy	VSIP1S0	ser
livre	libre	AQ0CS0	libre
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
las	las	DA0FP0	el
cosas	cosas	NCFP000	cosa
de	de	SPS00	de
aca	acá	RG	acá
dineros	dineros	NCMP000	dinero
lo	lo	PP3CNA00	lo
an	han	VMIP3P0	haber
de	de	SPS00	de
azer	hacer	VMN0000	hacer
	.	Fp	.
y	Y	CC	y
vamd	VM	NP00000	VM
aga	haga	VMSP0S0	hacer
lo	lo	DA0NS0	el
que	que	PR0CN000	que
mi	mi	DP1CSS	mi
ermano	hermano	NCMS000	hermano
le	le	PP3CSD00	le
avisare	avisare	VMSF0S0	avisar
y	y	CC	y
tanbien	también	RG	también
le	le	PP3CSD00	le
escrivo	escribo	VMIP1S0	escribir
que	que	CS	que
venga	venga	VMSP0S0	venir
con	con	SPS00	con
vamd	VM	NP00000	VM
	,	Fc	,
si	si	CS	si
pudiere	pudiere	VMSF0S0	poder
	.	Fp	.
a	A	SPS00	a
mi	mi	DP1CSS	mi
señora	señora	NP00000	señor
ana	Ana	NP00000	ana
perez	Pérez	NP00000	pérez
veso	beso	VMIP1S0	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
mas	más	RC	más
de	de	SPS00	de
mil	mil	Z	1000
vezes	veces	NCFP000	vez
y	y	CC	y
a	a	SPS00	a
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
de	de	SPS00	de
casa	casa	NCFS000	casa
	.	Fp	.
y	Y	CC	y
con	con	SPS00	con
esto	esto	PD0NN000	esto
zeso	ceso	VMIP1S0	cesar
	.	Fp	.
d	De	SPS00	de
esta	esta	DD0FS0	este
carzel	cárcel	NCFS000	cárcel
do	donde	PA000000	donde
quedo	quedo	VMIP1S0	quedar
a	a	SPS00	a
mandado	mandado	NCMS000	mandado
de	de	SPS00	de
vasmds	VMs	NP00000	VM
	,	Fc	,
Fecha	fecha	AQ0FSP	fecho
a	a	SPS00	a
veyte	veinte	Z	20
y	y	CC	y
ocho	ocho	Z	8
d	de	SPS00	de
este	este	DD0MS0	este
mes	mes	NCMS000	mes
de	de	SPS00	de
novienbre	noviembre	NCMS000	noviembre
d	de	SPS00	de
este	este	DD0MS0	este
presente	presente	AQ0CS0	presente
año	año	NCMS000	año
	.	Fp	.
a	A	SPS00	a
mandamiento	mandamiento	NCMS000	mandamiento
de	de	SPS00	de
vasmds	VMs	NP00000	VM
	,	Fc	,
po	Pero	NP00000	pero
lopez	López	NP00000	lópez
de	de	SPS00	de
la	la	DA0FS0	el
cañada	Cañada	NP00000	cañada
y	Y	CC	y
mire	mire	VMSP0S0	mirar
vamd	VM	NP00000	VM
que	que	CS	que
si	si	CS	si
no	no	RN	no
viene	viene	VMIP3S0	venir
yo	yo	PP1CSN00	yo
no	no	RN	no
me	me	PP1CS000	me
puedo	puedo	VMIP1S0	poder
livrar	librar	VMN0000	librar
ni	ni	CCN	ni
aca	acá	RG	acá
en	en	SPS00	en
toda	toda	DI0FS0	todo
mi	mi	DP1CSS	mi
vida	vida	NCFS000	vida
de	de	SPS00	de
salir	salir	VMN0000	salir
d	de	SPS00	de
esta	esta	DD0FS0	este
carzel	cárcel	NCFS000	cárcel
	,	Fc	,
porque	porque	CS	porque
ay	hay	VMIP3S0	haber
mui	muy	RQ	muy
mucho	mucho	RQ	mucho
	.	Fp	.
y	Y	CC	y
mire	mire	VMSP0S0	mirar
vamd	VM	NP00000	VM
que	que	CS	que
la	la	DA0FS0	el
venida	venida	NCFS000	venida
sea	sea	VSSP0S0	ser
mui	muy	RQ	muy
vrebe	breve	AQ0CS0	breve
	,	Fc	,
porque	porque	CS	porque
ya	ya	RG	ya
yo	yo	PP1CSN00	yo
no	no	RN	no
puedo	puedo	VMIP1S0	poder
escrevir	escribir	VMN0000	escribir
a	a	SPS00	a
vasmds	VMs	NP00000	VM
por	por	SPS00	por
causa	causa	NCFS000	causa
qu	que	CS	que
estoy	estoy	VMIP1S0	estar
con	con	SPS00	con
muchas	muchas	DI0FP0	mucho
prisiones	prisiones	NCFP000	prisión
y	y	CC	y
no	no	RN	no
ay	hay	VMIP3S0	haber
mensajeros	mensajeros	NCMP000	mensajero
si	si	CS	si
no	no	RN	no
es	es	VSIP3S0	ser
de	de	SPS00	de
zincuenta	cincuenta	Z	50
dias	días	NCMP000	día
a	a	SPS00	a
çincuenta	cincuenta	Z	50
	.	Fp	.
y	Y	CC	y
vamd	VM	NP00000	VM
sepa	sepa	VMSP0S0	saber
q	que	CS	que
no	no	RN	no
puedo	puedo	VMIP1S0	poder
escrevir	escribir	VMN0000	escribir
de	de	SPS00	de
otro	otro	DI0MS0	otro
modo	modo	NCMS000	modo
por	por	SPS00	por
lo	lo	DA0NS0	el
que	que	PR0CN000	que
costa	cuesta	VMIP3S0	costar
aca	acá	RG	acá
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
leen	leen	VMIP3P0	leer
las	las	DA0FP0	el
cartas	cartas	NCFP000	carta
como	como	CS	como
no	no	RN	no
las	las	PP3FPA00	lo
puedo	puedo	VMIP1S0	poder
dar	dar	VMN0000	dar
ni	ni	CCN	ni
tomar	tomar	VMN0000	tomar
si	si	CS	si
no	no	RN	no
es	es	VSIP3S0	ser
por	por	SPS00	por
mano	mano	NCFS000	mano
de	de	SPS00	de
mis	mis	DP1CPS	mi
contrarios	contrarios	NCMP000	contrario
	.	Fp	.
vamd	VM	NP00000	VM
aga	haga	VMSP0S0	hacer
un	un	DI0MS0	uno
aviso	aviso	NCMS000	aviso
que	que	PR0CN000	que
mi	mi	DP1CSS	mi
ermano	hermano	NCMS000	hermano
dira	dirá	VMIF3S0	decir
a	a	SPS00	a
vamd	VM	NP00000	VM
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
va	va	VMIP3S0	ir
la	la	DA0FS0	el
vida	vida	NCFS000	vida
en	en	SPS00	en
ello	ello	PD0NN000	ello
porque	porque	CS	porque
yo	yo	PP1CSN00	yo
salga	salga	VMSP0S0	salir
con	con	SPS00	con
mi	mi	DP1CSS	mi
onRa	honra	NCFS000	honra
	.	Fp	.
por	Por	SPS00	por
eso	eso	PD0NN000	eso
va	va	VMIP3S0	ir
escrito	escrito	VMP00SM	escribir
de	de	SPS00	de
otra	otra	DI0FS0	otro
letra	letra	NCFS000	letra
	,	Fc	,
como	como	PA000000	como
esa	ésa	PD0FS000	ese
que	que	CS	que
va	va	VMIP3S0	ir
aRiva	arriba	RG	arriba
escrita	escrita	VMP00SF	escribir
	.	Fp	.
