Muy	Muy	RQ	muy
amado	amado	VMP00SM	amar
sobrino	sobrino	NCMS000	sobrino
	.	Fp	.
nro	Nuestro	DP1MSP	nuestro
señor	Señor	NP00000	señor
sea	sea	VSSP0S0	ser
con	con	SPS00	con
vos	vos	PP2CS000	vos
	.	Fp	.
Urtuno	Ortuño	NP00000	ortuño
de	de	SPS00	de
Avendaño	Avendaño	NP00000	avendaño
	,	Fc	,
como	como	CS	como
siempre	siempre	RG	siempre
es	es	VSIP3S0	ser
vro	vuestro	DP2MSP	vuestro
abogado	abogado	NCMS000	abogado
e	e	CC	y
yntercesor	intercesor	NCMS000	intercesor
	,	Fc	,
me	me	PP1CS000	me
escrivyo	escribió	VMIS3S0	escribir
de	de	SPS00	de
durango	Durango	NP00000	durango
q	que	CS	que
siempre	siempre	RG	siempre
me	me	PP1CS000	me
acordase	acordase	VMSI0S0	acordar
de	de	SPS00	de
bos	vos	PP2CS000	vos
y	y	CC	y
de	de	SPS00	de
vra	vuestra	DP2FSP	vuestro
necesidad	necesidad	NCFS000	necesidad
	.	Fp	.
y	Y	CC	y
podeys	podéis	VMIP2P0	poder
tener	tener	VMN0000	tener
creydo	creído	VMP00SM	creer
q	que	CS	que
no	no	RN	no
os	os	PP2CP000	os
tengo	tengo	VMIP1S0	tener
olvydado	olvidado	VMP00SM	olvidar
y	y	CC	y
me	me	PP1CS000	me
sobra	sobra	VMIP3S0	sobrar
voluntad	voluntad	NCFS000	voluntad
de	de	SPS00	de
vro	vuestro	DP2MSP	vuestro
descanso	descanso	NCMS000	descanso
y	y	CC	y
no	no	RN	no
me	me	PP1CS000	me
faltara	faltará	VMIF3S0	faltar
de	de	SPS00	de
os	os	PP2CP000	os
ayudar	ayudar	VMN0000	ayudar
en	en	SPS00	en
lo	lo	DA0NS0	el
q	que	PR0CN000	que
pudiere	pudiere	VMSF0S0	poder
	.	Fp	.
y	Y	CC	y
al	al	SPS00+DA0MS0	a+el
presente	presente	NCMS000	presente
my	mi	DP1CSS	mi
cuidado	cuidado	NCMS000	cuidado
es	es	VSIP3S0	ser
efetuar	efectuar	VMN0000	efectuar
my	mi	DP1CSS	mi
antiguo	antiguo	AQ0MS0	antiguo
deseo	deseo	NCMS000	deseo
d	de	SPS00	de
esa	esa	DD0FS0	ese
ospederia	hospedería	NCFS000	hospedería
	.	Fp	.
y	Y	CC	y
quando	cuando	PA000000	cuando
Eso	eso	PD0NN000	eso
este	esté	VMSP0S0	estar
fho	hecho	NCMS000	hecho
no	no	RN	no
me	me	PP1CS000	me
faltara	faltará	VMIF3S0	faltar
voluntad	voluntad	NCFS000	voluntad
	,	Fc	,
como	como	CS	como
digo	digo	VMIP1S0	decir
	.	Fp	.
e	Y	CC	y
yo	yo	PP1CSN00	yo
Ruego	ruego	VMIP1S0	rogar
y	y	CC	y
encargo	encargo	VMIP1S0	encargar
q	que	CS	que
pa	para	SPS00	para
comprar	comprar	VMN0000	comprar
la	la	DA0FS0	el
Renta	renta	NCFS000	renta
ayudeys	ayudéis	VMSP2P0	ayudar
a	a	SPS00	a
Urtuño	Ortuño	NP00000	ortuño
de	de	SPS00	de
Avendaño	Avendaño	NP00000	avendaño
	.	Fp	.
y	Y	CC	y
	,	Fc	,
pues	pues	CS	pues
el	él	PP3MS000	él
os	os	PP2CP000	os
tiene	tiene	VMIP3S0	tener
por	por	SPS00	por
amigo	amigo	NP00000	amigo
	,	Fc	,
le	le	PP3CSD00	le
tengays	tengáis	VMSP2P0	tener
por	por	SPS00	por
tal	tal	RC	tal
porqu	porque	CS	porque
es	es	VSIP3S0	ser
fyel	fiel	AQ0CS0	fiel
y	y	CC	y
de	de	SPS00	de
buena	buena	AQ0FS0	bueno
voluntad	voluntad	NCFS000	voluntad
	.	Fp	.
E	Y	CC	y
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
soy	soy	VSIP1S0	ser
en	en	SPS00	en
cargo	cargo	NCMS000	cargo
y	y	CC	y
le	le	PP3CSD00	le
tengo	tengo	VMIP1S0	tener
por	por	SPS00	por
hero	hermano	NCMS000	hermano
	.	Fp	.
segun	Según	SPS00	según
pareçe	parece	VMIP3S0	parecer
y	y	CC	y
me	me	PP1CS000	me
escrive	escribe	VMIP3S0	escribir
el	el	DA0MS0	el
padre	padre	NCMS000	padre
pbincial	provincial	NCMS000	provincial
fray	fray	NP00000	fray
franco	Francisco	NP00000	francisco
de	de	SPS00	de
castillo	Castillo	NP00000	castillo
	,	Fc	,
sancho	Sancho	NP00000	sancho
gar	García	NP00000	garcía
pretende	pretende	VMIP3S0	pretender
de	de	SPS00	de
ser	ser	VSN0000	ser
patron	patrón	NCMS000	patrón
y	y	CC	y
diz	dice	VMIP3S0	decir
que	que	CS	que
quiere	quiere	VMIP3S0	querer
ponerlo	ponerlo	VMN0000+PP3CNA00	poner+lo
a	a	SPS00	a
pleyto	pleito	NCMS000	pleito
tenyendose	teniéndose	VMG0000+P00CN000	tener+se
q	que	CS	que
le	le	PP3CSD00	le
hize	hice	VMIS1S0	hacer
donaçion	donación	NCFS000	donación
del	del	SPS00+DA0MS0	de+el
patronazgo	patronazgo	NCMS000	patronazgo
porque	porque	CS	porque
quedase	quedase	VMSI0S0	quedar
con	con	SPS00	con
la	la	DA0FS0	el
muger	mujer	NCFS000	mujer
q	que	PR0CN000	que
tiene	tiene	VMIP3S0	tener
	,	Fc	,
q	que	CS	que
no	no	RN	no
la	la	PP3FSA00	lo
mereçia	merecía	VMII0S0	merecer
con	con	SPS00	con
todos	todos	DI0MP0	todo
sus	sus	DP3CP0	su
dineros	dineros	NCMP000	dinero
q	que	PR0CN000	que
llevo	llevó	VMIS3S0	llevar
de	de	SPS00	de
aca	acá	RG	acá
	.	Fp	.
y	Y	CC	y
el	él	PP3MS000	él
primero	primero	RG	primero
gastara	gastará	VMIF3S0	gastar
eso	eso	PD0NN000	eso
y	y	CC	y
mas	más	RC	más
q	que	CS	que
bea	vea	VMSP0S0	ver
El	el	DA0MS0	el
patronazgo	patronazgo	NCMS000	patronazgo
en	en	SPS00	en
su	su	DP3CS0	su
Cabeça	cabeza	NCFS000	cabeza
	,	Fc	,
aunq	aunque	CS	aunque
la	la	DA0FS0	el
ruptura	ruptura	NCFS000	ruptura
fuesse	fuese	VSSI0S0	ser
valida	válida	AQ0FS0	válido
	;	Fx	;
quanto	cuanto	PA000000	cuanto
mas	más	RC	más
q	que	CS	que
no	no	RN	no
lo	lo	PP3CNA00	lo
es	es	VSIP3S0	ser
	,	Fc	,
syno	sino	CC	sino
falsa	falsa	AQ0FS0	falso
	,	Fc	,
como	como	CS	como
Joan	Juan	NP00000	juan
ochoa	Ochoa	NP00000	ochoa
de	de	SPS00	de
egurbide	Egurbide	NP00000	egurbide
y	y	CC	y
el	él	PP3MS000	él
lo	lo	PP3CNA00	lo
quisieron	quisieron	VMIS3P0	querer
hordenar	ordenar	VMN0000	ordenar
como	como	CS	como
pareçera	parecerá	VMIF3S0	parecer
	.	Fp	.
y	Y	CC	y
	,	Fc	,
como	como	CS	como
dize	dice	VMIP3S0	decir
san	San	NP00000	san
gregorio	Gregorio	NP00000	gregorio
	,	Fc	,
el	el	DA0MS0	el
que	que	CS	que
no	no	RN	no
es	es	VSIP3S0	ser
grato	grato	AQ0MS0	grato
por	por	SPS00	por
los	los	DA0MP0	el
benefiçios	beneficios	NCMP000	beneficio
Reçibidos	recibidos	VMP00PM	recibir
hazese	hácese	VMIP3S0+P00CN000	hacer+se
yndigno	indigno	AQ0MS0	indigno
de	de	SPS00	de
los	los	DA0MP0	el
por	por	SPS00	por
Reçibir	recibir	VMN0000	recibir
.	.	Fp	.
y	Y	CC	y
bos	vos	PP2CS000	vos
sabeys	sabéis	VMIP2P0	saber
bien	bien	RG	bien
y	y	CC	y
soys	sois	VSIP2P0	ser
buen	buen	AQ0MS0	bueno
testigo	testigo	NCCS000	testigo
quien	quién	PT0CS000	quién
era	era	VSII0S0	ser
sancho	Sancho	NP00000	sancho
gar	García	NP00000	garcía
y	y	CC	y
lo	lo	DA0NS0	el
q	que	PR0CN000	que
l	él	PP3MS000	él
balia	valía	NCFS000	valía
y	y	CC	y
podia	podía	VMII0S0	poder
antes	antes	RG	antes
q	que	CS	que
viniese	viniese	VMSI0S0	venir
aca	acá	RG	acá
.	.	Fp	.
y	Y	CC	y
contra	contra	SPS00	contra
my	mi	DP1CSS	mi
voluntad	voluntad	NCFS000	voluntad
por	por	SPS00	por
vra	vuestra	DP2FSP	vuestro
procuraçion	procuración	NCFS000	procuración
e	y	CC	y
diligençias	diligencias	NCFP000	diligencia
q	que	PR0CN000	que
pusistes	pusistes	VMIS2S0	poner
porq	porque	CS	porque
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
tenya	tenía	VMII0S0	tener
conoçido	conocido	VMP00SM	conocer
	.	Fp	.
y	Y	CC	y
agora	ahora	RG	ahora
q	que	CS	que
se	se	P00CN000	se
vee	ve	VMIP3S0	ver
en	en	SPS00	en
la	la	DA0FS0	el
casa	casa	NCFS000	casa
e	y	CC	y
asyento	asiento	NCMS000	asiento
de	de	SPS00	de
su	su	DP3CS0	su
