Jhs	JHS	NP00000	jhs
	.	Fp	.
En	En	SPS00	en
Enberes	Amberes	NP00000	amberes
	,	Fc	,
a	a	SPS00	a
20	20	Z	20
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
de	de	SPS00	de
1556	1556	Z	1556
.	.	Fp	.
ss	Señores	NP00000	señor
ju	Juan	NP00000	juan
y	y	CC	y
esteban	Esteban	NP00000	esteban
de	de	SPS00	de
aquerreta	Aquerreta	NP00000	aquerreta
	.	Fp	.
señores	Señores	NP00000	señor
	.	Fp	.
a	A	SPS00	a
15	15	Z	15
del	del	SPS00+DA0MS0	de+el
presente	presente	NCMS000	presente
rei	recibí	VMIS1S0	recibir
la	la	DA0FS0	el
de	de	SPS00	de
planpona	Pamplona	NP00000	pamplona
de	de	SPS00	de
8	8	Z	8
de	de	SPS00	de
julio	julio	NCMS000	julio
y	y	CC	y
a	a	SPS00	a
18	18	Z	18
la	la	PP3FSA00	lo
de	de	SPS00	de
prio	primero	RG	primero
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
escrita	escrita	VMP00SF	escribir
en	en	SPS00	en
san	San	NP00000	san
sebastian	Sebastián	NP00000	sebastián
	,	Fc	,
a	a	SPS00	a
las	las	DA0FP0	el
quoales	cuales	PR0CP000	cual
respondere	responderé	VMIF1S0	responder
por	por	SPS00	por
esta	ésta	PD0FS000	este
.	.	Fp	.
quoato	Cuanto	PA000000	cuanto
al	al	SPS00+DA0MS0	a+el
regaliz	regaliz	NCMS000	regaliz
	,	Fc	,
la	la	DA0FS0	el
ulqueta	ulqueta	NCFS000	ulqueta
llego	llegó	VMIS3S0	llegar
aqui	aquí	RG	aquí
a	a	SPS00	a
13	13	Z	13
del	del	SPS00+DA0MS0	de+el
presente	presente	NCMS000	presente
y	y	CC	y
la	la	DA0FS0	el
mrcad	mercadería	NCFS000	mercadería
bino	vino	VMIS3S0	venir
bien	bien	RG	bien
acondiçionada	acondicionada	VMP00SF	acondicionar
	,	Fc	,
eçeto	excepto	CS	excepto
çinco	cinco	Z	5
o	o	CC	o
seis	seis	Z	6
balas	balas	NCFP000	bala
que	que	PR0CN000	que
bienen	vienen	VMIP3P0	venir
algo	algo	RQ	algo
dañadas	dañadas	VMP00PF	dañar
por	por	SPS00	por
aber	haber	VAN0000	haber
benido	venido	VMP0000	venir
junto	junto	RG	junto
a	a	SPS00	a
