Jhs	JHS	NP00000	jhs
	.	Fp	.
En	En	SPS00	en
Enberes	Amberes	NP00000	amberes
	,	Fc	,
a	a	SPS00	a
8	8	Z	8
de	de	SPS00	de
junio	junio	NCMS000	junio
de	de	SPS00	de
1556	1556	Z	1556
.	.	Fp	.
sor	Señor	NP00000	señor
Esteban	Esteban	NP00000	esteban
de	de	SPS00	de
aquerreta	Aquerreta	NP00000	aquerreta
	.	Fp	.
señor	Señor	NP00000	señor
	.	Fp	.
la	La	DA0FS0	el
de	de	SPS00	de
vm	VM	NP00000	VM
de	de	SPS00	de
16	16	Z	16
del	del	SPS00+DA0MS0	de+el
pasado	pasado	VMP00SM	pasar
rei	recibí	VMIS1S0	recibir
a	a	SPS00	a
6	6	Z	6
del	del	SPS00+DA0MS0	de+el
presente	presente	NCMS000	presente
	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
quoal	cual	PR0CS000	cual
por	por	SPS00	por
ser	ser	VSN0000	ser
en	en	SPS00	en
repuesta	respuesta	NCFS000	respuesta
de	de	SPS00	de
otras	otras	DI0FP0	otro
mias	mías	PX1FP0S0	mío
respondere	responderé	VMIF1S0	responder
en	en	SPS00	en
brebe	breve	RG	breve
.	.	Fp	.
quoto	Cuanto	PA000000	cuanto
al	al	SPS00+DA0MS0	a+el
regaliz	regaliz	NCMS000	regaliz
	,	Fc	,
beo	veo	VMIP1S0	ver
quedaba	quedaba	VMII0S0	quedar
vm	VM	NP00000	VM
abisado	avisado	VMP00SM	avisar
de	de	SPS00	de
como	como	CS	como
bendi	vendí	VMIS1S0	vender
los	los	DA0MP0	el
600	600	Z	600
quis	quintales	NCMP000	quintal
a	a	SPS00	a
12	12	Z	12
s	sueldos	NCMP000	sueldo
a	a	SPS00	a
tienpo	tiempo	NCMS000	tiempo
de	de	SPS00	de
3	3	Z	3
o	o	CC	o
4	4	Z	4
meses	meses	NCMP000	mes
y	y	CC	y
a	a	SPS00	a
dita	dita	NCFS000	dita
segura	segura	AQ0FS0	seguro
	,	Fc	,
lo	lo	DA0NS0	el
quoal	cual	PR0CS000	cual
yze	hice	VMIS1S0	hacer
bisto	visto	VMP0000	ver
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
trataba	trataba	VMII0S0	tratar
de	de	SPS00	de
la	la	DA0FS0	el
tregoa	tregua	NCFS000	tregua
