Señor	Señor	NP00000	señor
tio	tío	NP00000	tío
	.	Fp	.
dos	Dos	Z	2
cartas	cartas	NCFP000	carta
e	he	VAIP1S0	haber
escrito	escrito	VMP0000	escribir
a	a	SPS00	a
vamd	VM	NP00000	VM
y	y	CC	y
no	no	RN	no
e	he	VAIP1S0	haber
avido	habido	VMP0000	haber
Respuesta	respuesta	NCFS000	respuesta
	.	Fp	.
y	Y	CC	y
agora	ahora	RG	ahora
e	he	VAIP1S0	haber
tornado	tornado	VMP0000	tornar
	,	Fc	,
por	por	SPS00	por
allar	hallar	VMN0000	hallar
mensajeros	mensajeros	NCMP000	mensajero
ziertos	ciertos	AQ0MP0	cierto
	,	Fc	,
a	a	SPS00	a
escrevir	escribir	VMN0000	escribir
a	a	SPS00	a
vamd	VM	NP00000	VM
con	con	SPS00	con
otras	otras	DI0FP0	otro
dos	dos	Z	2
cartas	cartas	NCFP000	carta
	,	Fc	,
aziendo	haciendo	VMG0000	hacer
saber	saber	VMN0000	saber
a	a	SPS00	a
vamd	VM	NP00000	VM
como	como	CS	como
a	ha	VMIP3S0	haber
dos	dos	Z	2
meses	meses	NCMP000	mes
y	y	CC	y
medio	medio	NCMS000	medio
qu	que	PR0CN000	que
estoy	estoy	VMIP1S0	estar
preso	preso	AQ0MS0	preso
en	en	SPS00	en
esta	esta	DD0FS0	este
carzel	cárcel	NCFS000	cárcel
de	de	SPS00	de
ocaña	Ocaña	NP00000	ocaña
por	por	SPS00	por
ziertas	ciertas	DI0FP0	cierto
acusaziones	acusaciones	NCFP000	acusación
que	que	PR0CN000	que
me	me	PP1CS000	me
an	han	VAIP3P0	haber
puesto	puesto	VMP0000	poner
en	en	SPS00	en
esta	esta	DD0FS0	este
billa	villa	NCFS000	villa
de	de	SPS00	de
ziertas	ciertas	DI0FP0	cierto
quistiones	cuestiones	NCFP000	cuestión
que	que	PR0CN000	que
e	he	VAIP1S0	haber
avido	habido	VMP0000	haber
	.	Fp	.
y	Y	CC	y
en	en	SPS00	en
una	una	PI0FS000	uno
que	que	PR0CN000	que
me	me	PP1CS000	me
tomo	tomó	VMIS3S0	tomar
el	el	DA0MS0	el
mesmo	mismo	AQ0MS0	mismo
juez	juez	NCMS000	juez
de	de	SPS00	de
Regidenzia	residencia	NCFS000	residencia
se	se	P00CN000	se
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
llegado	llegado	VMP0000	llegar
a	a	SPS00	a
quererme	quererme	VMN0000+PP1CS000	querer+me
aorcar	ahorcar	VMN0000	ahorcar
por	por	SPS00	por
ello	ello	PD0NN000	ello
	,	Fc	,
y	y	CC	y
por	por	SPS00	por
azer	hacer	VMN0000	hacer
una	una	DI0FS0	uno
diligenzia	diligencia	NCFS000	diligencia
que	que	PR0CN000	que
yze	hice	VMIS1S0	hacer
no	no	RN	no
me	me	PP1CS000	me
an	han	VAIP3P0	haber
castigado	castigado	VMP0000	castigar
	.	Fp	.
la	La	DA0FS0	el
dilijenzia	diligencia	NCFS000	diligencia
mi	mi	DP1CSS	mi
ermano	hermano	NCMS000	hermano
la	la	PP3FSA00	lo
dira	dirá	VMIF3S0	decir
a	a	SPS00	a
vamd	VM	NP00000	VM
	.	Fp	.
y	Y	CC	y
tras	tras	SPS00	tras
avella	haberla	VAN0000+PP3FSA00	haber+lo
echo	hecho	VMP0000	hacer
el	el	DA0MS0	el
mesmo	mismo	AQ0MS0	mismo
juez	juez	NCMS000	juez
no	no	RN	no
me	me	PP1CS000	me
quiere	quiere	VMIP3S0	querer
perdonar	perdonar	VMN0000	perdonar
	,	Fc	,
anque	aunque	CS	aunque
las	las	DA0FP0	el
partes	partes	NCFP000	parte
me	me	PP1CS000	me
an	han	VAIP3P0	haber
perdonado	perdonado	VMP0000	perdonar
	,	Fc	,
sino	sino	CC	sino
que	que	CS	que
dize	dice	VMIP3S0	decir
que	que	CS	que
me	me	PP1CS000	me
a	ha	VMIP3S0	haber
de	de	SPS00	de
afrentar	afrentar	VMN0000	afrentar
	.	Fp	.
y	Y	CC	y
para	para	SPS00	para
esta	ésta	PD0FS000	este
y	y	CC	y
las	las	DA0FP0	el
otras	otras	PI0FS000	otro
eme	heme	VAIP1S0+PP1CS000	haber+me
llamado	llamado	VMP0000	llamar
a	a	SPS00	a
la	la	DA0FS0	el
corona	Corona	NP00000	corona
	,	Fc	,
y	y	CC	y
estoy	estoy	VMIP1S0	estar
por	por	SPS00	por
ella	ella	PP3FS000	él
	,	Fc	,
y	y	CC	y
esta	está	VMIP3S0	estar
para	para	SPS00	para
dar	dar	VMN0000	dar
sentenzia	sentencia	NCFS000	sentencia
	.	Fp	.
tengo	Tengo	VMIP1S0	tener
mucho	mucho	DI0MS0	mucho
miedo	miedo	NCMS000	miedo
	,	Fc	,
a	a	SPS00	a
segun	según	SPS00	según
esta	está	VMIP3S0	estar
comigo	conmigo	SPS00+PP1CSO00	con+mí
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
a	ha	VMIP3S0	haber
de	de	SPS00	de
apelar	apelar	VMN0000	apelar
la	la	DA0FS0	el
sentenzia	sentencia	NCFS000	sentencia
para	para	SPS00	para
Roma	Roma	NP00000	roma
o	o	CC	o
para	para	SPS00	para
consejo	Consejo	NP00000	consejo
de	de	SPS00	de
ordenes	Órdenes	NP00000	orden
	.	Fp	.
para	Para	SPS00	para
todo	todo	DI0MS0	todo
esto	esto	PD0NN000	esto
soplico	suplico	VMIP1S0	suplicar
a	a	SPS00	a
vuestra	vuestra	DP2FSP	vuestro
md	merced	NP00000	merced
que	que	CS	que
	,	Fc	,
leyda	leída	VMP00SF	leer
la	la	DA0FS0	el
presente	presente	AQ0CS0	presente
	,	Fc	,
vamd	VM	NP00000	VM
venga	venga	VMSP0S0	venir
luego	luego	RG	luego
a	a	SPS00	a
Remediarme	remediarme	VMN0000+PP1CS000	remediar+me
	,	Fc	,
porque	porque	CS	porque
estoy	estoy	VMIP1S0	estar
en	en	SPS00	en
mucho	mucho	DI0MS0	mucho
travajo	trabajo	NCMS000	trabajo
de	de	SPS00	de
mi	mi	DP1CSS	mi
persona	persona	NCFS000	persona
y	y	CC	y
con	con	SPS00	con
grandes	grandes	AQ0CP0	grande
prisyones	prisiones	NCFP000	prisión
	.	Fp	.
y	Y	CC	y
para	para	SPS00	para
librarme	librarme	VMN0000+PP1CS000	librar+me
es	es	VSIP3S0	ser
menester	menester	NCMS000	menester
la	la	DA0FS0	el
venida	venida	NCFS000	venida
de	de	SPS00	de
vamd	VM	NP00000	VM
y	y	CC	y
luego	luego	RG	luego
soy	soy	VSIP1S0	ser
livre	libre	AQ0CS0	libre
	,	Fc	,
porque	porque	CS	porque
dos	dos	Z	2
partes	partes	NCFP000	parte
q	que	PR0CN000	que
me	me	PP1CS000	me
acusan	acusan	VMIP3P0	acusar
dineros	dineros	NCMP000	dinero
lo	lo	PP3CNA00	lo
acabaran	acabarán	VMIF3P0	acabar
	,	Fc	,
y	y	CC	y
mas	más	RC	más
saliendo	saliendo	VMG0000	salir
por	por	SPS00	por
la	la	DA0FS0	el
corona	Corona	NP00000	corona
del	del	SPS00+DA0MS0	de+el
juez	juez	NCMS000	juez
que	que	PR0CN000	que
me	me	PP1CS000	me
acusa	acusa	VMIP3S0	acusar
	,	Fc	,
mas	mas	CC	mas
por	por	SPS00	por
su	su	DP3CS0	su
parte	parte	NCFS000	parte
es	es	VSIP3S0	ser
lo	lo	DA0NS0	el
que	que	PR0CN000	que
me	me	PP1CS000	me
da	da	VMIP3S0	dar
pena	pena	NCFS000	pena
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
vamd	VM	NP00000	VM
ponga	ponga	VMSP0S0	poner
muy	muy	RQ	muy
mucha	mucha	DI0FS0	mucho
diligenzia	diligencia	NCFS000	diligencia
en	en	SPS00	en
que	que	CS	que
vamd	VM	NP00000	VM
venga	venga	VMSP0S0	venir
mui	muy	RQ	muy
vreve	breve	RG	breve
para	para	SPS00	para
que	que	CS	que
yo	yo	PP1CSN00	yo
declare	declare	VMSP0S0	declarar
a	a	SPS00	a
vamd	VM	NP00000	VM
lo	lo	DA0NS0	el
echo	hecho	VMP00SM	hacer
y	y	CC	y
vamd	VM	NP00000	VM
de	dé	VMSP0S0	dar
orden	orden	NCMS000	orden
como	como	CS	como
salga	salga	VMSP0S0	salir
de	de	SPS00	de
aqui	aquí	RG	aquí
	.	Fp	.
que	Que	CS	que
todo	todo	PI0MS000	todo
esta	está	VMIP3S0	estar
en	en	SPS00	en
mano	mano	NCFS000	mano
de	de	SPS00	de
vamd	VM	NP00000	VM
y	y	CC	y
de	de	SPS00	de
los	los	DA0MP0	el
mios	míos	PX1MP0S0	mío
en	en	SPS00	en
querer	querer	VMN0000	querer
azer	hacer	VMN0000	hacer
por	por	SPS00	por
mi	mí	PP1CSO00	mí
	,	Fc	,
porque	porque	CS	porque
yo	yo	PP1CSN00	yo
quede	quede	VMSP0S0	quedar
en	en	SPS00	en
obligazion	obligación	NCFS000	obligación
para	para	SPS00	para
delante	delante	RG	delante
y	y	CC	y
mientra	mientras	RG	mientras
yo	yo	PP1CSN00	yo
viviere	viviere	VMSF0S0	vivir
	.	Fp	.
a	A	SPS00	a
mi	mi	DP1CSS	mi
ermano	hermano	NCMS000	hermano
envio	envío	VMIP1S0	enviar
a	a	SPS00	a
llamar	llamar	VMN0000	llamar
que	que	CS	que
venga	venga	VMSP0S0	venir
con	con	SPS00	con
vamd	VM	NP00000	VM
y	y	CC	y
vamd	VM	NP00000	VM
les	les	PP3CPD00	le
de	dé	VMSP0S0	dar
parte	parte	NCFS000	parte
d	de	SPS00	de
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
	,	Fc	,
porque	porque	CS	porque
le	le	PP3CSA00	le
avisaran	avisarán	VMIF3P0	avisar
de	de	SPS00	de
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
que	que	PR0CN000	que
se	se	P00CN000	se
a	ha	VMIP3S0	haber
de	de	SPS00	de
azer	hacer	VMN0000	hacer
azerca	acerca	RG	acerca
d	de	SPS00	de
este	este	DD0MS0	este
negozio	negocio	NCMS000	negocio
mientra	mientras	RG	mientras
vasmds	VMs	NP00000	VM
vienen	vienen	VMIP3P0	venir
	.	Fp	.
y	Y	CC	y
la	la	DA0FS0	el
venida	venida	NCFS000	venida
sea	sea	VSSP0S0	ser
por	por	SPS00	por
toledo	Toledo	NP00000	toledo
	,	Fc	,
porque	porque	CS	porque
pienso	pienso	VMIP1S0	pensar
que	que	CS	que
me	me	PP1CS000	me
avran	habrán	VAIF3P0	haber
Remetido	remitido	VMP0000	remitir
alla	allá	RG	allá
	,	Fc	,
porque	porque	CS	porque
este	este	DD0MS0	este
vicario	vicario	NCMS000	vicario
no	no	RN	no
puede	puede	VMIP3S0	poder
soltar	soltar	VMN0000	soltar
como	como	PA000000	como
prender	prender	VMN0000	prender
y	y	CC	y
	,	Fc	,
por	por	SPS00	por
tanto	tanto	RG	tanto
	,	Fc	,
me	me	PP1CS000	me
avran	habrán	VAIF3P0	haber
de	de	SPS00	de
llevar	llevar	VMN0000	llevar
a	a	SPS00	a
las	las	DA0FP0	el
casas	casas	NCFP000	casa
azovispales	arzobispales	AQ0CP0	arzobispal
para	para	SPS00	para
que	que	CS	que
desde	desde	SPS00	desde
alli	allí	RG	allí
a	ha	VMIP3S0	haber
de	de	SPS00	de
yr	ir	VMN0000	ir
una	una	DI0FS0	uno
zitatoria	citatoria	NCFS000	citatoria
alla	allá	RG	allá
	.	Fp	.
y	Y	CC	y
asta	hasta	SPS00	hasta
que	que	CS	que
venga	venga	VMSP0S0	venir
despacho	despacho	NCMS000	despacho
y	y	CC	y
vamd	VM	NP00000	VM
lo	lo	PP3MSA00	lo
negozie	negocie	VMSP0S0	negociar
no	no	RN	no
me	me	PP1CS000	me
soltaran	soltarán	VMIF3P0	soltar
	.	Fp	.
un	Un	DI0MS0	uno
aviso	aviso	NCMS000	aviso
an	han	VMIP3P0	haber
de	de	SPS00	de
tener	tener	VMN0000	tener
vasmds	VMs	NP00000	VM
	,	Fc	,
porq	porque	CS	porque
va	va	VMIP3S0	ir
de	de	SPS00	de
mi	mi	DP1CSS	mi
letrado	letrado	NCMS000	letrado
	.	Fp	.
y	Y	CC	y
el	el	DA0MS0	el
aviso	aviso	NCMS000	aviso
mi	mi	DP1CSS	mi
ermano	hermano	NCMS000	hermano
lo	lo	PP3MSA00	lo
dira	dirá	VMIF3S0	decir
a	a	SPS00	a
vamd	VM	NP00000	VM
	,	Fc	,
porque	porque	CS	porque
va	va	VMIP3S0	ir
en	en	SPS00	en
su	su	DP3CS0	su
carta	carta	NCFS000	carta
	.	Fp	.
y	Y	CC	y
esto	esto	PD0NN000	esto
alo	halo	VMIP3S0+PP3CNA00	haber+lo
de	de	SPS00	de
azer	hacer	VMN0000	hacer
vamd	VM	NP00000	VM
	,	Fc	,
porque	porque	CS	porque
me	me	PP1CS000	me
va	va	VMIP3S0	ir
la	la	DA0FS0	el
vida	vida	NCFS000	vida
y	y	CC	y
la	la	DA0FS0	el
onRa	honra	NCFS000	honra
en	en	SPS00	en
ello	ello	PD0NN000	ello
	.	Fp	.
que	Que	CS	que
por	por	SPS00	por
todo	todo	DI0MS0	todo
lo	lo	DA0NS0	el
de	de	SPS00	de
aqua	acá	RG	acá
no	no	RN	no
lo	lo	PP3CNA00	lo
tengo	tengo	VMIP1S0	tener
	,	Fc	,
despues	después	RG	después
de	de	SPS00	de
salido	salido	VMP00SM	salir
	,	Fc	,
en	en	SPS00	en
dos	dos	Z	2
maravedis	maravedís	NCMP000	maravedí
	.	Fp	.
porque	Porque	CS	porque
ago	hago	VMIP1S0	hacer
saver	saber	VMN0000	saber
a	a	SPS00	a
vamd	VM	NP00000	VM
que	que	CS	que
	,	Fc	,
anque	aunque	CS	aunque
sepa	sepa	VMSP0S0	saber
que	que	CS	que
me	me	PP1CS000	me
an	han	VMIP3P0	haber
de	de	SPS00	de
aorcar	ahorcar	VMN0000	ahorcar
	,	Fc	,
yo	yo	PP1CSN00	yo
tengo	tengo	VMIP1S0	tener
de	de	SPS00	de
matar	matar	VMN0000	matar
a	a	SPS00	a
dos	dos	Z	2
personas	personas	NCFP000	persona
d	de	SPS00	de
esta	esta	DD0FS0	este
villa	villa	NCFS000	villa
	.	Fp	.
y	Y	CC	y
para	para	SPS00	para
esto	esto	PD0NN000	esto
vamd	VM	NP00000	VM
venga	venga	VMSP0S0	venir
a	a	SPS00	a
darme	darme	VMN0000+PP1CS000	dar+me
la	la	DA0FS0	el
vida	vida	NCFS000	vida
y	y	CC	y
consejo	consejo	NCMS000	consejo
	,	Fc	,
que	que	CS	que
no	no	RN	no
a	ha	VMIP3S0	haber
de	de	SPS00	de
azer	hacer	VMN0000	hacer
otra	otra	DI0FS0	otro
cosa	cosa	NCFS000	cosa
sino	sino	CC	sino
verme	verme	VMN0000+PP1CS000	ver+me
y	y	CC	y
tornarse	tornarse	VMN0000+P00CN000	tornar+se
luego	luego	RG	luego
a	a	SPS00	a
dar	dar	VMN0000	dar
orden	orden	NCMS000	orden
en	en	SPS00	en
mi	mi	DP1CSS	mi
salida	salida	NCFS000	salida
	;	Fx	;
porque	porque	CS	porque
si	si	CS	si
no	no	RN	no
se	se	P00CN000	se
da	da	VMIP3S0	dar
en	en	SPS00	en
toda	toda	DI0FS0	todo
mi	mi	DP1CSS	mi
vida	vida	NCFS000	vida
	,	Fc	,
señor	señor	NP00000	señor
	,	Fc	,
yo	yo	PP1CSN00	yo
no	no	RN	no
entrare	entraré	VMIF1S0	entrar
en	en	SPS00	en
mi	mi	DP1CSS	mi
tieRa	tierra	NCFS000	tierra
	:	Fd	:
antes	antes	RG	antes
me	me	PP1CS000	me
yria	iría	VMIC0S0	ir
a	a	SPS00	a
tieRa	tierra	NCFS000	tierra
de	de	SPS00	de
moros	moros	NCMP000	moro
	,	Fc	,
adonde	adonde	PA000000	adonde
jentes	gentes	NCFP000	gente
no	no	RN	no
me	me	PP1CS000	me
vean	vean	VMSP3P0	ver
	.	Fp	.
vamd	VM	NP00000	VM
lo	lo	PP3CNA00	lo
aga	haga	VMSP0S0	hacer
como	como	PA000000	como
quien	quien	PR0CS000	quien
es	es	VSIP3S0	ser
y	y	CC	y
como	como	PA000000	como
yo	yo	PP1CSN00	yo
