señor	Señor	NP00000	señor
	.	Fp	.
abra	Habrá	VMIF3S0	haber
tres	tres	Z	3
meses	meses	NCMP000	mes
q	que	PR0CN000	que
rr	recibí	VMIS1S0	recibir
en	en	SPS00	en
estos	estos	DD0MP0	este
navios	navíos	NCMP000	navío
dos	dos	Z	2
o	o	CC	o
tres	tres	Z	3
Cartas	cartas	NCFP000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
	.	Fp	.
y	Y	CC	y
dios	Dios	NP00000	dios
sabe	sabe	VMIP3S0	saber
el	el	DA0MS0	el
plazer	placer	NCMS000	placer
q	que	CS	que
con	con	SPS00	con
ella	ella	PP3FS000	él
ube	hube	VMIS1S0	haber
	,	Fc	,
porq	porque	CS	porque
avia	había	VMII0S0	haber
mucho	mucho	DI0MS0	mucho
tienpo	tiempo	NCMS000	tiempo
q	que	CS	que
no	no	RN	no
avia	había	VAII0S0	haber
visto	visto	VMP0000	ver
Carta	carta	NCFS000	carta
nynguna	ninguna	DI0FS0	ninguno
ni	ni	CC	ni
aun	aún	RG	aun
quien	quien	PR0CS000	quien
me	me	PP1CS000	me
diese	diese	VMSI0S0	dar
nuevas	nuevas	NCFP000	nueva
de	de	SPS00	de
alla	allá	RG	allá
q	que	CS	que
fuesen	fuesen	VSSI3P0	ser
brebes	breves	AQ0CP0	breve
	;	Fx	;
y	y	CC	y
a	a	SPS00	a
esta	esta	DD0FS0	este
Causa	causa	NCFS000	causa
estava	estaba	VMII0S0	estar
con	con	SPS00	con
mucha	mucha	DI0FS0	mucho
pena	pena	NCFS000	pena
.	.	Fp	.
veo	Veo	VMIP1S0	ver
por	por	SPS00	por
su	su	DP3CS0	su
Carta	carta	NCFS000	carta
esta	está	VMIP3S0	estar
vm	VM	NP00000	VM
y	y	CC	y
mi	mi	DP1CSS	mi
señora	señora	NP00000	señor
y	y	CC	y
toda	toda	DI0FS0	todo
la	la	DA0FS0	el
casa	casa	NCFS000	casa
buenos	buenos	AQ0MP0	bueno
	.	Fp	.
pleg	Plega	VMSP0S0	placer
a	a	SPS00	a
dios	Dios	NP00000	dios
sienpre	siempre	RG	siempre
sea	sea	VSSP0S0	ser
ansi	así	RG	así
y	y	CC	y
q	que	CS	que
muy	muy	RQ	muy
a	a	SPS00	a
menudo	menudo	NCMS000	menudo
oyga	oiga	VMSP0S0	oír
semexantes	semejantes	AQ0CP0	semejante
nuevas	nuevas	NCFP000	nueva
	.	Fp	.
de	De	SPS00	de
los	los	DA0MP0	el
demas	demás	NCMS000	demás
q	que	CS	que
bm	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
son	son	VSIP3P0	ser
muertos	muertos	VMP00PM	morir
	,	Fc	,
dios	Dios	NP00000	dios
los	los	PP3MPA00	lo
ponga	ponga	VMSP0S0	poner
en	en	SPS00	en
su	su	DP3CS0	su
gloria	gloria	NCFS000	gloria
	,	Fc	,
q	que	CS	que
fin	fin	NCMS000	fin
pa	para	SPS00	para
eso	eso	PD0NN000	eso
naçimos	nacimos	VMIS1P0	nacer
todos	todos	PI0MP000	todo
.	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
q	que	CS	que
bm	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
q	que	CS	que
Ro	recibió	VMIS3S0	recibir
El	el	DA0MS0	el
poder	poder	NCMS000	poder
y	y	CC	y
obligaçion	obligación	NCFS000	obligación
q	que	PR0CN000	que
enbie	envié	VMIS1S0	enviar
contra	contra	SPS00	contra
gaspar	Gaspar	NP00000	gaspar
de	de	SPS00	de
pardo	Pardo	NP00000	pardo
	,	Fc	,
eme	heme	VAIP1S0+PP1CS000	haber+me
olgado	holgado	VMP0000	holgar
d	de	SPS00	de
ello	ello	PD0NN000	ello
	.	Fp	.
y	Y	CC	y
creo	creo	VMIP1S0	creer
no	no	RN	no
porna	pondrá	VMIF3S0	poner
enpedimento	impedimento	NCMS000	impedimento
en	en	SPS00	en
la	la	DA0FS0	el
paga	paga	NCFS000	paga
	,	Fc	,
porq	porque	CS	porque
todo	todo	PI0MS000	todo
fue	fue	VSIS3S0	ser
prestado	prestado	VMP00SM	prestar
en	en	SPS00	en
dineros	dineros	NCMP000	dinero
si	si	CS	si
no	no	RN	no
fuere	fuere	VSSF0S0	ser
por	por	SPS00	por
no	no	RN	no
poder	poder	VMN0000	poder
mas	más	RC	más
porq	porque	CS	porque
enbie	envíe	VMSP0S0	enviar
de	de	SPS00	de
verguença	vergüenza	NCFS000	vergüenza
e	y	CC	y
verdad	verdad	NCFS000	verdad
	.	Fp	.
y	Y	CC	y
ansi	así	RG	así
me	me	PP1CS000	me
de	dé	VMSP0S0	dar
md	merced	NCFS000	merced
q	que	CS	que
por	por	SPS00	por
bien	bien	RG	bien
se	se	P00CN000	se
procure	procure	VMSP0S0	procurar
de	de	SPS00	de
cobrar	cobrar	VMN0000	cobrar
d	de	SPS00	de
el	él	PP3MS000	él
	.	Fp	.
en	En	SPS00	en
lo	lo	DA0NS0	el
demas	demás	NCMS000	demás
q	que	PR0CN000	que
avia	había	VMII0S0	haber
de	de	SPS00	de
enbiar	enviar	VMN0000	enviar
por	por	SPS00	por
qa	cuenta	NCFS000	cuenta
de	de	SPS00	de
mi	mi	DP1CSS	mi
herno	hermano	NP00000	hermano
franco	Francisco	NP00000	francisco
mynez	Martínez	NP00000	martínez
pa	para	SPS00	para
el	el	DA0MS0	el
casamo	casamiento	NCMS000	casamiento
de	de	SPS00	de
mi	mi	DP1CSS	mi
herna	hermana	NP00000	hermano
ana	Ana	NP00000	ana
mnes	Martínez	NP00000	martínez
	,	Fc	,
dios	Dios	NP00000	dios
sabe	sabe	VMIP3S0	saber
cuanta	cuánta	PT0FS000	cuánto
pena	pena	NCFS000	pena
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
de	de	SPS00	de
no	no	RN	no
poder	poder	VMN0000	poder
aver	haber	VMN0000	haber
enbiallo	enviarlo	VMN0000+PP3CNA00	enviar+lo
	.	Fp	.
y	Y	CC	y
las	las	DA0FP0	el
causas	causas	NCFP000	causa
an	han	VAIP3P0	haber
sido	sido	VSP0000	ser
lo	lo	DA0NS0	el
q	que	PR0CN000	que
a	a	SPS00	a
vm	VM	NP00000	VM
tengo	tengo	VMIP1S0	tener
escrito	escrito	VMP00SM	escribir
	,	Fc	,
pero	pero	CC	pero
presto	presto	RG	presto
con	con	SPS00	con
ayuda	ayuda	NCFS000	ayuda
de	de	SPS00	de
dios	Dios	NP00000	dios
ynbiare	enviaré	VMIF1S0	enviar
Recaudo	recaudo	NCMS000	recaudo
d	de	SPS00	de
ello	ello	PD0NN000	ello
	,	Fc	,
porq	porque	CS	porque
ay	hay	VMIP3S0	haber
negoçio	negocio	NCMS000	negocio
entre	entre	SPS00	entre
manos	manos	NCFP000	mano
en	en	SPS00	en
q	que	CS	que
ganare	ganaré	VMIF1S0	ganar
bien	bien	RG	bien
de	de	SPS00	de
comer	comer	VMN0000	comer
.	.	Fp	.
a	A	SPS00	a
lo	lo	DA0NS0	el
q	que	PR0CN000	que
bm	VM	NP00000	VM
me	me	PP1CS000	me
dize	dice	VMIP3S0	decir
q	que	CS	que
marcos	Marcos	NP00000	marcos
alo	Alonso	NP00000	alonso
esta	está	VMIP3S0	estar
en	en	SPS00	en
sevilla	Sevilla	NP00000	sevilla
con	con	SPS00	con
la	la	DA0FS0	el
señora	señora	NP00000	señor
maria	María	NP00000	maría
de	de	SPS00	de
vergara	Vergara	NP00000	vergara
por	por	SPS00	por
la	la	DA0FS0	el
muer	muerte	NCFS000	muerte
de	de	SPS00	de
pero	Pero	NP00000	pero
Hens	Henríquez	NP00000	henríquez
de	de	SPS00	de
vergara	Vergara	NP00000	vergara
	,	Fc	,
por	por	SPS00	por
çierto	cierto	RG	cierto
a	a	SPS00	a
mi	mí	PP1CSO00	mí
me	me	PP1CS000	me
a	ha	VAIP3S0	haber
pesado	pesado	VMP0000	pesar
en	en	SPS00	en
el	el	DA0MS0	el
alma	alma	NCFS000	alma
de	de	SPS00	de
su	su	DP3CS0	su
muerte	muerte	NCFS000	muerte
	,	Fc	,
porq	porque	CS	porque
mi	mi	DP1CSS	mi
herna	hermana	NCFS000	hermano
en	en	SPS00	en
el	él	PP3MS000	él
tenia	tenía	VMII0S0	tener
esposo	esposo	NCMS000	esposo
e	y	CC	y
padre	padre	NCMS000	padre
	.	Fp	.
vm	VM	NP00000	VM
aga	haga	VMSP0S0	hacer
q	que	CS	que
marcos	Marcos	NP00000	marcos
also	Alonso	NP00000	alonso
se	se	P00CN000	se
este	esté	VMSP0S0	estar
en	en	SPS00	en
sevilla	Sevilla	NP00000	sevilla
con	con	SPS00	con
ella	ella	PP3FS000	él
o	o	CC	o
la	la	PP3FSA00	lo
lleve	lleve	VMSP0S0	llevar
a	a	SPS00	a
madrid	Madrid	NP00000	madrid
consigo	consigo	SPS00+PP3CNO00	con+sí
	,	Fc	,
porq	porque	CS	porque
no	no	RN	no
es	es	VSIP3S0	ser
Cosa	cosa	NCFS000	cosa
dexalla	dejarla	VMN0000+PP3FSA00	dejar+lo
en	en	SPS00	en
sevilla	Sevilla	NP00000	sevilla
sola	sola	AQ0FS0	solo
.	.	Fp	.
de	De	SPS00	de
franco	Francisco	NP00000	francisco
nuñez	Núñez	NP00000	núñez
	,	Fc	,
las	las	DA0FP0	el
mismas	mismas	AQ0FP0	mismo
nuevas	nuevas	NCFP000	nueva
q	que	PR0CN000	que
alli	allí	RG	allí
vm	VM	NP00000	VM
tiene	tiene	VMIP3S0	tener
tengo	tengo	VMIP1S0	tener
aca	acá	RG	acá
	:	Fd	:
q	que	CS	que
fue	fue	VMIS3S0	ir
a	a	SPS00	a
chile	Chile	NP00000	chile
	.	Fp	.
despues	Después	RG	después
q	que	CS	que
fue	fue	VMIS3S0	ir
no	no	RN	no
e	he	VAIP1S0	haber
sabido	sabido	VMP0000	saber
mas	más	RC	más
nuevas	nuevas	NCFP000	nueva
d	de	SPS00	de
el	él	PP3MS000	él
	.	Fp	.
de	De	SPS00	de
ventura	ventura	NCFS000	ventura
e	he	VAIP1S0	haber
tenido	tenido	VMP0000	tener
artas	hartas	DI0FP0	harto
nuevas	nuevas	NCFP000	nueva
