Muy	Muy	RQ	muy
magco	magnífico	AQ0MS0	magnífico
y	y	CC	y
mas	más	RC	más
vtuoso	virtuoso	AQ0MS0	virtuoso
senyor	señor	NP00000	señor
,	.	Fp	.
su	Su	DP3CS0	su
carta	carta	NCFS000	carta
reçebi	recibí	VMIS1S0	recibir
y	y	CC	y
a	a	SPS00	a
lo	lo	DA0NS0	el
ya	ya	RG	ya
queda	queda	VMIP3S0	quedar
claro	claro	RG	claro
co	con	SPS00	con
marti	Martín	NP00000	martín
d	de	SPS00	de
eslava	Eslaba	NP00000	eslaba
	,	Fc	,
el	el	DA0MS0	el
q	que	PR0CN000	que
esta	está	VMIP3S0	estar
en	en	SPS00	en
ser	ser	VSN0000	ser
el	el	DA0MS0	el
de	de	SPS00	de
mi	mi	DP1CSS	mi
mano	mano	NCFS000	mano
ay	ahí	RG	ahí
	,	Fc	,
pues	pues	CS	pues
vra	vuestra	DP2FSP	vuestro
merced	merced	NCFS000	merced
dize	dice	VMIP3S0	decir
me	me	PP1CS000	me
sacara	sacará	VMIF3S0	sacar
de	de	SPS00	de
migl	Miguel	NP00000	miguel
andias	Andiás	NP00000	andiás
	.	Fp	.
yo	Yo	PP1CSN00	yo
enbiare	enviaré	VMIF1S0	enviar
dicho	dicho	VMP00SM	decir
tgo	trigo	NCMS000	trigo
a	a	SPS00	a
quie	quien	PR0CS000	quien
vra	vuestra	DP2FSP	vuestro
merçed	merced	NCFS000	merced
mandara	mandará	VMIF3S0	mandar
,	.	Fp	.
y	Y	CC	y
lo	lo	DA0NS0	el
q	que	PR0CN000	que
dize	dice	VMIP3S0	decir
le	le	PP3CSD00	le
invie	envíe	VMSP0S0	enviar
hun	un	DI0MS0	uno
albara	albarán	NCMS000	albarán
de	de	SPS00	de
mi	mi	DP1CSS	mi
mano	mano	NCFS000	mano
d	de	SPS00	de
los	los	DA0MP0	el
dos	dos	Z	2
mil	mil	Z	1000
sueldos	sueldos	NCMP000	sueldo
q	que	PR0CN000	que
tengo	tengo	VMIP1S0	tener
recebidos	recibidos	VMP00PM	recibir
	,	Fc	,
por	por	SPS00	por
esta	ésta	PD0FS000	este
soy	soy	VSIP1S0	ser
contento	contento	AQ0MS0	contento
q	que	CS	que
el	el	DA0MS0	el
albara	albarán	NCMS000	albarán
q	que	PR0CN000	que
tiene	tiene	VMIP3S0	tener
vra	vuestra	DP2FSP	vuestro
merced	merced	NP00000	merced
mio	mío	DP1MSS	mío
d	de	SPS00	de
los	los	DA0MP0	el
dos	dos	Z	2
mil	mil	Z	1000
sueldos	sueldos	NCMP000	sueldo
q	que	PR0CN000	que
tome	tomé	VMIS1S0	tomar
el	el	DA0MS0	el
anyo	año	NCMS000	año
passado	pasado	VMP00SM	pasar
sea	sea	VSSP0S0	ser
en	en	SPS00	en
seguredat	seguridad	NCFS000	seguridad
d	de	SPS00	de
estos	estos	DD0MP0	este
dos	dos	Z	2
mil	mil	Z	1000
sueldos	sueldos	NCMP000	sueldo
q	que	CS	que
agora	ahora	RG	ahora
ha	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
vra	vuestra	DP2FSP	vuestro
merced	merced	NCFS000	merced
	,	Fc	,
estando	estando	VMG0000	estar
en	en	SPS00	en
esto	esto	PD0NN000	esto
lo	lo	DA0NS0	el
q	que	PR0CN000	que
mi	mi	DP1CSS	mi
prmo	primo	NCMS000	primo
charles	Charles	NP00000	charles
me	me	PP1CS000	me
dio	dio	VMIS3S0	dar
,	,	Fc	,
q	que	CS	que
fuero	fueron	VMIS3P0	ir
quatrozietos	cuatrocientas	Z	400
sueldos	sueldos	NCMP000	sueldo
,	,	Fc	,
y	y	CC	y
la	la	DA0FS0	el
resta	resta	NCFS000	resta
q	que	PR0CN000	que
quedava	quedaba	VMII0S0	quedar
yo	yo	PP1CSN00	yo
a	a	SPS00	a
dever	deber	VMN0000	deber
	,	Fc	,
q	que	CS	que
era	eran	VSII3P0	ser
quatrozietos	cuatrocientos	Z	400
y	y	CC	y
diziocho	dieciocho	Z	18
sueldos	sueldos	NCMP000	sueldo
	,	Fc	,
q	que	CS	que
son	son	VSIP3P0	ser
por	por	SPS00	por
todo	todo	PI0MS000	todo
los	los	DA0MP0	el
sobredichos	sobredichos	NCMP000	sobredicho
dos	dos	Z	2
mil	mil	Z	1000
sueldos	sueldos	NCMP000	sueldo
	.	Fp	.
y	Y	CC	y
si	si	CS	si
manda	manda	VMIP3S0	mandar
vra	vuestra	DP2FSP	vuestro
merced	merced	NCFS000	merced
qe	que	CS	que
de	dé	VMSP0S0	dar
otro	otro	DI0MS0	otro
albara	albarán	NCMS000	albarán
de	de	SPS00	de
nuevo	nuevo	AQ0MS0	nuevo
	,	Fc	,
mademe	mándeme	VMSP0S0+PP1CS000	mandar+me
inviar	enviar	VMN0000	enviar
el	el	DA0MS0	el
del	del	SPS00+DA0MS0	de+el
anyo	año	NCMS000	año
passado	pasado	VMP00SM	pasar
,	,	Fc	,
q	que	CS	que
yo	yo	PP1CSN00	yo
lo	lo	PP3CNA00	lo
inviare	enviaré	VMIF1S0	enviar
d	de	SPS00	de
la	la	DA0FS0	el
mana	manera	NCFS000	manera
q	que	PR0CN000	que
mandara	mandará	VMIF3S0	mandar
vra	vuestra	DP2FSP	vuestro
merced	merced	NCFS000	merced
,	.	Fp	.
en	En	SPS00	en
esto	esto	PD0NN000	esto
q	que	CS	que
ha	ha	VAIP3S0	haber
traydo	traído	VMP0000	traer
el	el	DA0MS0	el
estibador	estibador	NCMS000	estibador
no	no	RN	no
se	se	P00CN000	se
ha	ha	VAIP3S0	haber
fallado	fallado	VMP0000	fallar
en	en	SPS00	en
el	el	DA0MS0	el
talego	talego	NCMS000	talego
sino	sino	CC	sino
xxxxviiii	49	Z	49
l	libras	NCFP000	libra
	,	Fc	,
q	que	CS	que
marn	Martín	NP00000	martín
d	de	SPS00	de
eslava	Eslaba	NP00000	eslaba
ha	ha	VAIP3S0	haber
dado	dado	VMP0000	dar
complimieto	cumplimiento	NCMS000	cumplimiento
a	a	SPS00	a
los	los	DA0MP0	el
lviiii	59	Z	59
	,	Fc	,
q	que	CS	que
han	han	VAIP3P0	haber
seydo	sido	VSP0000	ser
x	10	Z	10
ms	más	RC	más
	.	Fp	.
no	No	RN	no
se	sé	VMIP1S0	saber
en	en	SPS00	en
q	qué	PT0CN000	qué
se	se	P00CN000	se
ha	ha	VAIP3S0	haber
tomado	tomado	VMP0000	tomar
	,	Fc	,
sino	sino	CC	sino
q	que	CS	que
el	el	DA0MS0	el
q	que	PR0CN000	que
conto	conto	VMIP1S0	contar
los	los	DA0MP0	el
dineros	dineros	NCMP000	dinero
se	se	P00CN000	se
errasse	errase	VMSI0S0	errar
	.	Fp	.
el	El	DA0MS0	el
trgo	trigo	NCMS000	trigo
de	de	SPS00	de
mi	mi	DP1CSS	mi
hermo	hermano	NP00000	hermano
domingo	Domingo	NP00000	domingo
gil	Gil	NP00000	gil
ya	ya	RG	ya
queda	queda	VMIP3S0	quedar
a	a	SPS00	a
cargo	cargo	NCMS000	cargo
mio	mío	DP1MSS	mío
,	,	Fc	,
q	que	CS	que
lo	lo	PP3CNA00	lo
he	he	VMIP1S0	haber
yo	yo	PP1CSN00	yo
de	de	SPS00	de
cobrar	cobrar	VMN0000	cobrar
,	.	Fp	.
y	Y	CC	y
	,	Fc	,
besando	besando	VMG0000	besar
las	las	DA0FP0	el
manos	manos	NCFP000	mano
de	de	SPS00	de
vra	vuestra	DP2FSP	vuestro
merced	merced	NCFS000	merced
y	y	CC	y
d	de	SPS00	de
la	la	DA0FS0	el
senyora	señora	NP00000	señor
	,	Fc	,
hago	hago	VMIP1S0	hacer
fin	fin	NCMS000	fin
	.	Fp	.
de	De	SPS00	de
sadava	Sádaba	NP00000	sádaba
	,	Fc	,
a	a	SPS00	a
xvii	17	Z	17
de	de	SPS00	de
junio	junio	NCMS000	junio
de	de	SPS00	de
d	500	Z	500
y	y	CC	y
xxi	21	Z	21
	.	Fp	.
nuevas	Nuevas	NCFP000	nueva
ningunas	ningunas	DI0FP0	ninguno
hay	hay	VMIP3S0	haber
aqua	acá	RG	acá
pa	para	SPS00	para
qe	que	CS	que
las	las	PP3FPA00	lo
podiesse	pudiese	VMSI0S0	poder
escrevir	escribir	VMN0000	escribir
	.	Fp	.
a	A	SPS00	a
su	su	DP3CS0	su
merced	merced	NCFS000	merced
besole	bésole	SPS00	bésole
las	las	DA0FP0	el
manos	manos	NCFP000	mano
d	de	SPS00	de
las	las	DA0FP0	el
qe	que	PR0CN000	que
me	me	PP1CS000	me
escrive	escribe	VMIP3S0	escribir
,	.	Fp	.
plegue	Plegue	VMSP0S0	placer
a	a	SPS00	a
dios	Dios	NP00000	dios
dar	dar	VMN0000	dar
paz	paz	NCFS000	paz
en	en	SPS00	en
la	la	DA0FS0	el
cristiandat	cristiandad	NCFS000	cristiandad
	,	Fc	,
q	que	CS	que
es	es	VSIP3S0	ser
el	el	DA0MS0	el
mayor	mayor	AQ0CS0	mayor
bie	bien	NCMS000	bien
d	de	SPS00	de
los	los	DA0MP0	el
de	de	SPS00	de
fuera	fuera	RG	fuera
del	del	SPS00+DA0MS0	de+el
cuerpo	cuerpo	NCMS000	cuerpo
,	.	Fp	.
recebire	Recibiré	VMIF1S0	recibir
senyalada	señalada	VMP00SF	señalar
merced	merced	NCFS000	merced
de	de	SPS00	de
saber	saber	VMN0000	saber
nuebas	nuevas	NCFP000	nueva
	,	Fc	,
pues	pues	CS	pues
se	sé	VMIP1S0	saber
q	que	CS	que
son	son	VSIP3P0	ser
frescas	frescas	AQ0FP0	fresco
	,	Fc	,
de	de	SPS00	de
vra	vuestra	DP2FSP	vuestro
merced	merced	NCFS000	merced
	.	Fp	.
servidor	Servidor	NCMS000	servidor
de	de	SPS00	de
su	su	DP3CS0	su
merced	merced	NCFS000	merced
q	que	PR0CN000	que
sus	sus	DP3CP0	su
manos	manos	NCFP000	mano
besa	besa	VMIP3S0	besar
	,	Fc	,
Martin	Martín	NP00000	martín
coston	Costón	NP00000	costón
