Muy	Muy	RQ	muy
magca	magnífica	AQ0FS0	magnífico
señora	señora	NP00000	señor
	.	Fp	.
Gran	Gran	AQ0CS0	gran
contento	contento	NCMS000	contento
ha	ha	VAIP3S0	haber
sido	sido	VSP0000	ser
mio	mío	DP1MSS	mío
haver	haber	VAN0000	haber
Reçebido	recibido	VMP0000	recibir
carta	carta	NCFS000	carta
de	de	SPS00	de
vmd	VM	NP00000	VM
y	y	CC	y
saber	saber	VMN0000	saber
de	de	SPS00	de
su	su	DP3CS0	su
salud	salud	NCFS000	salud
y	y	CC	y
del	del	SPS00+DA0MS0	de+el
señor	señor	NP00000	señor
Regente	regente	NP00000	regente
	.	Fp	.
de	De	SPS00	de
la	la	DA0FS0	el
mia	mía	PX1FS0S0	mío
le	le	PP3CSD00	le
hago	hago	VMIP1S0	hacer
saber	saber	VMN0000	saber
que	que	CS	que
estoy	estoy	VMIP1S0	estar
bueno	bueno	AQ0MS0	bueno
y	y	CC	y
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
de	de	SPS00	de
mi	mi	DP1CSS	mi
casa	casa	NCFS000	casa
tambien	también	RG	también
tengo	tengo	VMIP1S0	tener
aviso	aviso	NCMS000	aviso
que	que	CS	que
lo	lo	PP3CNA00	lo
stan	están	VMIP3P0	estar
en	en	SPS00	en
çaragoça	Zaragoza	NP00000	zaragoza
y	y	CC	y
en	en	SPS00	en
jaca	Jaca	NP00000	jaca
	.	Fp	.
despues	Después	RG	después
que	que	CS	que
llegue	llegué	VMIS1S0	llegar
en	en	SPS00	en
este	este	DD0MS0	este
Reyno	reino	NCMS000	reino
yo	yo	PP1CSN00	yo
hize	hice	VMIS1S0	hacer
saber	saber	VMN0000	saber
a	a	SPS00	a
vmd	VM	NP00000	VM
de	de	SPS00	de
mi	mi	DP1CSS	mi
llegada	llegada	NCFS000	llegada
en	en	SPS00	en
esta	esta	DD0FS0	este
ciudad	ciudad	NCFS000	ciudad
de	de	SPS00	de
Mallorca	Mallorca	NP00000	mallorca
	.	Fp	.
aunque	Aunque	CS	aunque
havia	había	VAII0S0	haber
pasado	pasado	VMP0000	pasar
mucha	mucha	DI0FS0	mucho
fortuna	fortuna	NCFS000	fortuna
y	y	CC	y
trabajos	trabajos	NCMP000	trabajo
en	en	SPS00	en
la	la	DA0FS0	el
mar	mar	NCMS000	mar
y	y	CC	y
basta	basta	VMIP3S0	bastar
para	para	SPS00	para
el	el	DA0MS0	el
contentamiento	contentamiento	NCMS000	contentamiento
podellas	poderlas	VMN0000+PP3FPA00	poder+lo
contar	contar	VMN0000	contar
	,	Fc	,
yo	yo	PP1CSN00	yo
no	no	RN	no
dexare	dejaré	VMIF1S0	dejar
de	de	SPS00	de
scrivir	escribir	VMN0000	escribir
siempre	siempre	RG	siempre
a	a	SPS00	a
