señor	Señor	NP00000	señor
	.	Fp	.
muy	Muy	RQ	muy
deseado	deseado	VMP00SM	desear
tengo	tengo	VMIP1S0	tener
cartas	cartas	NCFP000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
	,	Fc	,
que	que	CS	que
por	por	SPS00	por
mucho	mucho	DI0MS0	mucho
tpo	tiempo	NCMS000	tiempo
no	no	RN	no
he	he	VAIP1S0	haber
visto	visto	VMP0000	ver
ningA	ninguna	PI0FS00N	ninguno
de	de	SPS00	de
vm	VM	NP00000	VM
	.	Fp	.
Reçibire	Recibiré	VMIF1S0	recibir
gran	gran	AQ0CS0	gran
mrd	merced	NCFS000	merced
que	que	CS	que
vm	VM	NP00000	VM
m	me	PP1CS000	me
escriva	escriba	VMSP0S0	escribir
con	con	SPS00	con
todos	todos	DI0MP0	todo
los	los	DA0MP0	el
que	que	PR0CN000	que
aca	acá	RG	acá
vinyeren	vinieren	VMSF3P0	venir
	,	Fc	,
porq	porque	CS	porque
l	el	DA0MS0	el
rremedio	remedio	NCMS000	remedio
de	de	SPS00	de
vm	VM	NP00000	VM
y	y	CC	y
myo	mío	PX1MS0S0	mío
esta	está	VMIP3S0	estar
en	en	SPS00	en
tener	tener	VMN0000	tener
yo	yo	PP1CSN00	yo
cartas	cartas	NCFP000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
.	.	Fp	.
deseo	Deseo	VMIP1S0	desear
mucho	mucho	RQ	mucho
saber	saber	VMN0000	saber
si	si	CSI	si
rreçibio	recibió	VMIS3S0	recibir
unos	unos	DI0MP0	uno
despachos	despachos	NCMP000	despacho
que	que	PR0CN000	que
enbie	envié	VMIS1S0	enviar
con	con	SPS00	con
el	el	DA0MS0	el
licendo	licenciado	NP00000	licenciado
rramirez	Ramírez	NP00000	ramírez
de	de	SPS00	de
rrobles	Robles	NP00000	robles
E	y	CC	y
una	una	DI0FS0	uno
barra	barra	NCFS000	barra
de	de	SPS00	de
plata	plata	NCFS000	plata
	.	Fp	.
si	Si	CS	si
vm	VM	NP00000	VM
lo	lo	PP3CNA00	lo
rreçibio	recibió	VMIS3S0	recibir
.	,	Fc	,
de	de	SPS00	de
todo	todo	PI0MS000	todo
haga	haga	VMSP0S0	hacer
a	a	SPS00	a
su	su	DP3CS0	su
voluntad	voluntad	NCFS000	voluntad
	,	Fc	,
porq	porque	CS	porque
lo	lo	DA0NS0	el
q	que	PR0CN000	que
vm	VM	NP00000	VM
hiziere	hiciere	VMSF0S0	hacer
lo	lo	PP3CNA00	lo
tengo	tengo	VMIP1S0	tener
yo	yo	PP1CSN00	yo
por	por	SPS00	por
bien	bien	NCMS000	bien
	.	Fp	.
no	No	RN	no
a	ha	VAIP3S0	haber
avis	habido	VMP0000	haber
coyuntura	coyuntura	NCFS000	coyuntura
para	para	SPS00	para
le	le	PP3CSD00	le
enbiar	enviar	VMN0000	enviar
dineros	dineros	NCMP000	dinero
	.	Fp	.
de	De	SPS00	de
la	la	DA0FS0	el
fha	fecha	NCFS000	fecha
d	de	SPS00	de
esta	ésta	PD0FS000	este
en	en	SPS00	en
quatro	cuatro	Z	4
meses	meses	NCMP000	mes
le	le	PP3CSD00	le
enbiare	enviaré	VMIF1S0	enviar
dozientos	doscientos	Z	200
ducados	ducados	NCMP000	ducado
para	para	SPS00	para
q	que	CS	que
pague	pague	VMSP0S0	pagar
lo	lo	DA0NS0	el
que	que	PR0CN000	que
ovyere	hubiere	VASF0S0	haber
gastado	gastado	VMP0000	gastar
en	en	SPS00	en
sacar	sacar	VMN0000	sacar
su	su	DP3CS0	su
executoria	ejecutoria	NCFS000	ejecutoria
	.	Fp	.
y	Y	CC	y
no	no	RN	no
lo	lo	PP3CNA00	lo
dexe	deje	VMSP0S0	dejar
de	de	SPS00	de
hazer	hacer	VMN0000	hacer
aunque	aunque	CS	aunque
gaste	gaste	VMSP0S0	gastar
quanto	cuanto	PA000000	cuanto
tiene	tiene	VMIP3S0	tener
	,	Fc	,
que	que	CS	que
en	en	SPS00	en
lo	lo	DA0NS0	el
que	que	PR0CN000	que
toca	toca	VMIP3S0	tocar
a	a	SPS00	a
enbialle	enviarle	VMN0000+PP3CSD00	enviar+le
dineros	dineros	NCMP000	dinero
no	no	RN	no
abra	habrá	VMIF3S0	haber
falta	falta	NCFS000	falta
	.	Fp	.
y	Y	CC	y
si	si	CS	si
no	no	RN	no
hallare	hallare	VMSF0S0	hallar
persona	persona	NCFS000	persona
cierta	cierta	AQ0FS0	cierto
	,	Fc	,
los	los	PP3MPA00	lo
enbiare	enviaré	VMIF1S0	enviar
a	a	SPS00	a
la	la	DA0FS0	el
casa	caza	NP00000	casa
