Señor	Señor	NP00000	señor
	.	Fp	.
Enbiome	Enviome	VMIS3S0+PP1CS000	enviar+me
Vramd	VM	NP00000	VM
a	a	SPS00	a
deçir	decir	VMN0000	decir
qe	que	CS	que
ernan	Hernán	NP00000	hernán
sanchez	Sánchez	NP00000	sánchez
se	se	P00CN000	se
avia	había	VAII0S0	haber
qexado	quejado	VMP0000	quejar
a	a	SPS00	a
Vramd	VM	NP00000	VM
q	que	CS	que
Vramd	VM	NP00000	VM
no	no	RN	no
le	le	PP3CSD00	le
avia	había	VAII0S0	haber
dado	dado	VMP0000	dar
dineros	dineros	NCMP000	dinero
ni	ni	CCN	ni
otra	otra	DI0FS0	otro
persona	persona	NCFS000	persona
por	por	SPS00	por
Vramd	VM	NP00000	VM
	.	Fp	.
no	No	RN	no
tiene	tiene	VMIP3S0	tener
raçon	razón	NCFS000	razón
de	de	SPS00	de
qxarse	quejarse	VMN0000+P00CN000	quejar+se
de	de	SPS00	de
mi	mí	PP1CSO00	mí
ni	ni	CCN	ni
d	de	SPS00	de
Vramd	VM	NP00000	VM
porq	porque	CS	porque
si	si	CS	si
el	él	PP3MS000	él
dice	dice	VMIP3S0	decir
qe	que	CS	que
ve	ve	VMIP3S0	ver
qe	que	CS	que
no	no	RN	no
le	le	PP3CSD00	le
an	han	VAIP3P0	haber
dado	dado	VMP0000	dar
dineros	dineros	NCMP000	dinero
el	él	PP3MS000	él
miente	miente	VMIP3S0	mentir
	.	Fp	.
cono	Consejo	NCMS000	consejo
ruyn	ruin	AQ0CS0	ruin
	,	Fc	,
onbre	hombre	NCMS000	hombre
	,	Fc	,
porq	porque	CS	porque
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
di	di	VMIS1S0	dar
	,	Fc	,
dos	dos	Z	2
dias	días	NCMP000	día
antes	antes	RG	antes
q	que	CS	que
se	se	P00CN000	se
yçiese	hiciese	VMSI0S0	hacer
El	el	DA0MS0	el
ynterogatorio	interrogatorio	NCMS000	interrogatorio
en	en	SPS00	en
el	el	DA0MS0	el
audençia	audiencia	NCFS000	audiencia
q	que	PR0CN000	que
se	se	P00CN000	se
açe	hace	VMIP3S0	hacer
por	por	SPS00	por
la	la	DA0FS0	el
mañana	mañana	NCFS000	mañana
en	en	SPS00	en
el	el	DA0MS0	el
cuarto	cuarto	NCMS000	cuarto
nuebo	nuevo	AQ0MS0	nuevo
del	del	SPS00+DA0MS0	de+el
arçobispo	arzobispo	NCMS000	arzobispo
d	de	SPS00	de
toledo	Toledo	NP00000	toledo
	,	Fc	,
ocho	ocho	Z	8
reales	reales	NCMP000	real
como	como	CS	como
Vramd	VM	NP00000	VM
me	me	PP1CS000	me
dixo	dijo	VMIS3S0	decir
q	que	CS	que
se	se	PP3CN000	se
los	los	PP3MPA00	lo
diese	diese	VMSI0S0	dar
	.	Fp	.
y	Y	CC	y
asi	así	RG	así
se	se	PP3CN000	se
lo	lo	PP3CNA00	lo
diga	diga	VMSP0S0	decir
Vramd	VM	NP00000	VM
u	o	CC	o
le	le	PP3CSD00	le
amuese	amuese	VMSP0S0	amuesar
esta	esta	DD0FS0	este
carta	carta	NCFS000	carta
y	y	CC	y
yo	yo	PP1CSN00	yo
le	le	PP3CSD00	le
ablare	hablaré	VMIF1S0	hablar
.	.	Fp	.
tanbien	También	RG	también
me	me	PP1CS000	me
enbia	envía	VMIP3S0	enviar
Vramd	VM	NP00000	VM
a	a	SPS00	a
deçir	decir	VMN0000	decir
q	que	CS	que
le	le	PP3CSD00	le
enbie	envíe	VMSP0S0	enviar
alos	los	DA0MP0	el
dineros	dineros	NCMP000	dinero
q	que	PR0CN000	que
sobraron	sobraron	VMIS3P0	sobrar
d	de	SPS00	de
los	los	DA0MP0	el
veyteydos	veintidós	Z	22
Rs	reales	NCMP000	real
q	que	PR0CN000	que
Vramd	VM	NP00000	VM
me	me	PP1CS000	me
dio	dio	VMIS3S0	dar
para	para	SPS00	para
el	el	DA0MS0	el
pleyto	pleito	NCMS000	pleito
	.	Fp	.
yo	Yo	PP1CSN00	yo
di	di	VMIS1S0	dar
a	a	SPS00	a
Ernan	Hernán	NP00000	hernán
sanchez	Sánchez	NP00000	sánchez
ocho	ocho	Z	8
reales	reales	NCMP000	real
y	y	CC	y
di	di	VMIS1S0	dar
al	al	SPS00+DA0MS0	a+el
letrado	letrado	NCMS000	letrado
quatro	cuatro	Z	4
reales	reales	NCMP000	real
mas	más	RC	más
	.	Fp	.
di	Di	VMIS1S0	dar
al	al	SPS00+DA0MS0	a+el
notario	notario	NCMS000	notario
quatro	cuatro	Z	4
reales	reales	NCMP000	real
	.	Fp	.
al	Al	SPS00+DA0MS0	a+el
Escriviente	escribiente	NCCS000	escribiente
	,	Fc	,
delante	delante	RG	delante
d	de	SPS00	de
sotomayor	Sotomayor	NP00000	sotomayor
porq	porque	CS	porque
nos	nos	PP1CP000	nos
tomo	tomó	VMIS3S0	tomar
nuesta	nuestra	DP1FSP	nuestro
retificaçion	rectificación	NCFS000	rectificación
	,	Fc	,
le	le	PP3CSD00	le
di	di	VMIS1S0	dar
dos	dos	Z	2
reales	reales	NCMP000	real
porq	porque	CS	porque
dixo	dijo	VMIS3S0	decir
