Somos	Somos	VSIP1P0	ser
24	24	Z	24
Mi	Mi	DP1CSS	mi
querido	querido	VMP00SM	querer
Manuel	Manuel	NP00000	manuel
	.	Fp	.
acabo	Acabo	VMIP1S0	acabar
de	de	SPS00	de
recibir	recibir	VMN0000	recibir
tres	tres	Z	3
tuias	tuyas	PX2FP0S0	tuyo
	:	Fd	:
la	la	DA0FS0	el
una	una	DI0FS0	uno
fecha	fecha	NCFS000	fecha
18	18	Z	18
	,	Fc	,
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
28	28	Z	28
y	y	CC	y
la	la	DA0FS0	el
otra	otra	PI0FS000	otro
del	del	SPS00+DA0MS0	de+el
9	9	NCFS000	9
	,	Fc	,
a	a	SPS00	a
la	la	DA0FS0	el
que	que	PR0CN000	que
te	te	PP2CS000	te
debo	debo	VMIP1S0	deber
de	de	SPS00	de
contestar	contestar	VMN0000	contestar
qe	que	CS	que
nada	nada	PI0NN00N	nada
me	me	PP1CS000	me
as	has	VAIP2S0	haber
echo	hecho	VMP0000	hacer
para	para	SPS00	para
dejar	dejar	VMN0000	dejar
de	de	SPS00	de
escribirte	escribirte	VMN0000+PP2CS000	escribir+te
	.	Fp	.
yo	Yo	PP1CSN00	yo
no	no	RN	no
se	sé	VMIP1S0	saber
en	en	SPS00	en
qe	qué	PT0CN000	qué
consiste	consiste	VMIP3S0	consistir
el	el	DA0MS0	el
que	que	CS	que
no	no	RN	no
recibas	recibas	VMSP2S0	recibir
carta	carta	NCFS000	carta
mia	mía	DP1FSS	mío
	,	Fc	,
pues	pues	CS	pues
yo	yo	PP1CSN00	yo
no	no	RN	no
dejo	dejo	VMIP1S0	dejar
de	de	SPS00	de
escribirte	escribirte	VMN0000+PP2CS000	escribir+te
siempre	siempre	RG	siempre
qe	que	CS	que
tengo	tengo	VMIP1S0	tener
carta	carta	NCFS000	carta
tuia	tuya	PX2FS0S0	tuyo
y	y	CC	y
aunqe	aunque	CS	aunque
no	no	RN	no
la	la	PP3FSA00	lo
tenga	tenga	VMSP0S0	tener
	.	Fp	.
en	En	SPS00	en
cuanto	cuanto	PA000000	cuanto
a	a	SPS00	a
la	la	DA0FS0	el
qe	que	PR0CN000	que
me	me	PP1CS000	me
dices	dices	VMIP2S0	decir
aber	haber	VAN0000	haber
recibido	recibido	VMP0000	recibir
una	una	DI0FS0	uno
del	del	SPS00+DA0MS0	de+el
22	22	Z	22
y	y	CC	y
que	que	CS	que
te	te	PP2CS000	te
parece	parece	VMIP3S0	parecer
mui	muy	RQ	muy
atrasada	atrasada	VMP00SF	atrasar
	,	Fc	,
lo	lo	DA0NS0	el
mas	más	RC	más
qe	que	PR0CN000	que
se	se	P00CN000	se
detienen	detienen	VMIP3P0	detener
en	en	SPS00	en
mi	mi	DP1CSS	mi
poder	poder	NCMS000	poder
despues	después	RG	después
de	de	SPS00	de
escritas	escritas	VMP00PF	escribir
es	es	VSIP3S0	ser
un	un	DI0MS0	uno
dia	día	NCMS000	día
	.	Fp	.
el	El	DA0MS0	el
dia	día	NCMS000	día
de	de	SPS00	de
la	la	DA0FS0	el
feiriña	feiriña	NCFS000	feiriña
estube	estuve	VMIS1S0	estar
en	en	SPS00	en
frejo	Frejo	NP00000	frejo
a	a	SPS00	a
buscar	buscar	VMN0000	buscar
el	el	DA0MS0	el
lienzo	lienzo	NCMS000	lienzo
fino	fino	AQ0MS0	fino
qe	que	CS	que
habia	había	VAII0S0	haber
echado	echado	VMP0000	echar
y	y	CC	y
desde	desde	SPS00	desde
alli	allí	RG	allí
te	te	PP2CS000	te
escribi	escribí	VMIS1S0	escribir
la	la	DA0FS0	el
qe	que	PR0CN000	que
