Sor	Señor	NP00000	señor
Dn	don	NP00000	don
Luis	Luis	NP00000	luis
de	de	SPS00	de
Sosa	Sosa	NP00000	sosa
	.	Fp	.
Leon	León	NP00000	león
	.	Fp	.
Cadiz	Cádiz	NP00000	cádiz
	,	Fc	,
Marzo	marzo	NCMS000	marzo
8	8	Z	8
de	de	SPS00	de
1814	1814	Z	1814
.	.	Fp	.
Mui	Muy	RQ	muy
Señor	señor	NP00000	señor
mio	mío	DP1MSS	mío
y	y	CC	y
amigo	amigo	NP00000	amigo
,	.	Fp	.
Ayer	Ayer	RG	ayer
recivi	recibí	VMIS1S0	recibir
su	su	DP3CS0	su
carta	carta	NCFS000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
de	de	SPS00	de
25	25	Z	25
de	de	SPS00	de
Febrero	febrero	NCMS000	febrero
,	,	Fc	,
acompañada	acompañada	VMP00SF	acompañar
de	de	SPS00	de
la	la	DA0FS0	el
copia	copia	NCFS000	copia
de	de	SPS00	de
la	la	DA0FS0	el
declaracion	declaración	NCFS000	declaración
de	de	SPS00	de
vm	VM	NP00000	VM
en	en	SPS00	en
el	el	DA0MS0	el
expediente	expediente	NCMS000	expediente
de	de	SPS00	de
Vizcaino	Vizcaíno	NP00000	vizcaíno
,	,	Fc	,
y	y	CC	y
una	una	DI0FS0	uno
carta	carta	NCFS000	carta
del	del	SPS00+DA0MS0	de+el
amigo	amigo	NCMS000	amigo
de	de	SPS00	de
Alzuru	Alzuru	NP00000	alzuru
que	que	CS	que
escrivió	escribió	VMIS3S0	escribir
a	a	SPS00	a
los	los	DA0MP0	el
Señores	señores	NCMP000	señor
Mérida	Mérida	NP00000	mérida
y	y	CC	y
Villapadierna	Villapadierna	NP00000	villapadierna
.	.	Fp	.
Antes	Antes	RG	antes
de	de	SPS00	de
recivir	recibir	VMN0000	recibir
esta	ésta	PD0FS000	este
se	se	P00CN000	se
me	me	PP1CS000	me
presentó	presentó	VMIS3S0	presentar
dho	dicho	VMP00SM	decir
Alzuru	Alzuru	NP00000	alzuru
con	con	SPS00	con
su	su	DP3CS0	su
carta	carta	NCFS000	carta
de	de	SPS00	de
vm	VM	NP00000	VM
de	de	SPS00	de
10	10	Z	10
de	de	SPS00	de
Enero	enero	NCMS000	enero
en	en	SPS00	en
que	que	CS	que
le	le	PP3CSD00	le
acompaña	acompaña	VMIP3S0	acompañar
	.	Fp	.
va	Va	VMIP3S0	ir
despachado	despachado	VMP00SM	despachar
el	el	DA0MS0	el
requisitorio	requisitorio	NCMS000	requisitorio
que	que	PR0CN000	que
dirigió	dirigió	VMIS3S0	dirigir
para	para	SPS00	para
evacuar	evacuar	VMN0000	evacuar
la	la	DA0FS0	el
declaración	declaración	NCFS000	declaración
que	que	PR0CN000	que
deseava	deseaba	VMII0S0	desear
.	.	Fp	.
En	En	SPS00	en
vista	vista	NCFS000	vista
de	de	SPS00	de
la	la	DA0FS0	el
carta	carta	NCFS000	carta
de	de	SPS00	de
10	10	Z	10
de	de	SPS00	de
Enero	enero	NCMS000	enero
en	en	SPS00	en
que	que	CS	que
me	me	PP1CS000	me
avisava	avisaba	VMII0S0	avisar
la	la	DA0FS0	el
