jhus	Jesus	NP00000	jesus
	,	Fc	,
Ma	Maria	NP00000	maria
	.	Fp	.
em	Em	SPS00	em
bordeos	Bordéus	NP00000	bordéus
	,	Fc	,
a	a	SPS00	a
24	24	Z	24
de	de	SPS00	de
novembro	novembro	NCMS000	novembro
de	de	SPS00	de
1603	1603	Z	1603
anos	anos	NCMP000	ano
	.	Fp	.
Posto	Posto	VMP00SM	pôr
que	que	CS	que
VM	VM	NP00000	VM
me	me	PP1CS000	me
nam	não	RN	não
quis	quis	VMIS3S0	querer
escrever	escrever	VMN0000	escrever
temdo	tendo	VMG0000	ter
portador	portador	NCMS000	portador
tam	tão	RC	tão
certo	certo	AQ0MS0	certo
como	como	CS	como
foi	foi	VSIS3S0	ser
frco	Francisco	NP00000	francisco
da	da	SPS00+DA0FS0	de+o
fonqua	Fonseca	NP00000	fonseca
portador	portador	NCMS000	portador
desta	desta	SPS00+PD0FS000	de+este
,	,	Fc	,
nem	nem	CCN	nem
por	por	SPS00	por
iso	isso	PD0NN000	isso
ei	hei	VMIP1S0	haver
de	de	SPS00	de
deixar	deixar	VMN0000	deixar
de	de	SPS00	de
lhe	lhe	PP3CSD00	lhe
fazer	fazer	VMN0000	fazer
estas	estas	DD0FP0	este
breves	breves	AQ0CP0	breve
regras	regras	NCFP000	regra
pa	para	SPS00	para
nellas	nelas	SPS00+PP3FP000	em+ele
lhe	lhe	PP3CSD00	lhe
pedir	pedir	VMN0000	pedir
me	me	PP1CS000	me
mande	mande	VMSP0S0	mandar
mtas	muitas	DI0FP0	muito
novas	novas	NCFP000	nova
suas	suas	DP3FP0	seu
,	,	Fc	,
pois	pois	CS	pois
sabe	sabe	VMIP3S0	saber
o	o	DA0MS0	o
gosto	gosto	NCMS000	gosto
e	e	CC	e
amor	amor	NCMS000	amor
com	com	SPS00	com
que	que	PR0CN000	que
sempre	sempre	RG	sempre
folgarei	folgarei	VMIF1S0	folgar
de	de	SPS00	de
ouvir	ouvir	VMN0000	ouvir
boas novas	boas-novas	NCFP000	boa-nova
suas	suas	DP3FP0	seu
,	,	Fc	,
as	as	DA0FP0	o
quais	quais	PR0CP000	qual
queira	queira	VMSP0S0	querer
deos	Deus	NP00000	deus
me	me	PP1CS000	me
venham	venham	VMSP3P0	vir
sempre	sempre	RG	sempre
como	como	CS	como
este	este	DD0MS0	este
seu	seu	DP3MS0	seu
compadre	compadre	NCMS000	compadre
e	e	CC	e
amigo	amigo	NCMS000	amigo
lhe	lhe	PP3CSD00	lhe
deseja	deseja	VMIP3S0	desejar
,	.	Fp	.
e	E	CC	e
o	o	DA0MS0	o
nan	não	RN	não
ter	ter	VMN0000	ter
eu	eu	PP1CSN00	eu
feito	feito	VMP00SM	fazer
isto	isto	PD0NN000	isto
ha	há	VMIP3S0	haver
mtos	muitos	DI0MP0	muito
dias	dias	NCMP000	dia
nam	não	RN	não
foi	foi	VSIS3S0	ser
por	por	SPS00	por
me	me	PP1CS000	me
faltar	faltar	VMN0000	faltar
vontade	vontade	NCFS000	vontade
,	,	Fc	,
mas	mas	CC	mas
	,	Fc	,
como	como	CS	como
eu	eu	PP1CSN00	eu
qua	cá	RG	cá
andava	andava	VMII0S0	andar
enfadado	enfadado	VMP00SM	enfadar
esperando	esperando	VMG0000	esperar
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
dias	dias	NCMP000	dia
me	me	PP1CS000	me
tirasse	tirasse	VMSI0S0	tirar
deos	Deus	NP00000	deus
de	de	SPS00	de
lla	lá	RG	lá
em	em	SPS00	em
pas	paz	NCFS000	paz
minha	minha	DP1FSS	meu
molher	mulher	NCFS000	mulher
e	e	CC	e
fos	filhos	NCMP000	filho
e	e	CC	e
mos	mos	PP1CS000+PP3MPA00	me+o
trouxesse	trouxesse	VMSI0S0	trazer
diante	diante	RG	diante
meus	meus	DP1MPS	meu
olhos	olhos	NCMP000	olho
	,	Fc	,
nam	não	RN	não
andava	andava	VMII0S0	andar
de	de	SPS00	de
todo	todo	PI0MS000	todo
e	e	CC	e
em	em	SPS00	em
cuidar	cuidar	VMN0000	cuidar
	,	Fc	,
do	do	SPS00+DA0MS0	de+o
modo	modo	NCMS000	modo
que	que	PR0CN000	que
me	me	PP1CS000	me
vim	vim	VMIS1S0	vir
sem	sem	SPS00	sem
falar	falar	VMN0000	falar
com	com	SPS00	com
nenhum	nenhum	DI0MS0	nenhum
amigo	amigo	NCMS000	amigo
	.	Fp	.
e	E	CC	e
estava	estava	VMII0S0	estar
ao	ao	SPS00+DA0MS0	a+o
sabado	sábado	NCMS000	sábado
a	à	SPS00+DA0FS0	a+o
noite	noite	NCFS000	noite
em	em	SPS00	em
minha	minha	DP1FSS	meu
caza	casa	NCFS000	casa
bem	bem	RG	bem
quieto	quieto	AQ0MS0	quieto
	.	Fp	.
e	E	CC	e
que	que	CS	que
ho	o	DA0MS0	o
ladram	ladrão	NCMS000	ladrão
do	do	SPS00+DA0MS0	de+o
juis	juiz	NCMS000	juiz
me	me	PP1CS000	me
aVia	havia	VMII0S0	haver
de	de	SPS00	de
mandar	mandar	VMN0000	mandar
Recado	recado	NCMS000	recado
que	que	CS	que
logo	logo	RG	logo
me	me	PP1CS000	me
saisse	saísse	VMSI0S0	sair
porque	porque	CS	porque
pella	pela	SPS00+DA0FS0	por+o
menham	manhã	NCFS000	manhã
me	me	PP1CS000	me
avia	havia	VMII0S0	haver
de	de	SPS00	de
prender	prender	VMN0000	prender
,	,	Fc	,
proque	porque	CS	porque
tinha	tinha	VMII0S0	ter
en	em	SPS00	em
sua	sua	DP3FS0	seu
mão	mão	NCFS000	mão
hum	um	DI0MS0	um
Rol	rol	NCMS000	rol
de	de	SPS00	de
diogo	Diogo	NP00000	diogo
vas	Vaz	NP00000	vaz
pereira	Pereira	NP00000	pereira
pa	para	SPS00	para
iso	isso	PD0NN000	isso
	.	Fp	.
e	E	CC	e
me	me	PP1CS000	me
fes	fez	VMIS3S0	fazer
sair	sair	VMN0000	sair
a	à	SPS00+DA0FS0	a+o
meanoite	meia-noite	NCFS000	meia-noite
sem	sem	SPS00	sem
me	me	PP1CS000	me
despedir	despedir	VMN0000	despedir
de	de	SPS00	de
nenhum	nenhum	DI0MS0	nenhum
amigo	amigo	NCMS000	amigo
nem	nem	CCN	nem
parente	parente	NCMS000	parente
,	,	Fc	,
so	só	RG	só
a	a	SPS00	a
fim	fim	NCMS000	fim
de	de	SPS00	de
levar	levar	VMN0000	levar
corenta	quarenta	Z	quarenta
mil	mil	Z	mil
reis	réis	NCMP000	réis
que	que	PR0CN000	que
minha	minha	DP1FSS	meu
molher	mulher	NCFS000	mulher
lhe	lhe	PP3CSD00	lhe
deu	deu	VMIS3S0	dar
e	e	CC	e
des	dez	Z	dez
mil	mil	Z	mil
reis	réis	NCMP000	réis
que	que	PR0CN000	que
me	me	PP1CS000	me
la	lá	RG	lá
devia	devia	VMII0S0	dever
e	e	CC	e
Vinte	vinte	Z	vinte
mil	mil	Z	mil
reis	réis	NCMP000	réis
que	que	PR0CN000	que
me	me	PP1CS000	me
levou	levou	VMIS3S0	levar
per	por	SPS00	por
outra	outra	DI0FS0	outro
falsidade	falsidade	NCFS000	falsidade
,	.	Fp	.
mas	Mas	CC	mas
querera	quererá	VMIF3S0	querer
deos	Deus	NP00000	deus
que	que	CS	que
page	pague	VMSP0S0	pagar
tudo	tudo	PI0NN000	tudo
por	por	SPS00	por
junto	junto	RG	junto
pois	pois	CS	pois
me	me	PP1CS000	me
fes	fez	VMIS3S0	fazer
desaquietar	desinquietar	VMN0000	desinquietar
de	de	SPS00	de
minha	minha	DP1FSS	meu
naturesa	natureza	NCFS000	natureza
e	e	CC	e
amigos	amigos	NCMP000	amigo
,	.	Fp	.
Mas	Mas	CC	mas
oje	hoje	RG	hoje
nan	não	RN	não
me	me	PP1CS000	me
peza	pesa	VMIP3S0	pesar
de	de	SPS00	de
me	me	PP1CS000	me
ver	ver	VMN0000	ver
qua	cá	RG	cá
pois	pois	CS	pois
estou	estou	VMIP1S0	estar
en	em	SPS00	em
boa	boa	AQ0FS0	bom
terra	terra	NCFS000	terra
	,	Fc	,
aonde	onde	PA000000	onde
nan	não	RN	não
faltam	faltam	VMIP3P0	faltar
igreijas	igrejas	NCFP000	igreja
e	e	CC	e
mosteiros	mosteiros	NCMP000	mosteiro
nem	nem	CCN	nem
o	o	DA0MS0	o
mais	mais	RC	mais
necesario	necessário	AQ0MS0	necessário
asim	assim	RG	assim
pa	para	SPS00	para
a	a	DA0FS0	o
alma	alma	NCFS000	alma
como	como	CS	como
pa	para	SPS00	para
o	o	DA0MS0	o
corpo	corpo	NCMS000	corpo
,	.	Fp	.
seja	Seja	VSSP0S0	ser
deos	Deus	NP00000	deus
louvado	louvado	VMP00SM	louvar
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
trouxe	trouxe	VMIS3S0	trazer
a	a	SPS00	a
ella	ela	PP3FS000	ele
e	e	CC	e
me	me	PP1CS000	me
livrou	livrou	VMIS3S0	livrar
de	de	SPS00	de
testemunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
	,	Fc	,
que	que	CS	que
	,	Fc	,
com	com	SPS00	com
verdade	verdade	NCFS000	verdade
	,	Fc	,
estava	estava	VMII0S0	estar
tan	tão	RC	tão
livre	livre	AQ0CS0	livre
da	da	SPS00+DA0FS0	de+o
inquisisão	Inquisição	NP00000	inquisição
como	como	CS	como
VM	VM	NP00000	VM
,	,	Fc	,
mas	mas	CC	mas
nan	não	RN	não
de	de	SPS00	de
testemunhos	testemunhos	NCMP000	testemunho
falsos	falsos	AQ0MP0	falso
	.	Fp	.
seja	Seja	VSSP0S0	ser
deus	Deus	NP00000	deus
louvado	louvado	VMP00SM	louvar
	,	Fc	,
que	que	CS	que
me	me	PP1CS000	me
tirou	tirou	VMIS3S0	tirar
de	de	SPS00	de
lla	lá	RG	lá
em	em	SPS00	em
pas	paz	NCFS000	paz
e	e	CC	e
me	me	PP1CS000	me
trouxe	trouxe	VMIS3S0	trazer
a	a	SPS00	a
este	este	DD0MS0	este
bordeos	Bordéus	NP00000	bordéus
aonde	onde	PA000000	onde
fiquo	fico	VMIP1S0	ficar
con	com	SPS00	com
saude	saúde	NCFS000	saúde
	,	Fc	,
a	a	SPS00	a
deus	Deus	NP00000	deus
louvores	louvores	NCMP000	louvor
e	e	CC	e
toda	toda	DI0FS0	todo
minha	minha	DP1FSS	meu
caza	casa	NCFS000	casa
,	,	Fc	,
e	e	CC	e
mui	muito	RQ	muito
preestes	prestes	AQ0CN0	prestes
pa	para	SPS00	para
