Jhus	Jesus	NP00000	jesus
maria	Maria	NP00000	maria
Admirado	Admirado	VMP0000	admirar
me	me	PP1CS000	me
tem	tem	VAIP3S0	ter
,	,	Fc	,
sors	senhores	NP00000	senhor
tios	Tios	NP00000	tio
miguel	Miguel	NP00000	miguel
frances	Francês	NP00000	francês
e	e	CC	e
po	Pedro	NP00000	pedro
frances	Francês	NP00000	francês
	,	Fc	,
a	a	DA0FS0	o
estranhesa	estranheza	NCFS000	estranheza
cö	com	SPS00	com
q	que	PR0CN000	que
vsms	VMs	NP00000	VM
me	me	PP1CS000	me
tratão	tratam	VMIP3P0	tratar
em	em	SPS00	em
esta	esta	DD0FS0	este
terra	terra	NCFS000	terra
	,	Fc	,
estando	estando	VMG0000	estar
eu	eu	PP1CSN00	eu
nella	nela	SPS00+PP3FS000	em+ele
há	há	VMIP3S0	haver
mais	mais	RC	mais
de	de	SPS00	de
des	dez	Z	dez
annos	anos	NCMP000	ano
,	,	Fc	,
esperando	esperando	VMG0000	esperar
correspondão	correspondam	VMSP3P0	corresponder
vsms	VMs	NP00000	VM
ao	ao	SPS00+DA0MS0	a+o
sangue	sangue	NCMS000	sangue
sequer	sequer	RG	sequer
com	com	SPS00	com
o	o	DA0MS0	o
q	que	PR0CN000	que
fasem	fazem	VMIP3P0	fazer
a	a	SPS00	a
estranhos	estranhos	NCMP000	estranho
;	.	Fp	.
E	É	VSIP3S0	ser
certo	certo	AQ0MS0	certo
q	que	CS	que
nenhũa	nenhuma	DI0FS0	nenhum
cousa	coisa	NCFS000	coisa
vsms	VMs	NP00000	VM
perderão	perderão	VMIF3P0	perder
	,	Fc	,
antes	antes	RG	antes
ganharião	ganhariam	VMIC3P0	ganhar
mto	muito	RQ	muito
se	se	CS	se
me	me	PP1CS000	me
ouverão	houveram	VAIM3P0	haver
mandado	mandado	VMP0000	mandar
as	as	DA0FP0	o
suas	suas	DP3FP0	seu
encommendas	encomendas	NCFP000	encomenda
,	,	Fc	,
como	como	CS	como
fasem	fazem	VMIP3P0	fazer
a	a	SPS00	a
Anto	António	NP00000	antónio
vaas	Vaz	NP00000	vaz
mez	Mendes	NP00000	mendes
,	,	Fc	,
e	e	CC	e
mel	Manuel	NP00000	manuel
dias	Dias	NP00000	dias
da	da	SPS00+DA0FS0	de+o
silva	Silva	NP00000	silva
,	,	Fc	,
e	e	CC	e
Bmeu	Bartolomeu	NP00000	bartolomeu
sanches	Sanches	NP00000	sanches
,	,	Fc	,
q	que	CS	que
	,	Fc	,
não	não	RN	não
so	só	RG	só
lhe	lhe	PP3CSD00	lhe
fasem	fazem	VMIP3P0	fazer
isto	isto	PD0NN000	isto
q	que	PR0CN000	que
digo	digo	VMIP1S0	dizer
	,	Fc	,
mas	mas	CC	mais
ainda	ainda	RG	ainda
lhe	lhe	PP3CSD00	lhe
adquirem	adquirem	VMIP3P0	adquirir
as	as	DA0FP0	o
de	de	SPS00	de
particulares	particulares	NCMP000	particular
,	,	Fc	,
como	como	CS	como
agora	agora	RG	agora
as	as	DA0FP0	o
de	de	SPS00	de
maior	maior	AQ0CS0	maior
de	de	SPS00	de
castro	castro	X	X
deverão	deverão	VMIF3P0	dever
vsms	VMs	NP00000	VM
	.	Fp	.
considerão	Consideram	VMIP3P0	considerar
q	que	CS	que
sirvo	sirvo	VMIP1S0	servir
outrem	outrem	PI0NN000	outrem
;	,	Fc	,
e	e	CC	e
a	a	SPS00	a
cabo	cabo	NCMS000	cabo
de	de	SPS00	de
des	dez	Z	dez
annos	anos	NCMP000	ano
ja	já	RG	já
me	me	PP1CS000	me
não	não	RN	não
attreverei	atreverei	VMIF1S0	atrever
a	a	SPS00	a
apparecer	aparecer	VMN0000	aparecer
em	em	SPS00	em
esse	esse	DD0MS0	esse
Reino	reino	NCMS000	reino
	,	Fc	,
pobre	pobre	AQ0CS0	pobre
e	e	CC	e
misero	mísero	AQ0MS0	mísero
como	como	CS	como
estou	estou	VMIP1S0	estar
,	,	Fc	,
e	e	CC	e
estas	estas	DD0FP0	este
