Sor	Senhor	NP00000	senhor
mel	Manuel	NP00000	manuel
dias	Dias	NP00000	dias
	.	Fp	.
en	Em	SPS00	em
madid	Madrid	NP00000	madrid
	,	Fc	,
a	a	SPS00	a
28	28	Z	28
de	de	SPS00	de
agosto	agosto	NCMS000	agosto
	,	Fc	,
1609	1609	Z	1609
	.	Fp	.
Devo	Devo	VMIP1S0	dever
reposta	resposta	NCFS000	resposta
Algumas	algumas	DI0FP0	algum
de	de	SPS00	de
vm	VM	NP00000	VM
	,	Fc	,
q	que	CS	que
satisfarei	satisfarei	VMIF1S0	satisfazer
Com	com	SPS00	com
esta	esta	DD0FS0	este
e	,	Fc	,
e	e	CC	e
direi	direi	VMIF1S0	dizer
em	em	SPS00	em
como	como	CS	como
Levei	levei	VMIS1S0	levar
mto	muito	RQ	muito
gosto	gosto	NCMS000	gosto
de	de	SPS00	de
vm	VM	NP00000	VM
Cobrar	cobrar	VMN0000	cobrar
de	de	SPS00	de
simão	Simão	NP00000	simão
roiz	Rodrigues	NP00000	rodrigues
Carnro	Carneiro	NP00000	carneiro
	.	Fp	.
e	E	CC	e
no	no	SPS00+DA0MS0	em+o
que	que	PR0CN000	que
toqua	toca	VMIP3S0	tocar
a	a	SPS00	a
louremso	Lourenço	NP00000	lourenço
lopes	Lopes	NP00000	lopes
	,	Fc	,
eu	eu	PP1CSN00	eu
não	não	RN	não
safei	safei	VMIS1S0	safar
comta	conta	NCFS000	conta
por	por	SPS00	por
me	me	PP1CS000	me
dizer	dizer	VMN0000	dizer
não	não	RN	não
estava	estava	VMII0S0	estar
aCabado	acabado	VMP00SM	acabar
de	de	SPS00	de
Cobrar	cobrar	VMN0000	cobrar
as	as	DA0FP0	o
dividas	dívidas	NCFP000	dívida
de	de	SPS00	de
vm	VM	NP00000	VM
	,	Fc	,
qto	quanto	PR0CN000	quanto
mais	mais	RC	mais
que	que	CS	que
lhe	lhe	PP3CSD00	lhe
ajustara	ajustará	VMIF3S0	ajustar
de	de	SPS00	de
q	que	PR0CN000	que
esteja	esteja	VMSP0S0	teja
tudo	tudo	PI0NN000	tudo
Cobrado	cobrado	VMP00SM	cobrar
e	e	CC	e
o	o	PP3MSA00	o
remetera	remeterá	VMIF3S0	remeter
a	a	SPS00	a
vm	VM	NP00000	VM
	.	Fp	.
e	E	CC	e
	,	Fc	,
sendo	sendo	VSG0000	ser
nesesario	necessário	AQ0MS0	necessário
meterme	meter-me	VMN0000+PP1CS000	meter+me
niso	nisso	SPS00+PD0NN000	em+isso
	,	Fc	,
o	o	PP3MSA00	o
farei	farei	VMIF1S0	fazer
	.	Fp	.
ele	Ele	PP3MS000	ele
me	me	PP1CS000	me
deu	deu	VMIS3S0	dar
mil	mil	Z	mil
e	e	CC	e
sem	cem	Z	cem
reles	reales	NCMP000	real
	,	Fc	,
q	que	CS	que
vai	vai	VMIP3S0	ir
Com	com	SPS00	com
o	o	DA0MS0	o
dro	dinheiro	NCMS000	dinheiro
que	que	PR0CN000	que
mando	mando	VMIP1S0	mandar
a	a	SPS00	a
meu	meu	DP1MSS	meu
irmão	irmão	NCMS000	irmão
	,	Fc	,
no	no	SPS00+DA0MS0	em+o
proprio	próprio	NCMS000	próprio
taleige	taleigo	NCMS000	taleigo
Cozido	cosido	VMP00SM	coser
e	e	CC	e
laCrado	lacrado	VMP00SM	lacrar
	,	Fc	,
e	e	CC	e
lhe	lhe	PP3CSD00	lhe
avizo	aviso	VMIP1S0	avisar
o	o	DA0MS0	o
de	dê	VMSP0S0	dar
a	a	SPS00	a
vm	VM	NP00000	VM
	.	Fp	.
no	No	SPS00+DA0MS0	em+o
q	que	PR0CN000	que
esta	está	VMIP3S0	estar
por	por	SPS00	por
Vender	vender	VMN0000	vender
de	de	SPS00	de
Comta	conta	NCFS000	conta
de	de	SPS00	de
vm	VM	NP00000	VM
em	em	SPS00	em
meu	meu	DP1MSS	meu
poder	poder	NCMS000	poder
	,	Fc	,
farei	farei	VMIF1S0	fazer
deligencia	diligência	NCFS000	diligência
	,	Fc	,
ofresemdose	oferecendo-se	VMG0000+P00CN000	oferecer+se
ocazian	ocasião	NCFS000	ocasião
	,	Fc	,
pa	para	SPS00	para
que	que	PR0CN000	que
se	se	P00CN000	se
vemda	venda	NCFS000	venda
	,	Fc	,
mas	mas	CC	mais
o	o	DA0MS0	o
fardo	fardo	NCMS000	fardo
de	de	SPS00	de
Ruam	Juan	NP00000	juan
he	é	VSIP3S0	ser
Roim	ruim	AQ0CS0	ruim
e	e	CC	e
não	não	RN	não
qerem	querem	VMIP3P0	querer
emtrar	entrar	VMN0000	entrar
nele	nele	SPS00+PP3MS000	em+ele
	.	Fp	.
hũ	Um	DI0MS0	um
destes	destes	SPS00+DD0MP0	de+este
dias	dias	NCMP000	dia
o	o	PP3MSA00	o
dava	dava	VMII0S0	dar
por	por	SPS00	por
3	3	Z	3
Rs	reales	NCMP000	real
12	12	Z	12
mo	mo	PP1CS000+DA0MS0	me+o
fiado	fiado	VMP00SM	fiar
e	e	CC	e
não	não	RN	não
o	o	PP3MSA00	o
qizeram	quiseram	VMIS3P0	querer
	,	Fc	,
davanme	davam-me	Fc	,
3	3	Z	3
Rs	reales	NCMP000	real
4	4	Z	4
	.	Fp	.
se	Se	CS	se
me	me	PP1CS000	me
dão	dão	VMIP3P0	dar
3	3	Z	3
Rs	reales	NCMP000	real
	,	Fc	,
o	o	PP3MSA00	o
ei	hei	VMIP1S0	haver
de	de	SPS00	de
dar	dar	VMN0000	dar
por	por	SPS00	por
os	os	DA0MP0	o
dezejos	desejos	NCMP000	desejo
que	que	PR0CN000	que
tenho	tenho	VMIP1S0	ter
de	de	SPS00	de
sair	sair	VMN0000	sair
dele	dele	SPS00+PP3MS000	de+ele
	.	Fp	.
os	Os	DA0MP0	o
Cambedais	cabedais	NCMP000	cabedal
	,	Fc	,
não	não	RN	não
se	se	P00CN000	se
vende	vende	VMIP3S0	vender
hua	uma	DI0FS0	um
pa	peça	NCFS000	peça
	.	Fp	.
eu	Eu	PP1CSN00	eu
tenho	tenho	VMIP1S0	ter
algumas	algumas	DI0FP0	algum
	,	Fc	,
e	e	CC	e
bem	bem	RG	bem
finos	finos	AQ0MP0	fino
	,	Fc	,
e	e	CC	e
não	não	RN	não
poso	posso	VMIP1S0	poder
vender	vender	VMN0000	vender
hua	uma	DI0FS0	um
pa	peça	NCFS000	peça
	.	Fp	.
os	Os	DA0MP0	o
alfenites	alfinetes	NCMP000	alfinete
tanben	também	RG	também
estan	estão	VMIP3P0	estar
por	por	SPS00	por
Vender	vender	VMN0000	vender
	,	Fc	,
mas	mas	CC	mais
bem	bem	RG	bem
Creio	creio	VMIP1S0	crer
se	se	CS	se
venderan	venderão	VMIF3P0	vender
breve	breve	RG	breve
	.	Fp	.
agora	Agora	RG	agora
direi	direi	VMIF1S0	dizer
em	em	SPS00	em
Como	como	CS	como
abri	abri	VMIS1S0	abrir
vara	haverá	VMIF3S0	haver
2	2	Z	2
dias	dias	NCMP000	dia
o	o	DA0MS0	o
fardo	fardo	NCMS000	fardo
de	de	SPS00	de
nascotes	anascotes	NCMP000	anascote
de	de	SPS00	de
vm	VM	NP00000	VM
pa	para	SPS00	para
o	o	DA0MS0	o
vender	vender	VMN0000	vender
e	e	CC	e
dar	dar	VMN0000	dar
p	por	SPS00	por
18	18	Z	18
dos	cruzados	NCMP000	cruzado
	.	Fp	.
respeito	Respeito	NCMS000	respeito
que	que	CS	que
os	os	DA0MP0	o
meos	meus	DP1MPS	meu
os	os	DA0MP0	o
não	não	RN	não
qero	quero	VMIP1S0	querer
dar	dar	VMN0000	dar
por	por	SPS00	por
ese	esse	DD0MS0	esse
preso	preço	NCMS000	preço
	.	Fp	.
e	E	CC	e
	,	Fc	,
abrindo	abrindo	VMG0000	abrir
dito	dito	SPS00+DA0MS0	de+o
fardo	fardo	NCMS000	fardo
	,	Fc	,
achei	achei	VMIS1S0	achar
que	que	CS	que
as	as	DA0FP0	o
pesas	peças	NCFP000	peça
negras	negras	NCFP000	negra
eram	eram	VSII3P0	ser
as	as	DA0FP0	o
piores	piores	AQ0CP0	pior
q	que	PR0CN000	que
podem	podem	VMIP3P0	poder
ser	ser	VSN0000	ser
e	e	CC	e
digo	digo	VMIP1S0	dizer
a	a	SPS00	a
vm	VM	NP00000	VM
não	não	RN	não
os	os	PP3MSA00	o
ei	hei	VMIP1S0	haver
visto	visto	VMP0000	ver
piores	piores	AQ0CP0	pior
	.	Fp	.
e	E	CC	e
ja	já	RG	já
os	os	DA0MP0	o
branqos	brancos	NCMP000	branco
tambem	também	RG	também
não	não	RN	não
san	são	VSIP3P0	ser
bos	bons	AQ0MP0	bom
	,	Fc	,
porq	porque	CS	porque
não	não	RN	não
san	são	VSIP3P0	ser
ben	bem	RG	bem
branqos	brancos	NCMP000	branco
	,	Fc	,
senão	senão	CC	senão
