Sor	Senhor	NP00000	senhor
Paulo	Paulo	NP00000	paulo
Jo	Jácome	NP00000	jácome
Pinto	Pinto	NP00000	pinto
	.	Fp	.
serenam	Suriname	NP00000	suriname
	,	Fc	,
1	1	Z	1
7ro	setembro	NCMS000	setembro
1672	1672	Z	1672
No	No	SPS00+DA0MS0	em+o
navio	navio	NCMS000	navio
Marcus	Marcus	NP00000	marcus
Corsius	Corsius	NP00000	corsius
escrivi	escrevi	VMIS1S0	escrever
Largo	largo	AQ0MS0	largo
a	a	SPS00	a
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
admirandome	admirando-me	VMG0000+PP1CS000	admirar+me
de	de	SPS00	de
não	não	RN	não
me	me	PP1CS000	me
aver	haver	VAN0000	haver
honrado	honrado	VMP0000	honrar
con	com	SPS00	com
carta	carta	NCFS000	carta
sua	sua	DP3FS0	seu
no	no	SPS00+DA0MS0	em+o
navio	navio	NCMS000	navio
a	A	DA0FS0	o
susana	Susana	NP00000	susana
	,	Fc	,
a	a	DA0FS0	o
ql	qual	PR0CS000	qual
despois	depois	RG	depois
apareseo	apareceu	VMIS3S0	aparecer
;	.	Fp	.
pr	Por	SPS00	por
ela	ela	PP3FS000	ele
vejo	vejo	VMIP1S0	ver
dizerme	dizer-me	VMN0000+PP1CS000	dizer+me
V	Vossa	DP2FSP	vosso
M	Mercê	NP00000	mercê
aver	haver	VAN0000	haver
chegado	chegado	VMP0000	chegar
em	em	SPS00	em
paz	paz	NCFS000	paz
o	o	DA0MS0	o
navio	navio	NCMS000	navio
Ana	Ana	NP00000	ana
	,	Fc	,
q	que	PR0CN000	que
estimei	estimei	VMIS1S0	estimar
,	,	Fc	,
como	como	CS	como
tãobem	também	RG	também
aver	haver	VAN0000	haver
resebido	recebido	VMP0000	receber
o	o	DA0MS0	o
Pau	pau	NCMS000	pau
letro	letro	X	X
de	de	SPS00	de
Arian	Arian	NP00000	arian
tant	Tant	NP00000	tant
e	e	CC	e
de	de	SPS00	de
avelo	havê-lo	VAN0000+PP3MSA00	haver+o
mandado	mandado	VMP0000	mandar
ao	ao	SPS00+DA0MS0	a+o
sr	senhor	NCMS000	senhor
meo	meu	DP1MSS	meu
tio	tio	NCMS000	tio
Jorge	Jorge	NP00000	jorge
spinossa	Espinosa	NP00000	espinosa
	,	Fc	,
pr	por	SPS00	por
cuja	cuja	PU0FS000	cujo
ordem	ordem	NCFS000	ordem
me	me	PP1CS000	me
remetia	remetia	VMII0S0	remeter
2	2	Z	2
bariletes	barriletes	NCMP000	barrilete
de	de	SPS00	de
farinha	farinha	NCFS000	farinha
em	em	SPS00	em
do	dito	VMP00SM	dizer
navio	navio	NCMS000	navio
a	A	DA0FS0	o
suzana	Susana	NP00000	susana
	,	Fc	,
1	1	Z	1
de	de	SPS00	de
toda	toda	DI0FS0	todo
farinha	farinha	NCFS000	farinha
e	e	CC	e
o	o	DA0MS0	o
otro	outro	DI0MS0	outro
de	de	SPS00	de
Branca	branca	AQ0FS0	branco
	,	Fc	,
de	de	SPS00	de
que	que	PR0CN000	que
dou	dou	VMIP1S0	dar
avizo	aviso	NCMS000	aviso
a	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
sor	senhor	NCMP000	senhor
meo	meu	DP1MSS	meu
tio	tio	NCMS000	tio
de	de	SPS00	de
avelo	havê-lo	haver+PP3MSA00	de
resebido	recebido	VMP0000	receber
;	.	Fp	.
a	A	DA0FS0	o
farinha	farinha	NCFS000	farinha
branca	branca	AQ0FS0	branco
veo	veio	VMIS3S0	vir
toda	toda	DI0FS0	todo
emsopada	ensopada	VMP00SF	ensopar
em	em	SPS00	em
azeite	azeite	NCMS000	azeite
-	.	Fp	.
No	No	SPS00+DA0MS0	em+o
pro	primeiro	NCMS000	primeiro
espero	espero	VMIP1S0	esperar
me	me	PP1CS000	me
avizara	avisará	VMIF3S0	avisar
V	Vossa	DP2FSP	vosso
M	Mercê	NP00000	mercê
da	da	SPS00+DA0FS0	de+o
chegada	chegada	NCFS000	chegada
com	com	SPS00	com
bem	bem	NCMS000	bem
do	do	SPS00+DA0MS0	de+o
navio	navio	NCMS000	navio
a	A	DA0FS0	o
Esperansa	Esperança	NP00000	esperança
	,	Fc	,
msre	mestre	NCMS000	mestre
Ari	Ary	NP00000	ary
clase	Clase	NP00000	clase
	,	Fc	,
e	e	CC	e
de	de	SPS00	de
aver	haver	VAN0000	haver
resebido	recebido	VMP0000	receber
os	os	DA0MP0	o
2	2	Z	2
ocf	ocsof	X	X
d	de	SPS00	de
asucar	açúcar	NCMS000	açúcar
	(	Fb	(
no	número	NCMS000	número
AB	AB	NP00000	AB
1	1	Z	1
2	2	Z	2
	)	Fb	)
marcados	marcados	VMP00PM	marcar
en	em	SPS00	em
margien	margem	NCFS000	margem
com	com	SPS00	com
mais	mais	RC	mais
1/2	meio	AQ0MS0	meio
ocf	ocsof	X	X
com	com	SPS00	com
a	a	DA0FS0	o
marca	marca	NCFS000	marca
ao	ao	SPS00+DA0MS0	a+o
lado	lado	NCMS000	lado
com	com	SPS00	com
8	8	Z	8
	(	Fb	(
YA	YA	NP00000	YA
	)	Fb	)
paus	paus	NCMP000	pau
letro	letro	X	X
pesantes	pesantes	AQ0CS0	pesante
7	7	Z	7
com	com	SPS00	com
a	a	DA0FS0	o
letra	letra	NCFS000	letra
Y	Y	NCMS000	y
nos	nos	SPS00+DA0MP0	em+o
dois	dois	Z	dois
cabos	cabos	NCMP000	cabo
,	,	Fc	,
como	como	CS	como
tãobem	também	RG	também
o	o	DA0MS0	o
q	que	PR0CN000	que
remeti	remeti	VMIS1S0	remeter
no	no	SPS00+DA0MS0	em+o
navio	navio	NCMS000	navio
sr	senhor	NCMS000	senhor
Jorge	Jorge	NP00000	jorge
msre	Mestre	NP00000	mestre
Mels	Mels	NP00000	mels
stevense	Stevense	NP00000	stevense
	,	Fc	,
a	a	SPS00	a
saber	saber	VMN0000	saber
1	1	Z	1
ocf	ocsof	X	X
d	de	SPS00	de
asucar	açúcar	NCMS000	açúcar
e	e	CC	e
15	15	Z	15
Paus	paus	NCMP000	pau
letros	letros	X	X
com	com	SPS00	com
a	a	DA0FS0	o
marca	marca	NCFS000	marca
em	em	SPS00	em
margiem	margem	NCFS000	margem
	,	Fc	,
como	como	CS	como
tãobem	também	RG	também
o	o	DA0MS0	o
q	que	PR0CN000	que
remeti	remeti	VMIS1S0	remeter
no	no	SPS00+DA0MS0	em+o
navio	navio	NCMS000	navio
sr	senhor	NP00000	senhor
Juão	João	NP00000	joão
msre	Mestre	NP00000	mestre
Jacob	Jacob	NP00000	jacob
Harsen	Harsen	NP00000	harsen
bos	Bos	NP00000	bos
	,	Fc	,
a	a	SPS00	a
saber	saber	VMN0000	saber
1	1	Z	1
ocf	ocsof	X	X
d	de	SPS00	de
asucar	açúcar	NCMS000	açúcar
e	e	CC	e
3	3	Z	3
meos	meios	NCMP000	meio
e	e	CC	e
2	2	Z	2
doble	doble	X	X
ancoras	ancoras	X	X
de	de	SPS00	de
sumo	sumo	NCMS000	sumo
de	de	SPS00	de
limão	limão	NCFS000	limão
	,	Fc	,
tudo	tudo	PI0NN000	tudo
marcado	marcado	VMP00SM	marcar
con	com	SPS00	com
a	a	DA0FS0	o
marca	marca	NCFS000	marca
asima	acima	RG	acima
	.	Fp	.
espero	Espero	VMIP1S0	esperar
me	me	PP1CS000	me
avizara	avisará	VMIF3S0	avisar
V	Vossa	DP2FSP	vosso
M	Mercê	NP00000	mercê
com	com	SPS00	com
bem	bem	RG	bem
de	de	SPS00	de
suas	suas	DP3FP0	seu
chegadas	chegadas	VMP00PF	chegar
	,	Fc	,
como	como	CS	como
de	de	SPS00	de
avelo	havê-lo	VAN0000+PP3MSA00	haver+o
resebido	recebido	VMP0000	receber
e	e	CC	e
remetido	remetido	VMP0000	remeter
a	ao	SPS00+DA0MS0	a+o
do	dito	VMP00SM	dizer
meo	meu	DP1MSS	meu
tio	tio	NCMS000	tio
spinossa	Espinosa	NP00000	espinosa
como	como	CS	como
avizei	avisei	VMIS1S0	avisar
a	a	DA0FS0	o
V	Vossa	NP00000	vossa
M	Mercê	NP00000	mercê
nas	nas	SPS00+DA0FP0	em+o
passadas	passadas	NCFP000	passada
-	.	Fp	.
de	De	SPS00	de
novo	novo	NCMS000	novo
não	não	RN	não
ai	há	VMIP3S0	haver
q	que	CS	que
avizar	avisar	VMN0000	avisar
mais	mais	RC	mais
q	que	CS	que
estar	estar	VMN0000	estar
suspirando	suspirando	VMG0000	suspirar
pr	por	SPS00	por
navio	navio	NCMS000	navio
con	com	SPS00	com
Novas	novas	NCFP000	nova
de	de	SPS00	de
pases	passes	NCMP000	passe
pa	para	SPS00	para
tirar-nos	tirar-nos	VMN0000+PP1CP000	tirar+nos
de	de	SPS00	de
tanto	tanto	DI0MS0	tanto
Cuidado	cuidado	NCMS000	cuidado
com	com	SPS00	com
q	que	PR0CN000	que
estamos	estamos	VMIP1P0	estar
	.	Fp	.
Neste	Neste	SPS00+DD0MS0	em+este
navio	navio	NCMS000	navio
Biecorf	Biecorf	NP00000	biecorf
	,	Fc	,
msre	mestre	NCMS000	mestre
Jacob	Jacob	NP00000	jacob
soetelingh	Soetelingh	NP00000	soetelingh
de	de	SPS00	de
felissingha	Felissingha	NP00000	felissingha
	,	Fc	,
q	que	PR0CN000	que
