Sor	Senhor	NP00000	senhor
tio	tio	NCMS000	tio
e	e	CC	e
Irmão	irmão	NCMS000	irmão
d	de	SPS00	de
alma	alma	NCFS000	alma
	.	Fp	.
serenam	Suriname	NP00000	suriname
	,	Fc	,
1	1	Z	1
7ro	setembro	NCMS000	setembro
1672	1672	Z	1672
No	No	SPS00+DA0MS0	em+o
mez	mês	NCMS000	mês
de	de	SPS00	de
maio	maio	NCMS000	maio
e	e	CC	e
Junio	junho	NCMS000	junho
passado	passado	VMP00SM	passar
escrevi	escrevi	VMIS1S0	escrever
a	a	SPS00	a
Vm	VM	NP00000	VM
largo	largo	RG	largo
em	em	SPS00	em
5	5	Z	5
ou	ou	CC	ou
6	6	Z	6
navios	navios	NCMP000	navio
q	que	PR0CN000	que
sairão	saíram	VMIS3P0	sair
deste	deste	SPS00+DD0MS0	de+este
porto	porto	NCMS000	porto
para	para	SPS00	para
esa	essa	PD0FS000	esse
e	e	CC	e
Ultimamte	ultimamente	RG	ultimamente
o	o	PP3MSA00	o
fiz	fiz	VMIS1S0	fazer
no	no	SPS00+DA0MS0	em+o
navio	navio	NCMS000	navio
marcus	Marcus	NP00000	marcus
corsius	Corsius	NP00000	corsius
em	em	SPS00	em
diversas	diversas	AQ0FP0	diverso
q	que	CS	que
em	em	SPS00	em
do	dito	VMP00SM	dizer
escrevi	escrevi	VMIS1S0	escrever
,	.	Fp	.
espro	Espero	VMIP1S0	esperar
averão	haverão	VAIF3P0	haver
Ja	já	RG	já
chegado	chegado	VMP0000	chegar
com	com	SPS00	com
bem	bem	RG	bem
	,	Fc	,
livres	livres	AQ0CP0	livre
de	de	SPS00	de
seos	seus	DP3MP0	seu
enemigos	inimigos	NCMP000	inimigo
,	,	Fc	,
achando	achando	VMG0000	achar
a	a	DA0FS0	o
Vm	VM	NP00000	VM
e	e	CC	e
a	a	SPS00	a
todos	todos	DI0MP0	todo
os	os	DA0MP0	o
da	da	SPS00+DA0FS0	de+o
obrigação	obrigação	NCFS000	obrigação
de	de	SPS00	de
saude	saúde	NCFS000	saúde
como	como	CS	como
dezejo	desejo	VMIP1S0	desejar
,	,	Fc	,
como	como	CS	como
tãobem	também	RG	também
aver	haver	VAN0000	haver
Vm	VM	NP00000	VM
resebido	recebido	VMP0000	receber
o	o	DA0MS0	o
que	que	PR0CN000	que
neles	neles	SPS00+PP3MP000	em+ele
remeti	remeti	VMIS1S0	remeter
;	.	Fp	.
e	E	CC	e
assi	assim	RG	assim
tornarei	tornarei	VMIF1S0	tornar
referir	referir	VMN0000	referir
brevemte	brevemente	RG	brevemente
o	o	DA0MS0	o
q	que	PR0CN000	que
neles	neles	SPS00+PP3MP000	em+ele
remeti	remeti	VMIS1S0	remeter
e	e	CC	e
avizei	avisei	VMIS1S0	avisar
,	,	Fc	,
ainda	ainda	RG	ainda
q	que	CS	que
seja	seja	VSSP0S0	ser
por	por	SPS00	por
luside	luside	X	X
pois	pois	CS	pois
o	o	PP3MSA00	o
requer	requer	VMIP3S0	requerer
o	o	DA0MS0	o
tempo	tempo	NCMS000	tempo
de	de	SPS00	de
oje	hoje	RG	hoje
,	,	Fc	,
dizendo	dizendo	VMG0000	dizer
como	como	PA000000	como
no	no	SPS00+DA0MS0	em+o
navio	navio	NCMS000	navio
a	A	DA0FS0	o
Esperansa	Esperança	NP00000	esperança
	,	Fc	,
msre	mestre	NCMS000	mestre
Ary	Ary	NP00000	ary
Clase	Clase	NP00000	clase
de	de	SPS00	de
Roterdam	Roterdão	NP00000	roterdão
	,	Fc	,
q	que	PR0CN000	que
foi	foi	VMIS3S0	ir
a	a	SPS00	a
descaregar	descarregar	VMN0000	descarregar
a	a	SPS00	a
midelbo	Midelburgo	NP00000	midelburgo
	,	Fc	,
embarquei	embarquei	VMIS1S0	embarcar
2	2	Z	2
ocf	ocsof	X	X
d	de	SPS00	de
asucar	açúcar	NCMS000	açúcar
	,	Fc	,
pesante	pesante	AQ0CS0	pesante
o	o	DA0MS0	o
1	primeiro	NCMS000	primeiro
u	libras	NCFP000	libra
443	443	Z	443
e	e	CC	e
o	o	DA0MS0	o
2o	segundo	NCMS000	segundo
u	libras	NCFP000	libra
449	449	Z	449
neto	neto	AQ0MS0	neto
	,	Fc	,
	(	Fb	(
no	número	NCMS000	número
AB	AB	NP00000	AB
1	1	Z	1
2	2	Z	2
ocf	ocsof	X	X
	)	Fb	)
marcado	marcado	VMP00SM	marcar
como	como	CS	como
em	em	SPS00	em
margien	margem	NCFS000	margem
,	,	Fc	,
com	com	SPS00	com
mais	mais	NCMS000	mais
1/2	meio	AQ0MS0	meio
ocf	ocsof	X	X
d	de	SPS00	de
asucar	açúcar	NCMS000	açúcar
de	de	SPS00	de
u	libras	NCFP000	libra
250	250	Z	250
com	com	SPS00	com
a	a	DA0FS0	o
letra	letra	NCFS000	letra
	(	Fb	(
YA	YA	NP00000	YA
1/2	meio	AQ0MS0	meio
ocf	ocsof	X	X
	)	Fb	)
ao	ao	SPS00+DA0MS0	a+o
lado	lado	NCMS000	lado
e	e	CC	e
mais	mais	RC	mais
8	8	Z	8
Paus	paus	NCMP000	pau
letros	letros	X	X
pesantes	pesantes	AQ0CP0	pesante
